email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32
dirtydrum361@yahoo.com,2,1,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,0,1,2,2,2,1,2,0,1,2,2,1,1,2
foldingwindow224@gmail.com,0,1,1,1,0,2,1,2,2,0,2,2,2,0,1,1,2,2,2,0,2,2,2,1,2,2,1,0,1,0,2,2
coldcup782@qq.com,2,1,2,1,2,0,1,2,1,2,2,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,0,2,2,1,1
fishywindow737@yahoo.com,2,2,1,2,2,1,1,2,1,1,2,1,0,0,2,1,2,2,1,2,0,2,2,2,2,0,1,2,1,1,1,2
fishybike986@qq.com,2,2,1,1,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,1,2,2,2,1,0,2,0,0,1,2,2,2
milkyhat906@gmail.com,2,1,1,1,2,2,2,2,2,0,2,1,2,0,2,1,2,2,2,2,1,0,0,2,0,0,2,0,2,0,1,1
foldingtire722@163.com,2,1,1,1,2,2,2,1,1,2,2,0,1,2,0,1,2,2,2,1,2,0,2,1,2,2,1,0,2,2,1,0
buriedshoes758@outlook.com,1,2,2,2,2,2,2,1,1,2,2,0,2,2,1,1,1,2,0,1,1,1,0,0,2,2,1,2,1,2,1,2
lostdrum416@163.com,2,1,2,1,0,1,2,1,1,1,2,2,0,0,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,0,0,2
hotspice715@163.com,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,0,1,2,2,2,1,2
foldingtide515@qq.com,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,1,2,1,2,2,2,0,2,0,1,0,2,1
freshyjug542@qq.com,2,1,0,1,2,2,1,1,0,1,2,2,1,2,2,1,2,2,1,1,1,2,0,2,1,0,2,2,2,2,1,2
slightlyjug390@163.com,2,1,2,2,2,2,1,1,1,0,1,2,0,1,2,2,1,1,2,2,1,0,2,2,2,2,2,2,1,1,1,1
replacementsub369@qq.com,2,2,1,1,0,0,2,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,0,2,1,1,1
slightlyjeep732@163.com,2,1,1,1,0,1,1,1,2,1,2,1,0,2,2,0,2,2,2,1,2,0,2,2,2,0,2,1,2,2,2,1
dailysnake442@outlook.com,0,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,1,1,2,0,1,1,0,1,0,2,2
lostchrysler403@outlook.com,1,2,1,1,1,1,1,2,1,2,2,2,0,2,1,2,0,2,2,2,2,1,2,1,2,2,1,0,1,1,2,2
dryshoes626@gmail.com,2,2,2,0,0,2,1,2,2,1,2,2,1,1,2,2,1,2,2,1,2,0,2,1,1,0,0,2,2,1,0,1
freshybread696@163.com,1,2,1,1,0,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,0,1,2,2,1,0,2
milkyshoes608@gmail.com,0,1,0,1,2,1,2,2,1,0,2,0,2,2,2,1,1,2,2,1,2,2,2,0,2,0,2,0,2,2,0,1
buriedjeep923@yahoo.com,1,1,1,1,2,2,0,2,2,2,1,1,2,0,1,2,2,2,2,2,1,1,2,2,1,0,1,1,1,2,2,2
dailywindow488@outlook.com,1,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,0,0,0,1,1,2,2,1,2,0,2,0,2,2
foldingskates613@gmail.com,2,1,1,2,2,1,0,2,2,1,2,2,1,2,0,1,2,2,1,1,1,0,2,2,1,2,2,1,1,2,2,1
milkyshoes260@163.com,1,2,2,1,0,2,1,2,2,1,2,2,0,1,2,2,2,2,1,1,1,2,2,1,1,0,2,0,1,2,2,1
clamyjeep185@163.com,0,1,2,1,0,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,0,2,0,0,2
newbike501@163.com,0,1,1,2,2,0,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,0,1,1,2,2,0,2,1,2,0,1
replacementdrum717@163.com,2,2,2,2,2,1,2,2,0,0,1,1,2,2,2,2,1,1,0,2,1,0,1,1,1,0,2,2,2,2,1,1
dailyhat217@qq.com,0,2,2,0,1,2,2,2,0,1,1,0,2,1,2,1,2,1,0,2,2,2,1,2,2,2,2,1,2,1,1,1
slimyshoes43@qq.com,2,2,2,1,2,2,1,1,2,1,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,2,1,0,1,2,2,1
dirtywindow48@qq.com,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,1,2,0,2,0,1,0,2,2
deepbread26@qq.com,0,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,0,2,2,0,2,1,2,1,2,1,2,1,0
tiredbike897@qq.com,2,1,0,2,0,1,2,1,2,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,0,2,0,2,0,2,2
coldspice23@qq.com,1,2,1,2,2,0,1,2,0,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,0,2,2,2,2,1,1,1
extradrum718@gmail.com,1,2,2,2,0,0,0,2,2,2,2,1,2,1,2,2,0,1,2,2,1,0,2,0,2,0,0,1,2,1,2,1
mostlycup475@outlook.com,1,2,2,2,2,1,2,2,1,2,2,1,1,2,1,0,2,2,1,1,0,2,2,1,1,2,2,2,1,0,1,1
newbread192@gmail.com,2,1,2,2,0,1,1,1,2,1,2,1,2,0,2,2,2,0,2,1,2,2,2,1,1,2,2,0,1,2,1,1
retiredbeans380@yahoo.com,0,1,1,1,2,1,2,0,2,1,1,2,1,0,2,2,2,1,0,2,0,2,2,1,2,1,2,2,2,2,1,2
dirtyshoes356@yahoo.com,2,2,1,0,0,2,2,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,0,2,0,0,0,2,2,2,0
olddrum822@gmail.com,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,2,2,0,2,0,0,1
oldshack980@gmail.com,1,1,1,1,2,1,2,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,0,2,1,2,2,1,2
foldingsnake953@outlook.com,2,1,1,2,0,2,1,1,2,0,1,2,2,1,1,2,2,1,2,0,2,2,0,0,0,0,2,2,2,0,2,2
tiredskates86@yahoo.com,2,0,2,2,2,2,2,1,1,2,2,2,0,2,2,2,1,2,1,1,1,1,1,2,2,0,0,1,1,0,2,1
slightlycup586@163.com,1,2,2,2,2,0,2,1,2,1,0,1,2,1,2,1,1,1,2,2,2,1,2,2,2,2,0,0,0,0,2,0
freshyshoes711@gmail.com,0,2,2,2,2,2,2,2,1,2,0,2,2,2,1,2,1,2,1,0,1,1,0,1,2,0,0,2,1,1,1,2
clamyspice717@outlook.com,0,1,1,2,1,2,2,1,2,2,1,2,1,1,2,0,2,2,2,1,2,2,0,2,0,2,1,0,2,2,1,1
deepdrum298@yahoo.com,2,0,2,2,2,0,2,1,1,0,1,2,2,1,2,2,2,2,2,1,1,2,2,1,0,0,1,2,1,1,2,1
slimybeans83@yahoo.com,2,0,1,1,0,2,2,1,2,2,0,1,2,2,2,2,1,2,1,2,0,2,0,1,2,2,0,2,2,0,1,1
tiredhat236@yahoo.com,2,1,2,1,2,2,2,1,2,1,2,1,1,2,1,2,1,2,2,2,0,0,1,1,1,2,1,0,2,2,2,0
newshirt132@yahoo.com,2,1,2,2,0,0,1,2,1,1,1,2,0,2,1,2,2,1,1,2,2,2,2,2,1,0,2,0,2,2,1,1
fishytire372@gmail.com,2,1,2,2,0,2,2,1,2,1,2,1,2,0,2,1,1,1,1,2,2,1,0,1,2,2,2,1,2,1,2,1
freshyblanket903@qq.com,0,2,1,2,2,2,1,2,0,0,2,1,0,2,1,2,0,1,2,2,2,2,0,2,1,2,0,0,1,2,0,2
slightlycup905@outlook.com,0,2,1,1,2,2,1,1,2,2,2,1,0,2,2,1,2,2,1,0,0,2,0,1,2,2,1,2,1,2,1,2
usedtire882@163.com,2,1,1,0,2,2,1,2,2,1,2,2,1,0,1,2,1,2,2,0,2,1,2,1,2,0,2,1,1,1,2,2
mostlychrysler142@qq.com,2,2,2,2,2,1,2,0,0,2,2,1,0,1,1,1,0,2,1,2,2,2,1,2,0,0,2,2,1,2,0,1
oldchrysler227@outlook.com,2,1,1,2,1,2,1,1,2,2,2,0,2,2,1,2,2,1,1,1,2,1,1,1,2,2,2,0,2,0,1,2
lostsub509@yahoo.com,2,0,2,2,1,1,1,2,2,1,2,1,0,1,2,1,1,1,2,2,0,2,2,2,2,2,1,1,2,1,2,1
tiredbread440@163.com,2,1,1,1,2,2,1,2,0,1,1,2,0,2,2,2,2,2,1,1,2,2,0,2,0,2,1,0,1,2,2,1
slightlywindow230@qq.com,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,1,0,1,1,1,0,2,2,1,1,2,1,2,2,2,0,1
mostlycup968@yahoo.com,2,2,2,1,2,2,1,2,1,1,1,2,1,0,1,2,1,1,1,2,1,1,2,1,2,2,2,1,2,1,2,2
clamywindow857@yahoo.com,0,1,1,2,2,2,1,2,0,1,1,0,1,2,2,2,1,2,2,1,0,1,2,1,1,2,1,2,2,2,2,2
acientbike144@yahoo.com,1,2,1,2,2,0,1,2,2,1,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,0,2,2,1,1
slightlychrysler353@qq.com,1,1,2,1,2,2,2,1,2,2,0,2,1,2,1,2,1,2,2,2,0,0,0,1,2,1,0,0,2,2,2,1
dryjug552@gmail.com,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,0,0,1,1,1,2,0,1,2,2,0,2,1
clamyshirt749@163.com,2,1,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,1,2,2,2,0,1,2,1,1,2,2
coldsnake463@outlook.com,1,1,2,1,1,2,2,1,0,1,1,2,2,1,1,2,2,2,2,2,0,1,2,1,1,2,2,1,2,2,2,1
replacementblanket784@163.com,2,0,1,2,1,1,1,0,2,2,2,0,2,2,1,1,1,1,2,1,1,0,2,2,2,2,2,0,2,2,0,2
slimyshirt299@163.com,2,0,1,2,0,2,1,1,1,2,1,1,2,1,2,1,0,2,1,0,2,2,2,2,1,0,2,2,2,2,2,1
replacementshack840@outlook.com,2,2,2,1,0,2,1,1,1,0,1,1,2,1,2,1,2,2,2,2,2,1,0,2,2,0,2,1,1,2,2,1
drydrum979@gmail.com,2,2,1,1,0,0,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,0,1,2,2,1,2,1,2,2,2
newblanket921@yahoo.com,2,0,1,1,0,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,0,0,0,2,1,0,2,2,2,2
oldshirt546@gmail.com,1,2,1,1,2,2,2,1,1,1,2,1,1,2,1,2,2,1,2,2,2,1,2,1,0,0,2,2,1,2,2,1
hotbike959@outlook.com,2,2,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2
oldcola533@yahoo.com,2,1,2,1,2,1,2,1,2,2,2,0,2,1,2,1,2,2,2,1,0,1,1,2,0,2,1,0,2,1,1,2
slimycola966@outlook.com,1,1,0,1,0,2,2,0,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,2,1,2
hotbike143@outlook.com,2,2,2,1,1,0,2,2,1,2,2,1,1,0,1,1,2,1,1,0,2,2,2,1,2,2,2,1,2,2,1,1
fishybike254@qq.com,2,1,1,2,2,0,2,2,2,1,1,1,1,2,2,2,1,2,1,2,0,1,2,1,2,0,2,0,1,2,2,1
freshytide614@gmail.com,1,1,1,0,2,1,2,1,2,2,2,1,2,2,1,1,0,1,2,2,1,1,1,1,0,2,2,2,2,2,2,2
fishyrug633@163.com,2,1,1,1,2,0,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,0,0,2,2,2,2,2,1,1,2
clamyrug518@163.com,0,2,2,2,1,1,1,2,1,1,1,1,0,1,2,2,1,2,2,1,2,2,2,2,2,0,2,2,1,2,0,1
freshyspice871@qq.com,2,1,2,2,2,0,1,2,1,2,2,2,2,2,2,1,1,2,2,1,0,0,2,0,1,0,1,2,2,0,1,1
dailybeans981@gmail.com,2,2,2,1,0,2,1,2,0,0,2,1,0,1,1,1,2,1,2,2,1,2,0,2,2,0,2,0,2,2,1,2
oldtire137@qq.com,0,1,1,1,2,2,2,2,0,2,0,2,2,2,2,1,2,1,1,2,0,2,0,1,2,0,2,2,1,0,2,1
buriedtide314@outlook.com,2,2,1,2,2,0,1,0,2,2,2,0,2,1,1,2,0,2,1,2,1,1,1,2,2,2,2,2,1,1,1,1
lostcola749@yahoo.com,2,1,1,1,2,0,2,2,1,2,2,2,1,0,2,0,2,1,2,1,0,1,2,2,0,0,2,0,0,2,2,2
foundtide103@qq.com,2,0,1,0,2,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,2,1,2,0,2,0,2,0,1,0,2,2
acientrug266@gmail.com,0,1,2,1,0,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,1,1,0,0,1,2,2,0,2,0,2,2
tiredhat606@qq.com,2,1,1,2,2,1,1,2,2,2,1,1,2,1,2,2,2,0,1,1,2,2,0,1,1,2,2,0,1,0,2,2
drycup651@163.com,2,2,1,1,0,0,1,1,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,1,0,2,0,1,2,1,2
acientcup466@gmail.com,2,1,1,2,1,2,2,1,0,1,0,2,1,2,2,1,1,2,2,2,0,2,0,1,2,0,2,2,1,2,2,1
coldcup141@qq.com,2,2,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,1,2,1,2,0,1,2,2,0,1,2
oldsnake346@yahoo.com,1,1,1,1,2,2,1,2,1,2,1,2,1,1,2,1,1,2,0,2,1,0,2,0,2,2,2,2,2,2,0,2
retiredjug229@yahoo.com,0,1,1,1,2,2,2,2,1,2,1,2,1,0,2,0,1,1,2,2,0,2,2,1,1,2,2,2,1,2,1,2
clamybread980@163.com,1,2,2,2,1,2,1,2,0,0,1,2,2,1,1,1,1,2,1,1,2,2,2,1,2,2,2,0,2,1,2,1
freshycup995@163.com,2,1,2,1,2,0,2,1,2,1,2,1,2,0,1,1,1,2,1,2,0,1,2,1,2,2,1,2,2,2,1,2
dailycup813@yahoo.com,2,2,2,2,2,2,2,2,2,1,2,0,2,2,1,1,1,2,1,2,1,1,1,1,1,0,0,0,1,1,2,2
hotshack645@163.com,2,2,1,1,2,2,2,1,2,2,1,0,2,1,1,2,1,1,1,2,2,1,2,2,1,2,2,0,1,1,1,2
replacementshoes858@gmail.com,2,1,1,1,2,0,2,2,0,2,1,1,2,0,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2
foldingwindow786@qq.com,2,1,2,2,2,2,2,2,1,0,1,1,2,0,1,1,2,1,2,1,0,0,2,2,0,2,2,2,2,1,1,1
mostlyblanket953@163.com,2,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,2,2,0,2,1,2,0,2,2,1
mostlyjeep956@outlook.com,2,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,0,1,1,1,2,2,1
buriedblanket902@outlook.com,0,2,1,2,1,2,1,2,1,0,2,1,2,2,1,1,2,2,1,1,1,2,0,2,2,0,0,2,2,1,2,2
dryblanket964@gmail.com,1,2,2,0,1,1,1,1,0,0,2,2,0,2,2,2,2,2,2,1,2,1,0,2,0,0,1,2,2,2,2,1
hotspice194@gmail.com,2,1,2,1,0,1,2,1,2,0,2,1,2,1,2,2,2,1,1,1,1,0,2,2,1,2,2,1,2,2,1,2
buriedspice689@qq.com,2,1,1,1,2,2,1,1,2,0,1,1,0,2,1,2,2,2,1,2,2,0,1,1,2,2,2,2,2,0,2,0
soiledsnake360@yahoo.com,2,2,2,1,0,0,2,2,1,2,2,2,2,1,2,2,1,1,1,1,0,1,1,1,2,2,0,2,0,1,2,2
clamytire323@outlook.com,2,2,1,2,2,2,1,2,2,0,2,2,2,0,1,2,1,1,0,1,0,2,2,1,2,2,1,0,1,2,1,0
newcola758@qq.com,2,0,2,2,2,0,2,1,0,2,2,2,2,2,1,1,0,2,0,2,2,2,0,2,1,0,0,0,1,1,1,2
oldchrysler712@gmail.com,2,1,1,1,1,2,2,0,1,2,2,1,2,2,2,1,1,2,0,2,1,2,2,1,2,2,1,2,1,2,1,1
dailyblanket972@163.com,1,2,2,1,0,2,1,2,0,1,2,2,0,2,2,2,1,2,1,2,1,2,1,2,1,0,0,0,1,2,2,2
dirtytire674@outlook.com,0,2,2,1,2,1,2,2,2,1,1,1,2,0,1,1,0,1,2,2,2,2,1,2,2,2,2,1,1,0,2,0
hotbeans567@qq.com,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,2,1,2,2,2,0,1,2,0,0,1,0,2,2,2,1
hotskates911@qq.com,0,1,1,2,2,2,1,1,2,0,2,1,1,2,2,2,1,1,2,2,0,2,2,0,0,2,1,2,0,2,2,1
newwindow185@outlook.com,0,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,0,2,2,2,2,0,1,1,1,1
oldcup634@yahoo.com,2,1,1,1,2,2,2,2,1,2,1,1,2,1,2,1,1,2,2,1,2,1,2,1,2,1,1,0,2,0,2,2
dirtysnake278@outlook.com,0,2,1,2,2,2,2,2,2,2,1,2,1,0,2,1,1,1,1,2,0,2,0,1,0,2,1,2,2,0,2,1
clamysnake136@163.com,1,1,1,1,0,2,2,2,0,1,2,0,2,0,2,1,1,2,2,2,0,1,0,2,0,2,2,2,1,2,2,2
usedcola410@outlook.com,1,2,1,1,0,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,0,2,0,1,1,1,2
slightlyrug271@yahoo.com,2,1,2,1,2,2,2,2,2,2,1,2,0,2,1,2,2,1,1,1,2,1,2,1,1,0,1,2,0,2,1,1
foldingshack252@yahoo.com,2,1,2,2,1,1,2,2,2,2,1,2,1,0,0,2,1,1,2,1,2,0,1,1,2,2,2,1,2,1,1,2
foundshirt542@yahoo.com,2,2,1,1,0,2,2,1,2,1,1,2,1,1,2,2,1,2,1,2,0,2,2,0,2,0,1,1,1,2,2,2
dirtysub599@163.com,2,1,2,2,2,1,1,2,2,1,2,1,2,0,2,1,2,1,1,2,0,0,2,1,1,2,2,2,1,0,1,2
dailyrug68@gmail.com,2,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,0,2,2,1,2,1,2,0,1,1,2,1,1,2
dailytire90@gmail.com,2,1,2,1,0,2,2,1,1,2,2,2,1,2,2,1,1,0,1,2,1,2,1,1,2,2,1,2,1,1,2,2
oldspice340@163.com,0,1,2,1,0,1,2,2,2,2,2,0,0,2,2,2,2,0,2,2,1,1,2,1,2,0,1,2,1,2,1,1
foldingshoes858@qq.com,1,1,2,2,2,2,1,1,2,1,2,2,0,2,1,2,1,1,2,2,2,0,2,1,1,1,2,0,2,0,2,1
moistsnake175@yahoo.com,2,2,2,2,0,1,0,1,0,1,2,1,0,2,1,2,2,2,2,2,2,0,0,2,2,0,1,0,2,0,2,0
foundbread552@outlook.com,2,1,2,1,2,1,1,1,2,0,2,2,2,0,2,2,1,2,2,2,1,1,0,2,0,2,1,0,2,2,1,1
hotblanket621@gmail.com,2,0,1,1,1,2,1,1,0,2,1,2,2,2,2,1,2,2,1,2,2,2,0,1,1,2,1,2,1,0,2,2
clamyspice962@yahoo.com,2,0,2,1,2,1,1,2,1,2,2,1,1,2,2,1,2,1,1,2,0,1,1,2,1,0,2,1,2,2,2,2
freshyhat343@gmail.com,2,2,2,2,2,1,1,1,1,0,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,0,2,2,1,0
dailysnake707@qq.com,2,2,1,1,1,0,2,1,0,1,1,2,2,0,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2
deepshoes813@qq.com,1,1,2,2,2,1,2,1,1,2,1,2,2,2,1,1,0,2,2,1,2,2,0,2,1,0,1,2,2,2,1,0
dailytire10@yahoo.com,2,2,2,1,0,2,2,0,2,0,1,1,1,0,2,2,0,1,2,2,2,0,2,1,1,0,2,2,2,0,2,0
foldingbeans104@gmail.com,1,2,2,2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,2,2,0,1,2,2,0,2,0,2,2,2,1
drywindow184@qq.com,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,0,0,1,2,2,0,2,2,0,0,0,0,0,2,1,1
lostrug937@outlook.com,1,1,2,1,1,1,1,2,1,1,2,2,2,0,2,2,2,1,2,1,2,2,2,1,2,0,1,2,1,2,0,2
newbread222@outlook.com,1,2,2,2,2,1,1,1,0,2,2,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,0,1,1,0,2
newtide512@gmail.com,2,2,1,2,0,1,2,2,2,0,1,2,2,0,2,2,1,2,1,1,0,1,2,1,1,2,2,0,2,1,2,1
foldingdrum983@qq.com,2,1,0,2,0,2,1,1,2,2,2,2,2,1,2,1,1,1,1,2,2,0,0,1,2,2,2,2,1,0,2,1
foundsub311@yahoo.com,0,2,1,1,0,2,2,2,2,0,2,1,1,2,2,1,1,2,1,2,2,1,0,2,0,2,1,2,2,0,0,2
dirtyskates685@yahoo.com,1,1,1,2,2,2,2,1,1,2,1,1,2,1,2,2,2,1,0,2,2,2,2,1,2,0,1,1,1,1,2,2
slimyrug453@gmail.com,1,1,1,0,0,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1
replacementskates777@yahoo.com,2,1,1,2,1,2,2,1,2,1,1,1,0,1,2,2,2,2,2,2,1,1,2,1,2,2,2,0,2,1,1,0
slimywindow139@gmail.com,2,2,1,1,0,1,2,2,0,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,0
extraskates964@163.com,2,0,2,2,2,2,2,2,2,0,2,1,1,0,2,2,1,1,1,1,2,2,0,0,2,0,0,0,2,1,2,0
foundspice938@yahoo.com,0,1,1,2,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,1,2,0,1,2,1,2,2,0,2,1,2,1
moistsnake997@163.com,0,1,2,1,2,2,2,2,1,2,1,2,2,0,1,1,2,0,2,1,1,2,1,2,2,2,2,2,1,1,1,1
clamyskates705@yahoo.com,2,2,2,1,0,0,1,1,2,2,1,0,2,2,1,1,2,2,0,1,0,1,2,0,2,2,0,0,2,2,2,2
moistshoes107@qq.com,2,1,1,1,0,1,2,1,2,2,2,2,2,0,1,0,2,1,1,2,0,2,1,1,2,1,2,2,2,1,2,2
oldsub430@yahoo.com,1,2,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,2,1,2,0,0,2,1,2,2,1,0,1,2,2,1
extrasnake663@gmail.com,0,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,0,1,2,2,2,2,1,2
mostlycup976@qq.com,2,2,2,1,0,1,2,1,2,1,2,2,0,2,1,1,2,0,1,1,2,1,2,2,2,2,1,2,1,1,1,2
newhat705@yahoo.com,0,1,0,2,2,2,1,2,0,0,2,2,0,1,1,2,1,2,0,2,2,2,2,1,0,2,0,0,1,2,2,2
moistbike54@163.com,2,2,2,1,1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,2,2,2,2,2,2
foundshoes836@qq.com,2,2,2,2,0,0,1,2,2,2,2,0,1,1,1,2,2,2,1,1,2,2,1,2,1,2,1,1,2,0,1,1
usedspice635@gmail.com,2,2,1,2,2,1,2,1,1,1,2,2,2,1,2,1,1,2,0,1,1,1,2,2,0,2,1,1,2,0,2,2
milkyshack320@qq.com,2,1,1,1,2,1,2,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2,1,1,0,2,2,1,2,1,1
fishycola451@outlook.com,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,2,1,2,2,0,2,1,2,2,2,1,2,2,1,1,2
moisttire840@outlook.com,0,1,2,1,2,2,1,2,0,2,1,1,2,2,2,1,2,2,1,1,0,2,2,1,1,1,1,2,1,2,2,2
usedspice982@163.com,2,2,1,2,2,1,2,2,1,0,2,1,2,0,2,2,2,1,2,2,1,1,1,1,1,0,1,2,2,0,1,2
mostlyjug823@yahoo.com,2,2,1,1,0,2,1,2,2,0,2,2,2,1,1,1,0,2,1,1,1,2,2,2,2,2,1,0,1,2,1,2
freshytide12@gmail.com,2,1,2,1,2,1,2,1,1,1,1,2,2,1,1,2,1,2,0,2,1,2,2,1,2,0,2,2,2,2,1,0
freshycola999@yahoo.com,1,2,2,1,2,2,2,1,2,0,1,1,1,2,1,1,1,2,2,2,2,0,1,1,2,1,0,2,2,1,2,2
clamyshack993@163.com,0,2,2,2,0,1,1,2,2,2,2,1,1,1,2,1,1,2,2,2,1,1,0,2,1,0,1,2,2,1,2,2
foundskates539@outlook.com,2,2,1,2,2,0,2,2,2,2,1,1,0,0,2,1,2,2,0,1,2,1,2,0,0,2,1,2,1,0,0,2
acientsnake134@outlook.com,2,2,1,2,0,2,0,2,0,2,2,1,2,2,1,2,1,2,1,2,0,2,0,1,1,0,2,2,1,2,0,0
milkytide461@outlook.com,2,0,2,2,0,0,1,2,0,1,2,1,2,1,2,0,2,2,0,2,1,2,2,2,0,2,1,1,1,0,2,2
replacementchrysler5@qq.com,1,1,2,2,0,2,2,1,2,2,1,2,2,0,1,2,2,2,0,1,1,0,0,0,2,2,2,0,0,2,2,1
dirtysnake957@gmail.com,2,2,2,2,0,1,0,1,2,2,2,2,2,0,1,1,2,0,2,2,0,1,0,1,2,0,1,2,1,1,2,2
hotbeans6@gmail.com,2,1,2,1,2,2,1,2,1,0,1,1,2,2,2,1,2,2,1,0,1,2,2,1,1,0,2,0,2,0,2,2
slimyjeep502@163.com,2,1,2,1,2,2,2,0,2,2,1,2,0,0,2,2,1,2,0,1,2,0,2,2,1,2,1,0,2,1,1,1
slimyjeep659@qq.com,2,2,1,0,1,1,2,1,2,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,0,2,2,0,1,1
replacementshoes36@gmail.com,0,1,1,1,2,2,2,1,1,0,2,1,2,2,2,2,1,2,1,2,2,1,2,1,1,0,1,2,0,2,2,2
foundhat698@outlook.com,2,1,2,1,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,0,2,1,1,1,0,1,0,2,0,2,1
freshyrug42@qq.com,1,2,1,2,2,2,1,2,0,0,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,0,2,1,2,1,2
usedspice345@gmail.com,2,1,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,1,0,2,2,2,2,0,2,1,1,0,2,1,2,1
retiredtire193@yahoo.com,2,1,1,1,2,2,2,1,1,0,2,2,2,2,2,2,1,1,2,2,0,1,2,1,1,1,0,2,0,0,2,2
newchrysler981@gmail.com,1,1,1,1,1,2,2,2,2,0,2,1,2,0,2,1,1,1,2,1,1,2,2,1,2,0,2,2,2,0,2,2
mostlyspice127@gmail.com,2,0,2,0,2,2,2,1,2,2,1,1,2,1,1,2,1,1,2,0,1,2,0,1,1,2,2,2,0,2,2,1
freshyspice185@qq.com,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,0,2,0,2,0,0,1,1,2,0,2,2
acientwindow492@gmail.com,1,2,1,2,2,1,2,2,1,2,1,1,1,1,1,0,2,2,1,1,1,2,2,2,2,1,2,0,1,2,2,2
