email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18
tiredchrysler382@163.com,1,1,1,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2
retiredbeans380@yahoo.com,1,1,1,0,1,2,2,1,2,2,1,2,1,1,2,2,2,2
dailyspice87@yahoo.com,2,0,2,2,1,1,2,1,1,2,1,2,1,2,0,2,2,1
drydrum979@gmail.com,1,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,2
dirtysnake317@163.com,1,2,0,1,1,2,2,2,2,2,2,2,1,1,1,0,1,2
lostshoes128@163.com,1,0,1,2,2,2,2,1,2,1,2,1,2,2,1,0,2,1
mostlycup475@outlook.com,2,2,1,1,2,1,1,2,2,0,2,2,1,2,2,1,1,1
lostdrum631@163.com,1,2,2,1,1,2,2,2,1,1,1,0,2,2,2,2,1,1
coldbread793@gmail.com,2,2,1,2,0,2,1,1,1,2,2,2,2,1,1,1,1,2
buriedcup124@yahoo.com,2,0,2,2,1,1,2,1,1,2,1,2,2,1,2,0,2,1
dirtysnake957@gmail.com,2,1,1,2,1,0,2,1,1,2,0,1,2,2,0,2,2,2
deeptire735@gmail.com,2,2,2,1,1,2,2,1,2,2,1,2,2,1,0,0,1,1
dryjeep45@163.com,2,2,2,2,2,1,0,0,2,1,2,2,2,1,1,1,1,1
hotbike829@163.com,1,2,2,2,1,2,0,1,2,2,1,1,1,1,0,2,2,2
freshyjug808@gmail.com,2,1,2,0,2,1,1,2,1,1,2,2,1,2,2,2,1,1
slimyrug453@gmail.com,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1
tiredhat748@yahoo.com,0,2,2,2,1,1,1,2,1,2,1,1,2,1,2,2,2,1
buriedshirt115@yahoo.com,0,2,2,2,1,2,1,1,1,0,1,2,2,2,2,0,2,1
retiredtire193@yahoo.com,2,1,0,1,2,2,2,2,1,1,1,2,1,1,2,0,2,2
extrasnake858@gmail.com,0,1,1,2,0,2,1,0,2,2,1,1,2,2,2,2,2,1
clamyblanket825@qq.com,2,1,1,2,1,2,0,2,1,1,1,2,2,2,0,2,2,1
extraskates217@163.com,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,2
dailywindow783@qq.com,2,1,2,2,0,1,2,2,2,2,1,0,1,2,1,2,1,1
coldtide977@gmail.com,2,2,1,2,2,1,1,1,2,1,2,1,1,2,0,2,2,1
slimyskates788@outlook.com,2,2,2,2,2,1,0,1,0,2,1,1,1,1,1,2,2,2
newspice843@gmail.com,2,1,2,1,2,2,2,1,1,2,2,1,2,2,0,1,1,0
slightlycup905@outlook.com,1,2,0,2,1,1,2,1,1,2,2,1,2,1,2,2,1,2
clamyshoes18@163.com,0,2,2,2,2,1,2,2,1,1,2,2,1,1,0,0,2,1
dirtyshoes356@yahoo.com,2,2,1,2,2,1,0,2,2,0,2,1,2,1,0,1,1,2
oldcola533@yahoo.com,1,2,2,2,1,1,2,1,2,2,1,2,1,1,2,0,1,2
fishybike254@qq.com,2,1,1,1,2,1,0,2,2,2,2,1,2,1,2,2,1,1
slightlytire158@163.com,1,1,1,2,2,1,1,2,2,2,2,0,2,2,2,0,1,1
dirtydrum384@163.com,2,1,2,2,2,1,2,2,0,2,1,2,1,1,1,1,1,2
newbike501@163.com,1,0,1,2,2,0,2,2,1,2,2,2,1,1,1,2,2,1
moistskates376@yahoo.com,1,1,1,1,2,2,2,1,2,1,1,1,2,1,2,2,2,2
foundsub934@gmail.com,1,2,2,2,1,1,2,2,2,1,1,0,1,2,0,2,2,1
acientbread9@outlook.com,0,2,2,0,1,1,0,2,2,2,0,0,2,2,0,0,2,2
extrabeans516@gmail.com,1,1,2,2,2,1,2,2,1,2,1,2,0,0,0,2,1,2
dailybeans446@yahoo.com,1,2,2,2,1,1,2,2,2,2,0,2,1,2,1,0,1,1
clamysnake715@gmail.com,1,1,2,1,1,1,0,1,2,2,2,2,2,2,2,0,2,1
fishyrug633@163.com,2,1,1,1,2,1,1,1,2,1,2,0,2,2,2,2,1,2
foundcup206@qq.com,0,1,2,2,1,1,2,1,1,2,2,2,1,1,0,2,2,2
mostlyspice474@yahoo.com,2,2,1,2,1,1,1,1,2,1,2,1,2,2,2,0,2,1
usedspice982@163.com,2,2,1,2,2,2,1,1,1,0,1,2,2,1,1,2,1,2
acienthat377@qq.com,1,2,2,1,2,1,2,1,2,2,2,0,1,1,1,1,2,2
foldingrug539@yahoo.com,2,2,1,1,1,2,0,1,2,1,2,2,1,2,2,2,1,1
acientspice952@gmail.com,2,2,1,0,2,1,1,2,1,2,2,1,2,2,2,0,1,1
foundskates539@outlook.com,1,2,1,2,1,0,2,2,2,2,2,1,2,2,1,1,1,1
soiledsub246@outlook.com,2,2,0,2,0,2,2,1,2,1,1,2,1,1,1,0,2,2
mostlyshack522@163.com,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2
coldcup403@outlook.com,2,1,0,2,2,1,1,2,1,0,2,2,2,1,1,0,2,2
replacementbeans194@yahoo.com,2,1,2,1,2,1,0,2,2,1,1,2,1,2,1,1,2,2
tiredwindow970@163.com,2,1,1,2,1,2,1,2,2,2,1,1,2,2,1,0,1,2
dirtywindow798@qq.com,1,2,1,1,2,2,2,2,0,2,0,2,2,1,0,0,1,2
slightlychrysler47@gmail.com,2,1,1,1,2,1,2,2,2,2,2,0,1,2,0,2,1,1
deepsnake957@qq.com,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1
freshytire179@outlook.com,0,1,2,1,2,2,1,2,1,2,0,2,2,2,0,1,1,2
buriedshirt699@gmail.com,1,0,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,1
deepdrum298@yahoo.com,2,1,2,2,2,1,2,1,1,1,1,0,2,2,1,0,2,2
newtide749@gmail.com,2,2,2,1,0,1,1,2,2,2,2,1,1,1,1,1,2,2
newhat584@gmail.com,1,1,2,0,2,2,2,2,1,2,1,2,1,0,2,0,1,2
buriedspice689@qq.com,2,1,2,2,2,1,1,1,0,2,2,0,1,0,2,1,2,2
freshytide508@163.com,1,2,2,2,0,2,2,1,0,1,2,0,1,2,2,2,1,1
dailytire844@yahoo.com,1,2,1,2,2,1,2,1,0,1,2,2,0,1,1,2,2,2
extrawindow760@gmail.com,1,1,1,2,2,2,2,0,2,1,1,2,1,2,0,2,1,2
hotshack160@outlook.com,2,1,2,2,1,0,2,1,2,0,2,2,1,2,1,0,2,1
fishywindow973@outlook.com,1,1,1,1,2,1,2,2,2,2,1,2,2,0,1,2,2,1
deeptire624@163.com,1,0,2,2,1,2,1,1,1,2,1,2,2,1,0,2,2,2
slimytire345@gmail.com,1,2,1,2,1,2,2,2,1,2,1,1,2,1,2,1,1,2
milkysub801@163.com,1,1,0,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2
slightlybike13@yahoo.com,1,2,1,2,2,2,2,2,2,0,0,2,1,1,2,0,1,1
foundbike537@163.com,2,1,2,0,2,1,2,2,1,0,2,1,2,1,1,1,2,2
soiledshoes664@yahoo.com,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,1,1
clamydrum820@outlook.com,2,2,1,2,0,2,2,2,2,0,2,1,1,1,1,1,1,2
dryjug879@yahoo.com,2,2,1,2,2,2,0,2,1,1,1,1,1,1,2,2,2,1
oldcola188@outlook.com,2,1,1,0,0,2,2,1,2,2,1,2,2,0,2,0,2,1
moistspice387@qq.com,1,1,1,0,2,2,0,1,1,2,2,2,1,2,2,0,2,2
dirtyjug352@gmail.com,2,2,2,0,1,1,2,1,1,2,2,1,1,2,2,2,1,1
retiredshack97@gmail.com,2,1,2,2,0,2,2,1,1,1,1,2,1,1,1,2,2,2
slimybeans326@gmail.com,2,2,1,0,2,1,1,2,2,2,2,1,1,2,1,2,1,1
foundshack343@gmail.com,1,1,2,2,1,2,1,2,1,1,2,1,2,1,1,2,2,2
freshyrug186@163.com,2,2,1,2,2,2,1,2,2,2,1,1,0,1,1,1,2,1
retiredsub266@yahoo.com,1,1,1,1,2,1,0,2,2,2,2,0,2,2,0,0,2,2
deepsnake396@163.com,2,0,1,2,2,2,2,1,0,1,1,1,2,2,2,2,1,1
hotspice194@gmail.com,2,2,1,2,1,1,1,2,2,1,0,2,2,1,2,0,1,2
soiledspice290@163.com,1,2,1,2,1,1,1,1,2,1,2,2,2,2,1,2,1,2
freshyjug894@yahoo.com,1,2,2,2,1,2,0,1,2,2,2,2,1,1,0,1,2,1
losthat823@gmail.com,1,1,2,2,1,1,2,1,2,1,2,0,2,2,1,2,1,2
moistwindow929@outlook.com,2,1,2,1,2,1,1,1,1,2,1,1,2,2,2,0,2,2
fishycup876@qq.com,2,2,1,0,2,1,2,2,2,1,2,0,1,2,2,0,1,1
tiredtire285@yahoo.com,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1
deepsnake772@gmail.com,2,2,1,1,2,1,0,2,2,2,1,2,1,2,0,2,1,1
buriedtide314@outlook.com,2,2,1,0,2,1,2,1,1,0,1,2,2,2,2,1,2,1
acientsnake555@gmail.com,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,0,1,1
usedjeep501@outlook.com,1,1,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2
soiledspice423@gmail.com,2,2,2,1,2,2,1,2,1,2,1,1,2,1,1,1,2,1
slightlyshack386@163.com,2,1,1,1,2,1,0,2,2,2,1,2,2,1,2,1,2,1
dirtydrum199@163.com,2,0,1,0,2,1,1,1,2,1,2,2,2,0,2,1,2,2
retiredbeans922@gmail.com,1,1,2,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2
coldsub278@yahoo.com,1,2,1,0,2,0,2,2,1,2,2,2,2,1,0,0,1,2
slightlycup6@qq.com,2,1,2,2,1,2,2,1,0,2,1,2,1,2,2,0,1,1
freshywindow29@163.com,2,0,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,1
coldsnake27@gmail.com,2,1,2,0,2,2,1,2,1,2,2,1,1,2,0,2,1,1
slimyspice540@163.com,2,1,1,2,2,1,0,1,1,2,2,2,1,1,2,2,1,2
replacementwindow606@outlook.com,2,2,2,1,1,2,0,1,2,1,1,1,1,2,2,2,2,1
foldingtire722@163.com,2,1,2,2,1,2,1,1,2,2,2,1,0,1,2,2,1,1
drycola993@163.com,1,1,1,1,1,1,0,2,2,1,2,2,1,2,2,2,2,2
coldwindow93@gmail.com,1,2,0,2,1,2,2,2,1,2,1,1,1,1,2,2,0,2
coldskates556@163.com,1,1,1,2,0,1,1,2,2,2,1,2,2,1,2,2,1,2
acientspice799@yahoo.com,0,0,2,2,1,2,2,2,1,1,2,2,2,1,0,2,1,1
dailycup813@yahoo.com,2,2,1,2,2,2,2,1,2,1,1,0,1,1,1,1,2,2
extrasub515@yahoo.com,2,1,2,2,0,2,1,2,1,2,1,1,2,2,2,0,1,1
foldingwindow224@gmail.com,2,1,0,0,1,1,1,2,2,2,2,2,2,1,1,0,2,2
dailycup910@outlook.com,2,1,2,1,2,1,0,2,0,1,1,2,2,2,2,1,2,1
lostbike784@outlook.com,2,2,2,0,1,2,2,1,2,1,2,2,1,2,0,0,1,1
foldingtire66@outlook.com,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,1
hotskates911@qq.com,0,1,1,1,1,2,0,2,2,1,2,2,2,1,1,2,2,2
newshirt323@gmail.com,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1
hotshirt172@qq.com,1,1,2,1,2,2,2,1,2,0,1,0,2,2,1,2,2,1
buriedjug233@yahoo.com,0,2,2,1,2,2,1,1,1,1,1,2,1,2,2,2,1,2
acientrug266@gmail.com,1,2,2,2,1,1,2,1,1,1,2,2,1,1,1,2,2,2
extrashoes592@yahoo.com,1,1,2,1,1,2,0,2,2,2,1,2,0,2,2,0,1,2
replacementbike875@qq.com,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,1
clamytire126@163.com,2,2,2,2,2,1,1,1,0,1,1,2,1,2,2,1,2,1
moistbeans625@yahoo.com,2,2,2,1,2,2,1,1,1,1,1,2,2,1,2,0,2,1
mostlyrug152@qq.com,2,2,1,2,1,0,0,2,0,1,1,2,2,2,2,0,2,1
deepbread26@qq.com,0,1,2,2,1,2,2,1,2,1,2,1,1,2,2,0,1,2
replacementbike38@yahoo.com,2,2,1,1,1,1,1,2,2,1,2,2,2,1,2,0,1,2
soiledblanket478@outlook.com,1,2,1,2,2,2,1,1,1,1,2,2,1,1,2,2,1,2
foundjeep958@gmail.com,1,2,0,0,1,2,2,2,2,1,0,1,2,2,1,2,1,2
replacementskates795@outlook.com,1,1,2,0,2,2,0,2,0,2,2,1,1,1,2,0,2,2
oldsub951@163.com,2,1,2,0,2,1,2,1,0,2,2,2,1,0,0,0,2,2
buriedcola618@gmail.com,1,1,2,0,1,1,1,2,2,2,2,2,2,1,0,2,1,2
buriedsnake868@qq.com,1,1,1,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2
usedjeep425@outlook.com,2,2,1,0,2,2,2,2,2,1,1,2,1,0,0,0,2,1
hotsnake274@yahoo.com,2,2,2,2,2,1,0,2,1,2,1,1,1,1,1,1,2,2
newcola758@qq.com,2,1,2,2,1,2,1,2,2,1,1,2,2,1,1,0,1,2
foldingdrum2@163.com,1,2,2,0,1,2,2,1,2,1,2,0,2,1,0,1,2,2
soiledskates814@163.com,1,2,2,0,2,2,1,1,2,2,1,0,0,2,0,2,1,2
foldingspice440@outlook.com,1,0,2,2,1,1,0,1,1,2,1,2,2,1,2,2,2,2
slimyshack348@163.com,2,2,2,1,1,1,0,1,2,1,1,2,2,2,2,1,2,1
mostlyblanket953@163.com,2,1,1,1,2,1,2,2,1,2,2,0,1,2,2,0,2,1
buriedbread907@outlook.com,1,1,2,0,2,2,2,2,1,1,1,2,1,1,2,1,2,2
mostlybike595@gmail.com,2,1,1,0,2,2,2,2,1,2,1,1,2,1,2,1,2,1
drysub137@outlook.com,2,2,2,1,2,2,0,2,2,0,1,0,1,2,1,2,1,1
foldinghat165@qq.com,2,1,1,0,2,2,2,1,2,1,2,0,2,1,0,2,2,1
dailyshoes209@163.com,1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,1
clamyjeep185@163.com,1,2,2,1,1,2,1,1,2,1,2,2,1,1,2,0,2,2
buriedspice543@yahoo.com,1,2,1,1,2,2,1,1,2,2,2,2,1,0,2,0,1,2
replacementshoes137@outlook.com,1,2,1,2,2,0,2,2,2,1,1,1,2,1,1,2,1,2
oldchrysler400@163.com,1,2,1,2,1,1,2,2,2,1,0,2,2,1,2,2,1,1
foldingspice737@gmail.com,2,2,1,1,2,1,1,2,0,1,1,2,2,2,2,1,1,2
acientshirt492@gmail.com,1,2,2,0,2,1,1,2,2,1,2,2,1,2,1,2,1,1
milkyhat906@gmail.com,2,1,2,2,2,1,2,1,2,0,1,2,1,0,0,2,2,1
soiledrug494@163.com,1,1,2,2,2,1,2,1,2,2,1,0,1,0,2,2,2,1
foldingcola28@yahoo.com,2,2,1,2,2,1,1,1,1,2,2,2,1,1,2,0,1,2
deepshack742@gmail.com,1,1,2,0,2,2,0,2,0,2,1,1,2,2,0,1,2,2
dailycup358@yahoo.com,1,2,2,2,1,2,0,1,1,2,2,0,1,2,2,0,1,2
usedspice992@gmail.com,2,1,1,0,2,1,2,2,1,2,2,2,1,1,2,0,1,2
buriedcup948@163.com,1,2,2,2,1,2,1,2,1,1,2,1,1,2,2,2,1,1
fishyblanket809@outlook.com,1,1,1,2,2,2,2,1,1,2,2,1,2,0,1,1,2,2
slightlyrug271@yahoo.com,2,1,1,0,2,2,2,1,1,2,1,2,1,2,2,1,2,1
hotshack271@qq.com,2,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,2
dailyspice289@gmail.com,1,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,2
slimybeans511@qq.com,2,1,1,2,1,2,2,1,1,2,2,1,2,1,2,0,1,2
dailybread914@gmail.com,1,1,1,1,1,1,2,0,0,2,2,2,2,2,1,2,2,2
freshybike323@yahoo.com,2,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2
oldchrysler227@outlook.com,1,2,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,2
slightlybread907@outlook.com,1,2,1,1,1,2,2,0,1,2,2,1,2,2,2,0,2,1
slightlychrysler546@gmail.com,1,0,0,2,0,2,1,1,2,2,2,2,1,2,2,2,1,1
buriedcup310@outlook.com,2,0,2,2,1,1,1,1,2,2,2,0,1,2,0,2,2,1
retiredskates875@outlook.com,2,1,0,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2
newbike640@gmail.com,1,2,2,1,1,2,2,2,1,2,2,0,1,1,2,0,1,2
drycup651@163.com,2,2,1,0,0,2,2,1,2,2,1,1,2,0,0,2,2,1
replacementchrysler5@qq.com,1,1,2,2,1,2,0,2,1,0,1,2,1,2,1,2,2,2
buriedspice285@outlook.com,1,0,1,2,2,2,1,2,1,0,1,2,2,1,2,2,2,1
newchrysler620@yahoo.com,0,2,2,2,1,1,1,0,1,2,1,2,2,2,2,0,1,2
retiredspice749@gmail.com,2,2,0,1,2,1,2,1,1,2,2,1,2,1,2,1,2,1
milkysub209@outlook.com,2,1,2,2,1,0,1,2,1,1,2,2,2,1,1,0,2,2
clamyjug899@yahoo.com,0,2,1,0,2,1,1,2,0,2,2,1,2,0,1,2,2,2
extraspice708@qq.com,2,2,2,1,1,2,0,1,2,2,1,2,1,2,2,0,1,1
lostrug937@outlook.com,2,2,1,1,2,1,2,1,1,2,1,0,1,2,2,2,1,2
slightlychrysler739@yahoo.com,1,2,2,2,1,1,2,1,2,1,2,1,2,1,1,2,1,2
replacementsub351@qq.com,1,2,1,0,2,2,2,1,1,2,2,2,1,2,1,2,1,1
fishydrum493@yahoo.com,1,2,2,2,1,2,1,2,2,2,1,2,1,1,0,0,1,2
freshyblanket453@gmail.com,1,1,0,2,2,0,0,1,2,2,2,2,2,1,0,2,2,1
deepcola862@outlook.com,1,1,2,1,2,2,0,1,2,0,1,1,1,2,2,2,2,2
acientshoes215@outlook.com,2,1,2,1,2,1,2,1,2,0,1,1,2,2,2,0,2,1
mostlybread482@qq.com,1,0,2,2,1,1,1,2,2,2,1,2,2,1,0,2,1,2
slightlysub732@qq.com,2,1,1,1,2,1,2,2,1,2,2,0,2,2,0,1,2,1
hotrug368@outlook.com,2,0,2,1,1,2,1,2,2,2,1,2,1,1,1,1,2,2
deeptide254@qq.com,2,2,1,1,2,1,2,2,0,1,2,1,1,2,1,2,1,2
acientjeep537@163.com,2,0,2,0,2,1,2,1,2,1,2,0,2,1,1,0,2,2
dailywindow592@163.com,2,2,1,1,1,2,1,2,1,1,2,2,2,1,1,2,1,2
losthat840@qq.com,1,0,2,0,0,2,1,2,2,1,2,1,1,2,2,2,1,2
oldshack980@gmail.com,1,0,1,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2
usedjeep619@outlook.com,2,2,0,2,2,2,1,2,2,1,1,1,1,0,2,0,1,2
replacementtide904@outlook.com,2,1,2,1,2,2,0,2,2,2,1,0,2,1,1,0,2,0
fishywindow737@yahoo.com,2,1,1,2,2,1,2,1,2,2,2,1,2,1,1,0,1,2
deepbeans875@qq.com,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,2,1
freshyskates489@yahoo.com,2,1,1,2,2,1,2,1,2,0,1,1,2,2,2,2,1,1
milkytide458@163.com,1,0,2,1,2,2,2,1,2,1,2,0,1,1,2,1,2,2
newjeep849@qq.com,2,2,2,1,1,0,1,1,2,2,1,1,2,2,1,1,2,2
newbeans217@yahoo.com,1,1,1,2,2,2,0,2,0,2,2,2,0,0,2,2,1,1
replacementshirt214@163.com,2,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2
dailychrysler726@outlook.com,1,0,2,2,1,1,1,1,2,2,1,2,2,2,2,0,1,2
foundsub142@qq.com,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2
foldinghat486@outlook.com,1,2,1,1,2,2,2,1,2,1,0,1,2,1,2,2,1,2
dirtybread769@gmail.com,2,2,2,1,1,1,1,2,1,1,1,2,1,2,2,0,2,2
foldingwindow359@outlook.com,2,1,1,2,2,1,1,2,1,1,1,2,2,2,0,2,2,1
retiredtide905@qq.com,2,1,2,2,2,0,2,0,1,0,1,2,2,2,0,2,1,1
moistsnake675@yahoo.com,2,2,1,1,1,2,1,2,0,1,2,1,0,2,2,2,2,1
slimydrum148@outlook.com,2,2,2,2,0,1,2,1,2,1,1,1,1,0,0,2,2,2
lostrug682@163.com,2,2,2,2,1,1,2,2,1,2,1,1,0,2,0,1,2,1
milkyshack320@qq.com,1,0,2,1,2,1,2,1,2,1,2,2,1,0,2,2,2,1
lostblanket503@163.com,2,1,1,2,2,1,2,1,1,2,1,1,2,1,2,1,2,2
oldjug372@gmail.com,1,2,1,1,2,2,1,2,2,0,1,1,1,2,2,2,2,1
coldchrysler584@outlook.com,1,2,2,1,1,2,1,2,2,0,1,2,1,2,2,0,1,2
acienttide795@yahoo.com,2,1,2,1,1,2,2,2,1,1,2,2,2,1,2,0,1,1
foundspice938@yahoo.com,1,1,1,2,2,0,1,1,2,1,2,2,1,2,2,2,1,2
dirtysnake278@outlook.com,1,2,1,2,1,2,2,1,0,2,2,2,2,1,0,2,1,1
slightlyjug254@yahoo.com,1,2,1,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2
tiredsub5@gmail.com,2,2,2,1,1,1,2,2,2,2,1,0,1,1,1,1,2,2
slimytire42@gmail.com,2,1,2,2,1,0,1,1,2,2,1,1,2,2,2,0,2,1
moistjeep527@outlook.com,1,2,2,0,2,2,1,1,0,2,1,0,1,2,2,0,2,2
milkyshoes505@gmail.com,2,2,1,2,1,2,1,2,1,2,1,2,2,1,0,2,1,1
oldsnake198@outlook.com,2,1,1,1,2,1,2,1,2,0,2,1,2,0,2,0,2,2
hotspice715@163.com,2,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1
foldingskates208@gmail.com,2,1,1,2,2,2,2,2,0,1,2,1,1,1,2,2,1,1
acientbike19@outlook.com,1,1,2,2,2,2,2,0,2,2,1,2,1,2,1,0,1,1
milkyspice620@qq.com,1,1,2,1,2,1,2,1,2,1,2,2,1,2,2,1,1,2
replacementshoes847@qq.com,2,2,2,2,1,1,1,1,1,2,0,2,2,2,2,1,1,1
oldsnake346@yahoo.com,0,1,2,1,2,2,2,1,0,1,2,1,2,1,2,2,1,2
dirtysub525@gmail.com,1,1,1,2,2,2,1,2,0,0,2,2,2,2,2,1,0,1
slightlyhat370@outlook.com,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,0,2,1
coldbike895@yahoo.com,1,2,2,0,1,1,1,1,1,1,2,2,2,2,2,0,2,2
freshydrum128@qq.com,1,2,2,2,2,2,2,1,0,1,2,0,1,1,0,0,2,2
dryblanket964@gmail.com,2,2,1,1,0,1,1,1,2,1,2,1,2,1,2,2,2,2
newjeep577@163.com,1,1,2,1,2,2,2,1,2,0,1,0,2,0,2,2,2,1
slimyjeep659@qq.com,2,2,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2
clamyshack71@qq.com,2,2,2,1,2,2,2,1,2,1,1,0,1,1,2,1,1,2
extrashack431@yahoo.com,2,0,2,2,0,2,2,1,1,1,1,2,2,1,0,2,0,2
freshyjug19@outlook.com,2,2,1,2,2,2,1,2,1,1,1,0,1,2,2,1,1,2
buriedbread569@outlook.com,1,2,2,1,2,2,2,2,1,1,2,2,1,2,1,0,1,1
slightlywindow508@gmail.com,1,1,2,2,2,1,2,1,0,2,2,0,2,2,0,2,1,1
coldcup141@qq.com,1,2,1,1,2,1,1,2,1,2,1,1,1,2,2,2,2,2
hotbike143@outlook.com,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,1
newsnake440@gmail.com,0,1,1,0,1,2,1,2,2,2,2,2,1,0,1,2,2,2
clamytire651@gmail.com,2,0,0,2,0,1,1,2,2,2,1,1,1,2,1,2,2,2
dailyjug835@163.com,1,0,1,2,2,2,0,1,2,1,2,0,2,1,2,2,2,1
dailywindow99@gmail.com,2,2,1,2,1,2,2,2,0,0,0,0,1,1,2,2,1,2
newshack421@163.com,2,2,2,1,2,1,1,2,1,2,1,1,1,2,2,2,1,1
foundrug2@yahoo.com,2,2,1,1,1,1,2,2,1,2,0,2,1,1,2,2,1,2
slimybeans83@yahoo.com,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,0,1,1
usedtire882@163.com,2,1,1,1,2,2,1,1,2,2,0,2,2,1,1,1,2,2
usedshirt865@qq.com,2,1,2,1,1,2,1,2,2,2,1,1,2,2,1,0,1,2
replacementsub369@qq.com,2,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,1,1
milkydrum371@163.com,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2
soiledshack25@qq.com,2,1,2,2,2,2,1,1,0,2,1,0,1,2,2,1,2,1
foundsnake177@163.com,1,0,0,0,2,1,2,2,2,1,2,2,1,1,2,2,1,2
acientwindow492@gmail.com,0,1,1,2,2,2,0,2,2,1,0,2,0,1,1,2,2,2
extrabread553@qq.com,1,0,0,1,2,1,2,2,2,1,1,0,2,2,2,0,2,2
hotwindow473@qq.com,1,2,1,1,2,2,2,2,2,1,1,2,1,0,2,0,1,2
moisthat761@outlook.com,2,0,1,2,2,1,2,0,1,2,2,0,2,1,2,1,2,1
deepdrum919@qq.com,1,2,1,2,1,2,1,2,0,2,2,1,2,2,1,0,1,2
oldchrysler964@163.com,1,1,2,2,2,1,1,2,1,2,2,1,2,1,0,2,1,2
tiredbeans825@163.com,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,1,2,1
deepshoes686@163.com,1,2,1,1,2,2,1,2,2,1,2,0,1,2,2,0,2,1
slimyjeep502@163.com,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,1,1
dailybeans981@gmail.com,2,2,2,2,0,2,2,2,0,1,2,1,1,1,1,1,1,2
dryjug552@gmail.com,2,2,2,0,2,0,1,1,1,1,1,1,1,2,2,2,2,2
deepblanket548@outlook.com,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,0,2,2
clamysnake136@163.com,1,1,1,2,2,1,2,2,2,1,2,1,2,1,2,1,1,2
coldshirt926@163.com,2,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,1
soiledhat544@outlook.com,2,2,1,0,2,1,2,1,2,1,2,1,1,1,2,2,2,1
buriedwindow695@yahoo.com,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,0,2,2
milkyblanket205@yahoo.com,2,2,2,2,1,1,2,2,2,1,2,0,1,0,0,2,1,1
buriedhat948@gmail.com,1,1,2,1,2,1,2,1,2,1,2,2,2,1,1,0,2,2
soiledrug889@gmail.com,1,2,2,0,2,1,2,1,2,2,2,1,2,1,2,1,1,1
moisttire840@outlook.com,2,1,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2
lostbread363@gmail.com,2,1,2,2,1,2,1,2,2,0,2,1,2,2,0,0,1,1
dailytire90@gmail.com,2,1,1,2,2,1,0,1,1,2,2,0,2,2,1,1,2,2
fishytire276@gmail.com,1,1,2,1,2,1,2,2,1,1,2,2,1,2,2,0,1,2
hotwindow831@outlook.com,2,1,2,2,1,1,1,1,2,1,1,2,1,2,2,2,2,1
usedwindow885@yahoo.com,1,1,1,2,2,1,1,2,2,1,1,2,1,2,2,2,1,2
moistspice183@outlook.com,2,2,0,1,2,1,1,2,1,2,0,2,2,2,1,0,2,1
extrahat650@yahoo.com,2,2,1,2,2,2,0,1,1,0,2,1,1,1,2,2,2,1
