email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
newshack421@163.com,2,2,2,1,1,2,1,1,2,2,2,1,0,1,2,0,2,2,1,1
acientwindow492@gmail.com,0,2,0,2,2,2,1,1,2,2,1,1,1,2,1,1,1,2,2,2
moisthat885@gmail.com,2,2,2,1,2,0,1,1,2,0,2,2,1,1,2,1,1,2,2,1
newbike169@gmail.com,2,2,2,2,1,1,0,1,2,1,2,2,1,1,0,2,1,0,2,2
dryjeep101@qq.com,1,2,2,2,2,0,2,2,1,2,1,2,0,1,1,2,1,2,1,1
dailyshoes209@163.com,1,0,2,1,2,2,2,0,0,2,1,1,1,2,2,1,2,2,2,1
lostshoes128@163.com,1,1,1,2,0,2,2,2,1,2,2,0,2,0,2,2,1,0,2,0
fishybike502@qq.com,1,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,2,0,0,2
milkyshoes260@163.com,1,2,1,2,2,1,0,2,0,1,2,2,2,1,1,1,1,2,2,2
freshycola108@qq.com,1,2,2,2,1,1,0,2,2,1,1,1,1,2,1,2,2,2,1,2
acientjeep593@163.com,0,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,2,1
clamywindow857@yahoo.com,1,0,1,0,2,2,2,2,2,1,2,0,1,1,1,2,2,1,2,2
dryhat911@yahoo.com,1,0,2,2,1,0,0,2,1,2,2,1,2,2,2,2,1,2,0,1
milkyshoes505@gmail.com,2,2,1,2,2,0,2,1,2,0,2,1,1,2,2,1,1,2,0,1
moistcola120@gmail.com,2,0,2,1,2,2,0,2,0,1,2,1,0,2,1,2,2,2,0,1
acientcup466@gmail.com,2,1,1,2,2,0,1,0,2,1,2,1,0,1,2,2,2,2,2,1
oldchrysler712@gmail.com,2,2,2,0,1,2,1,2,0,2,1,2,2,1,0,1,2,2,1,1
foundbeans35@163.com,2,0,1,2,2,2,0,2,0,1,2,0,2,2,1,1,0,1,2,2
hotwindow425@yahoo.com,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,1,2,2
slightlybread907@outlook.com,1,2,1,0,1,2,2,1,1,2,0,2,2,2,2,1,2,1,2,1
dirtybeans14@163.com,2,2,1,2,1,2,1,2,2,1,0,1,2,1,1,2,1,2,2,1
foldingsnake113@yahoo.com,2,2,1,0,1,2,1,2,1,2,1,2,1,2,2,2,2,1,1,1
soiledshoes666@outlook.com,1,1,1,2,1,2,2,2,2,1,2,1,2,1,1,1,2,2,2,1
dryjeep915@163.com,2,2,2,0,1,0,1,2,2,2,1,2,1,1,1,2,2,2,1,1
replacementshack840@outlook.com,2,2,2,0,2,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1
buriedskates672@outlook.com,1,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,2
extraskates390@qq.com,2,2,1,1,2,2,0,2,2,2,1,0,2,1,1,2,1,1,0,2
buriedjug901@qq.com,1,1,2,1,1,2,0,2,1,2,2,2,1,2,2,1,1,1,2,2
extrachrysler814@outlook.com,2,1,1,2,2,2,1,1,0,2,0,2,2,1,0,2,2,1,1,2
dailyjug835@163.com,1,1,2,2,2,2,0,1,2,1,1,2,1,1,2,0,2,2,2,0
fishybeans629@qq.com,1,1,2,2,2,2,2,2,0,2,1,2,2,1,2,1,1,1,1,1
extrashirt316@yahoo.com,1,0,0,1,2,2,1,2,0,2,1,2,2,1,2,0,0,2,2,2
soiledbread354@gmail.com,2,2,1,2,1,1,2,2,2,2,1,2,1,0,1,2,1,1,1,2
dirtywindow48@qq.com,1,2,1,0,2,2,2,2,1,2,1,2,1,2,1,1,2,1,2,0
soiledcup851@outlook.com,2,1,1,1,2,0,2,2,2,0,2,1,2,1,2,1,0,1,2,2
clamywindow198@outlook.com,2,2,1,1,2,2,0,2,2,1,2,2,1,2,1,2,1,0,0,1
slightlycup586@163.com,2,2,2,2,2,1,0,1,2,1,1,2,2,0,1,0,1,2,2,1
oldcola188@outlook.com,2,1,1,0,1,0,2,2,0,2,2,1,2,2,2,2,1,0,2,0
drysub137@outlook.com,2,2,2,0,1,2,2,1,2,1,2,1,1,1,1,2,1,2,2,1
replacementbike875@qq.com,1,2,2,2,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,1
clamyjug891@163.com,2,1,1,1,2,1,0,0,2,2,2,2,0,1,1,2,2,1,2,2
soiledshack984@163.com,1,0,1,1,1,0,2,2,2,1,2,0,2,2,2,1,1,2,2,2
coldcup782@qq.com,0,2,2,1,1,1,2,2,2,1,2,1,2,2,2,0,1,2,1,1
retiredblanket121@163.com,2,1,1,0,2,2,2,2,0,1,1,2,2,0,0,2,2,0,1,2
soiledrug637@163.com,2,1,1,2,2,0,2,1,1,1,1,2,2,2,2,1,0,0,2,2
buriedbread569@outlook.com,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1
moistbike627@163.com,0,0,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2
moistbike54@163.com,0,2,2,1,0,1,2,1,1,1,2,1,1,0,2,2,2,2,2,2
oldshirt546@gmail.com,1,2,2,2,2,1,0,0,2,1,1,2,1,1,1,2,2,2,2,1
buriedjug927@qq.com,2,2,2,1,1,2,0,1,2,2,2,1,1,2,0,2,0,1,2,0
milkyjug513@163.com,1,2,1,2,2,1,0,1,2,1,1,2,1,2,2,0,2,2,1,2
freshyspice185@qq.com,2,2,1,1,0,2,2,0,2,2,0,1,1,2,1,2,2,1,1,2
replacementtide600@outlook.com,1,1,1,0,2,1,0,2,2,2,2,2,1,1,2,2,1,2,1,2
replacementsnake840@yahoo.com,2,2,1,2,2,2,1,2,1,1,1,2,1,0,2,2,1,1,2,1
acientbike144@yahoo.com,2,1,2,1,0,2,2,2,2,1,2,1,2,2,1,2,1,1,1,1
replacementblanket784@163.com,2,1,1,2,1,1,0,0,0,0,2,2,2,2,1,2,2,2,0,2
foundchrysler509@yahoo.com,0,1,2,2,1,2,1,2,2,1,1,2,0,1,2,2,2,1,1,2
slightlywindow471@gmail.com,2,0,1,2,2,2,2,1,1,1,2,0,1,2,1,2,2,2,1,0
freshyblanket717@outlook.com,2,1,2,0,2,1,0,2,2,0,2,2,1,2,1,1,1,1,2,2
milkychrysler100@gmail.com,2,2,2,1,1,0,0,1,2,1,1,1,2,2,2,2,1,0,2,2
hotbeans567@qq.com,2,2,2,1,1,1,2,2,0,2,0,2,1,1,1,1,2,2,2,1
slimyskates157@163.com,2,2,1,2,0,1,2,2,0,1,2,0,2,2,1,2,0,1,2,1
newtide749@gmail.com,2,2,2,0,0,2,1,2,2,2,2,1,0,1,1,1,1,2,2,0
replacementsub16@163.com,2,2,1,2,1,1,1,0,0,2,1,1,2,2,2,1,1,2,2,2
tiredsub722@163.com,2,0,0,2,2,0,2,1,2,0,1,1,2,1,0,1,2,2,2,2
slimyshoes919@yahoo.com,2,2,0,2,1,1,1,2,0,1,2,2,2,2,2,1,1,1,2,1
lostblanket371@outlook.com,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,1
slightlytide309@yahoo.com,2,1,1,0,2,1,2,2,2,2,2,2,1,0,0,2,2,1,1,1
replacementshoes137@outlook.com,2,2,1,2,2,0,1,2,2,2,1,0,1,0,2,1,0,2,1,2
soiledbike20@gmail.com,1,1,2,0,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1
dailytire10@yahoo.com,2,2,2,0,2,2,1,1,2,1,1,0,1,2,2,1,2,1,2,1
dailychrysler726@outlook.com,0,1,2,2,0,0,0,2,2,2,1,2,1,2,2,2,0,1,2,0
dirtybread769@gmail.com,2,2,2,0,2,1,1,0,2,1,1,1,2,1,1,2,2,1,2,2
hotskates95@qq.com,2,1,2,1,2,2,0,2,2,1,1,0,2,1,2,1,0,2,0,2
newbeans797@163.com,1,2,2,0,1,2,0,2,2,2,1,2,1,1,1,2,1,1,2,2
clamyhat383@163.com,1,0,1,2,2,2,2,2,0,0,1,2,1,2,1,1,0,2,2,2
mostlyspice474@yahoo.com,2,2,0,1,2,1,2,1,0,2,1,2,1,2,2,2,1,1,2,1
coldwindow93@gmail.com,1,2,0,2,1,2,0,2,2,1,2,1,2,1,1,2,2,1,2,1
lostdrum416@163.com,2,0,2,0,2,1,2,1,0,2,2,1,1,2,2,1,2,1,2,0
lostskates470@gmail.com,0,1,2,2,0,2,2,0,1,2,2,2,1,2,1,1,2,2,1,1
dryblanket964@gmail.com,2,2,1,0,1,1,0,1,2,1,2,1,2,1,2,1,2,2,2,2
mostlyshoes535@gmail.com,1,1,1,2,2,2,0,2,1,2,2,1,0,1,1,2,1,2,2,2
milkytire691@qq.com,0,1,2,0,1,2,0,2,2,1,2,0,2,1,1,2,2,2,1,2
extrasnake821@qq.com,1,1,2,1,2,0,1,2,1,1,2,2,0,2,2,0,2,2,1,2
hotblanket968@163.com,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2
extrawindow760@gmail.com,1,1,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2
foldingspice440@outlook.com,1,1,2,0,2,0,2,1,0,1,2,0,1,2,2,0,2,2,2,2
dryjug611@outlook.com,1,2,1,2,1,1,2,0,2,2,2,2,1,1,2,1,1,2,2,1
mostlychrysler142@qq.com,2,2,2,2,2,2,0,0,0,1,1,2,2,1,1,1,2,2,1,1
foundbike537@163.com,0,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,1,2,2
acientbread121@qq.com,2,1,2,2,2,1,2,2,0,1,2,1,2,2,1,1,1,1,2,0
newwindow185@outlook.com,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1
drysnake204@gmail.com,2,1,2,0,2,1,1,2,2,1,2,1,1,1,2,1,2,1,2,2
deepskates63@qq.com,1,0,0,2,2,2,2,0,0,1,1,2,0,1,2,2,1,2,2,2
lostcola749@yahoo.com,2,1,0,2,1,2,0,2,2,2,2,0,1,2,1,1,2,2,0,1
foldingsnake99@qq.com,1,1,1,2,2,2,2,0,2,2,2,0,0,1,0,2,2,1,0,2
slightlyshirt355@yahoo.com,2,1,2,1,2,1,0,1,1,2,2,2,2,2,2,2,0,1,1,1
foldingtide644@gmail.com,2,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,2,2,1
acientbread947@163.com,2,2,1,0,1,1,1,1,2,1,2,2,2,2,0,2,0,2,2,1
usedtire882@163.com,2,1,1,0,2,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2
slightlyjug254@yahoo.com,1,2,1,1,2,1,0,2,2,1,2,2,1,2,1,1,2,1,2,2
hotshack645@163.com,2,1,1,0,0,2,0,2,2,1,2,0,2,2,2,2,1,1,1,2
coldcup403@outlook.com,2,1,1,2,2,1,0,2,1,1,2,2,2,2,1,1,1,1,2,2
foldingbread553@outlook.com,2,2,2,2,0,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2
soiledrug889@gmail.com,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1
moistspice387@qq.com,1,1,0,1,1,2,2,1,0,2,2,2,1,2,1,2,2,1,2,2
acientsnake134@outlook.com,2,2,1,2,1,1,2,2,2,0,2,2,1,1,2,0,1,0,1,2
acientspice189@163.com,2,1,2,2,1,2,2,0,2,1,2,2,2,0,1,2,0,1,1,0
dailybeans459@qq.com,1,2,1,1,2,2,2,0,1,2,2,1,2,1,1,2,1,0,2,2
moistshack97@qq.com,2,2,1,2,2,1,0,1,1,1,2,2,1,2,1,1,1,2,2,2
freshyblanket453@gmail.com,1,0,1,2,2,2,0,1,0,2,1,2,2,2,2,1,0,2,2,1
deepbread546@qq.com,1,2,0,0,2,1,1,1,1,2,2,2,2,2,1,0,2,0,2,2
slightlyjug390@163.com,1,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,1,2,0,1
extrahat856@outlook.com,1,1,2,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,2
deepdrum298@yahoo.com,2,1,2,2,2,0,2,1,0,1,1,0,2,2,2,0,1,1,2,2
usedshirt865@qq.com,2,1,2,0,1,1,2,2,2,2,2,1,1,0,2,2,1,1,1,2
dailydrum264@gmail.com,2,2,2,0,2,0,0,1,0,1,1,2,1,2,1,2,2,2,2,0
deeprug933@163.com,2,0,1,0,2,1,2,2,0,2,2,1,0,1,2,2,2,1,1,2
oldbread551@yahoo.com,2,1,1,1,0,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2
soiledcola253@163.com,2,1,1,2,2,2,0,2,2,0,1,2,0,2,1,2,1,1,1,2
deepsub474@yahoo.com,1,1,1,2,2,2,0,2,1,0,2,2,2,2,1,1,1,1,2,2
dryspice502@gmail.com,2,1,2,2,2,0,2,1,1,0,2,2,2,2,1,1,2,1,1,1
retiredsub614@outlook.com,2,2,1,1,0,2,2,1,0,2,2,2,1,1,1,1,1,2,2,2
colddrum318@gmail.com,2,2,1,2,1,0,1,1,2,2,1,1,2,1,1,2,2,0,2,2
hotshack160@outlook.com,2,1,2,2,1,0,2,0,2,0,2,2,2,2,1,0,1,1,2,1
olddrum822@gmail.com,2,2,0,2,1,2,0,2,2,0,1,1,2,2,1,2,2,1,1,1
foundtire500@gmail.com,0,1,2,1,1,2,0,1,0,1,1,1,2,2,2,2,2,2,2,2
buriedcup124@yahoo.com,2,0,2,0,2,1,0,2,2,1,1,2,1,2,2,1,2,1,2,1
foldingtire722@163.com,2,1,0,2,2,1,2,1,0,2,2,2,1,1,1,2,2,1,2,0
clamyjeep153@163.com,1,2,0,1,2,2,0,2,1,1,1,2,2,1,2,2,2,1,1,2
slightlychrysler303@163.com,2,1,1,0,1,0,0,2,2,1,2,2,1,2,2,2,2,1,2,1
slimywindow631@163.com,2,1,2,1,1,2,0,0,1,2,2,2,2,2,1,1,1,2,2,1
soiledspice423@gmail.com,1,2,2,2,0,2,2,1,2,1,2,1,1,2,2,1,1,2,1,1
dailywindow592@163.com,2,2,0,2,1,1,2,1,2,1,1,2,2,2,0,1,1,2,0,2
hotrug940@gmail.com,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2
hotcup940@outlook.com,0,0,1,2,1,2,2,0,2,0,2,0,2,2,2,1,1,2,2,1
dailyspice87@yahoo.com,2,1,2,2,1,1,0,2,0,2,2,1,2,1,2,0,2,2,1,1
fishycup117@163.com,1,1,1,2,2,2,2,2,1,0,1,2,2,2,1,2,0,2,1,1
usedsnake976@gmail.com,2,2,2,1,1,0,2,2,0,2,1,1,2,2,2,1,1,2,1,1
tiredchrysler382@163.com,0,1,1,2,0,0,0,0,0,2,2,2,1,2,1,2,2,2,2,2
newbike501@163.com,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,2,1,2,1
acientbread736@163.com,1,0,2,0,2,1,1,2,2,1,2,1,0,2,2,1,2,2,1,2
fishydrum599@163.com,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1
slimycup961@163.com,2,1,0,2,2,1,0,1,0,1,2,1,2,2,1,2,2,1,2,2
dailybike530@gmail.com,2,2,1,0,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2
soiledspice290@163.com,1,2,1,1,2,1,0,1,1,2,1,2,2,2,2,2,2,1,1,2
acienthat353@yahoo.com,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1
freshytire179@outlook.com,1,0,2,0,2,2,0,2,0,2,1,1,2,2,2,1,2,1,0,2
deeprug481@qq.com,2,2,1,2,2,2,2,2,1,2,1,0,1,1,1,2,0,1,1,2
newskates26@outlook.com,2,2,1,2,1,2,1,0,0,2,2,1,2,1,1,2,1,2,0,2
oldblanket905@163.com,2,1,2,2,2,1,0,1,2,2,2,1,2,2,1,1,2,1,1,1
fishytide407@gmail.com,0,1,2,2,2,2,2,1,2,2,1,2,0,1,0,2,1,2,1,1
tiredhat606@qq.com,2,1,2,2,2,2,0,0,1,0,2,2,1,2,1,1,1,0,2,2
buriedwindow794@yahoo.com,2,2,2,0,1,1,0,0,2,0,2,0,2,2,2,2,1,1,2,1
acientshirt492@gmail.com,1,2,2,0,1,2,1,1,2,2,1,2,2,1,2,0,2,2,1,1
moistshoes316@qq.com,1,2,1,0,2,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2
oldblanket634@yahoo.com,1,2,2,2,1,1,2,1,1,1,1,2,1,0,2,2,2,2,1,2
clamybeans775@outlook.com,0,2,1,0,1,2,0,2,2,2,2,0,2,1,1,2,1,1,2,2
lostblanket281@qq.com,1,0,2,2,2,0,1,2,1,2,2,1,2,2,1,0,1,1,2,2
foundshirt542@yahoo.com,2,2,0,0,2,0,2,2,0,2,1,2,1,0,1,2,1,2,2,1
retiredblanket962@yahoo.com,2,2,2,0,2,1,0,1,2,2,1,2,0,2,2,1,1,2,1,1
slightlycup436@yahoo.com,2,0,2,2,2,1,0,1,1,2,2,1,1,2,2,1,1,2,1,2
slightlydrum798@163.com,2,2,1,0,1,0,2,2,0,2,0,1,2,2,2,1,1,0,2,2
oldtide62@qq.com,1,2,1,2,1,0,1,2,2,2,1,2,2,0,0,2,2,0,2,1
dailyspice289@gmail.com,1,1,1,0,2,2,2,0,2,2,2,2,1,2,1,1,1,2,1,2
mostlyrug152@qq.com,2,2,2,2,1,1,0,2,0,1,1,0,1,2,2,2,2,1,2,1
retiredspice520@163.com,0,1,2,0,1,1,1,2,0,2,2,2,1,2,2,2,1,1,2,2
colddrum262@163.com,2,2,2,0,1,2,1,1,2,1,2,2,1,1,2,2,1,2,0,1
moisttire840@outlook.com,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2
deepdrum726@qq.com,1,2,2,0,2,1,0,1,0,1,2,2,1,0,2,2,2,2,1,2
freshytide573@yahoo.com,2,2,1,1,1,1,0,1,1,2,1,1,2,2,2,2,2,2,2,1
fishysub695@qq.com,2,1,2,2,1,2,0,1,2,1,2,0,1,1,2,1,2,2,2,1
milkytire61@yahoo.com,2,2,2,0,2,2,1,2,0,1,2,1,2,0,1,1,1,2,2,1
hotwindow664@163.com,0,2,2,0,1,2,2,1,2,1,1,2,2,1,1,1,2,2,1,2
clamybread980@163.com,2,2,1,2,2,0,1,1,2,1,1,2,2,2,1,2,1,1,2,0
oldjug372@gmail.com,1,2,1,0,2,2,1,2,0,2,2,1,0,1,2,1,2,2,2,1
soiledbike200@qq.com,2,1,1,2,1,1,0,0,1,0,2,2,2,1,2,2,2,2,1,2
extrashoes592@yahoo.com,1,1,2,0,1,2,1,1,2,1,2,2,0,2,2,2,2,1,1,2
coldshack611@qq.com,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,1,2,2,1
freshydrum27@qq.com,2,2,2,0,2,1,0,2,1,2,0,1,2,1,2,2,2,1,1,1
oldspice340@163.com,1,1,1,2,2,1,0,2,2,1,2,1,2,2,2,2,0,2,1,0
soiledsnake79@yahoo.com,0,2,1,2,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,2
deeptide738@gmail.com,2,2,1,1,1,1,2,2,1,2,0,2,2,1,2,2,2,1,1,1
milkytide545@gmail.com,0,1,2,2,1,2,2,0,0,2,1,2,1,1,2,1,2,2,1,2
slimyrug453@gmail.com,1,2,1,0,1,2,2,1,0,2,2,1,2,2,1,2,2,2,1,1
retiredblanket413@163.com,2,2,0,0,1,2,2,0,0,2,1,1,1,2,2,2,1,2,1,2
coldshirt926@163.com,2,1,1,2,2,0,2,0,1,1,2,1,1,2,2,2,1,2,2,0
milkyshack320@qq.com,1,1,1,2,1,2,2,1,2,1,2,1,2,2,1,1,2,2,2,1
slightlychrysler546@gmail.com,1,1,1,2,1,2,0,1,2,2,2,2,0,2,2,2,2,0,1,1
dailycup910@outlook.com,2,1,2,0,2,1,2,2,0,1,1,2,2,1,2,2,1,2,1,1
oldrug306@yahoo.com,1,1,1,2,1,2,2,1,2,2,0,1,2,1,1,2,2,2,2,1
lostjeep796@gmail.com,2,2,2,0,1,1,0,0,0,1,2,1,2,2,1,2,2,2,2,1
buriedcup729@outlook.com,1,2,1,0,1,2,2,2,2,2,1,2,1,0,1,2,0,2,1,2
newjeep849@qq.com,2,2,2,0,1,0,2,1,2,2,0,1,1,0,2,2,0,0,2,2
moistcup595@outlook.com,2,1,2,2,0,2,0,1,2,1,0,1,2,2,2,1,2,2,1,0
milkydrum471@163.com,2,0,2,0,2,1,2,1,0,1,2,1,2,1,2,2,2,1,2,0
mostlywindow259@qq.com,1,0,2,1,2,1,2,2,2,2,2,1,0,1,2,2,1,1,1,2
slightlyjug290@qq.com,1,1,0,0,2,2,0,2,2,2,1,2,2,2,1,2,1,1,1,2
clamyjug230@qq.com,0,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2
clamydrum820@outlook.com,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,1,1,1,1,2
deepshoes912@163.com,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1
usedrug5@gmail.com,2,2,0,0,1,2,0,2,2,2,1,1,2,2,2,1,0,2,1,0
foldingsub921@gmail.com,0,2,2,2,2,2,0,1,2,1,0,2,2,1,2,1,1,1,2,1
buriedcup948@163.com,1,2,2,0,2,2,2,0,2,1,1,1,2,1,0,2,2,2,1,1
colddrum537@yahoo.com,2,2,2,1,1,2,0,0,2,1,1,2,0,2,2,2,2,1,1,1
retiredjug229@yahoo.com,1,1,1,2,1,2,2,2,1,1,2,2,1,1,2,2,2,1,1,2
foundcup206@qq.com,1,1,2,2,1,1,2,1,1,2,2,1,2,2,0,1,1,2,2,2
newbike640@gmail.com,1,2,2,0,2,2,0,2,2,1,2,2,1,0,0,1,2,1,0,2
clamyskates705@yahoo.com,0,1,2,0,1,1,0,1,2,1,1,2,2,2,2,1,2,2,2,2
usedspice345@gmail.com,2,1,1,2,2,2,2,1,2,1,2,2,1,1,2,1,2,1,1,1
slimydrum148@outlook.com,2,2,2,2,1,1,0,2,1,2,2,1,1,1,1,1,1,2,2,2
usedrug746@outlook.com,2,2,2,2,0,2,1,2,0,1,2,1,1,1,2,1,1,2,1,2
oldcola533@yahoo.com,2,2,2,2,1,1,2,1,2,2,1,1,2,1,0,2,1,1,1,2
replacementwindow606@outlook.com,2,2,2,0,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,1
freshyjug894@yahoo.com,1,2,2,2,1,2,0,1,0,0,2,2,2,2,2,1,1,1,2,1
extracola545@yahoo.com,0,2,1,0,1,2,2,0,1,1,2,2,1,2,2,2,1,1,2,2
mostlyshack522@163.com,0,2,2,0,1,1,1,0,2,1,2,2,2,2,1,1,2,1,2,2
milkytide458@163.com,1,0,0,2,1,1,2,2,2,1,2,2,2,0,0,1,2,1,2,2
replacementdrum150@163.com,1,1,1,0,1,1,1,0,2,2,2,2,2,2,2,2,1,2,2,0
deepbread381@yahoo.com,1,2,2,2,2,1,2,1,2,2,0,1,0,2,1,1,2,0,1,2
buriedshirt115@yahoo.com,1,1,2,2,2,0,2,1,2,1,1,0,2,2,0,2,2,0,2,0
hotwindow473@qq.com,1,0,2,1,1,2,2,2,1,2,2,1,1,2,1,1,2,2,0,2
moistshoes897@163.com,1,2,2,0,2,2,0,2,0,1,2,2,1,1,2,2,0,1,1,2
dailybeans446@yahoo.com,0,2,2,2,0,1,2,2,2,2,1,2,1,2,1,2,1,1,0,1
clamyjug899@yahoo.com,0,2,1,0,2,1,0,0,2,1,2,2,1,2,0,2,1,2,2,2
retiredjeep648@163.com,2,1,2,1,1,1,2,1,2,2,1,1,2,0,2,2,1,2,2,1
foldingtire66@outlook.com,2,0,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,2,2,1
freshybread765@outlook.com,1,1,1,1,1,1,0,2,2,2,2,0,1,2,2,2,2,1,2,2
deepshoes878@outlook.com,1,1,2,0,1,1,2,1,0,2,1,1,2,2,2,2,2,2,1,2
foldinghat824@qq.com,2,2,2,2,1,0,1,1,1,2,2,2,0,2,1,1,2,1,1,2
milkyspice620@qq.com,0,1,1,2,1,2,1,2,2,1,2,0,2,2,1,2,2,1,1,2
newwindow655@qq.com,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2
slimyshoes43@qq.com,1,0,1,2,1,1,2,2,2,2,0,2,2,2,1,1,1,1,2,2
usedskates18@gmail.com,2,2,0,2,2,1,2,1,2,1,2,2,1,2,1,2,1,1,1,1
lostskates238@qq.com,2,2,2,2,1,2,2,0,0,2,1,1,2,1,2,1,2,1,1,1
lostjug455@outlook.com,1,1,2,2,2,2,2,1,2,2,2,0,0,0,0,0,2,0,2,1
fishytire372@gmail.com,2,0,2,1,1,2,1,0,0,1,2,1,2,2,2,2,2,1,2,1
dailywindow488@outlook.com,2,1,2,0,1,1,1,1,2,1,1,2,0,2,2,2,1,2,2,2
foundskates680@gmail.com,1,0,1,2,1,2,2,0,2,2,1,0,1,2,2,2,1,1,2,2
mostlycup475@outlook.com,2,2,1,1,2,0,1,2,2,2,1,2,2,1,2,1,2,1,1,1
freshyrug42@qq.com,0,2,1,2,1,2,0,2,2,1,2,1,2,1,2,2,2,1,1,1
slightlysub732@qq.com,2,1,1,1,1,2,0,2,2,2,2,2,1,1,2,2,1,1,2,1
fishyrug380@163.com,2,1,2,2,1,2,2,0,2,1,0,1,2,1,2,1,2,2,1,1
buriedsnake868@qq.com,1,1,1,2,1,1,2,2,1,2,2,0,1,2,1,1,2,2,2,2
freshywindow29@163.com,2,1,1,0,1,1,0,2,2,1,2,2,0,2,2,1,2,2,2,1
usedjeep425@outlook.com,2,2,1,0,2,2,2,2,0,2,1,1,1,2,1,1,1,2,2,1
slimyjeep670@gmail.com,1,1,0,2,1,2,2,2,0,2,1,1,2,1,2,0,2,2,2,1
foldingdrum2@163.com,1,2,2,0,1,2,2,0,0,1,2,1,2,1,2,0,2,0,2,2
clamyspice37@gmail.com,2,2,2,2,1,0,2,1,2,2,2,0,1,1,1,0,2,1,0,2
clamyblanket565@outlook.com,2,1,2,2,1,0,2,0,2,2,1,1,2,2,1,2,1,2,1,0
foldingdrum983@qq.com,2,1,0,0,1,0,2,2,2,2,2,1,2,2,1,2,1,0,2,1
hotskates911@qq.com,1,1,1,2,1,0,2,1,2,2,1,2,2,2,1,1,2,2,2,1
buriedcup310@outlook.com,2,1,2,2,1,1,0,0,2,1,2,2,1,1,2,1,2,1,2,2
acientspice814@outlook.com,0,1,2,0,0,2,2,2,2,1,0,1,2,2,2,2,1,1,1,2
slimyjug642@163.com,2,2,1,0,2,1,1,2,2,1,2,1,2,2,1,1,2,0,1,2
moistwindow556@yahoo.com,1,1,0,0,1,1,1,0,2,2,2,2,1,2,1,2,2,2,2,2
dailywindow783@qq.com,2,0,2,2,0,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1
extrahat650@yahoo.com,2,2,1,2,2,2,0,0,0,1,2,2,0,1,1,2,1,2,2,1
extraspice708@qq.com,2,1,2,2,1,1,2,0,1,2,2,0,2,1,2,2,0,0,2,1
mostlyblanket918@163.com,2,1,0,0,2,2,0,1,0,2,1,0,2,0,2,2,2,2,1,2
tiredbread440@163.com,2,1,1,2,2,0,1,2,2,2,2,0,1,2,1,1,1,2,2,1
slightlybike13@yahoo.com,1,2,1,2,2,0,2,2,0,2,2,1,1,2,1,2,2,1,1,1
deepshack71@outlook.com,2,2,2,2,1,0,0,2,0,2,2,2,2,1,1,1,1,0,1,2
clamysnake715@gmail.com,1,1,2,1,1,1,0,0,2,0,2,0,2,2,2,2,2,1,2,2
deepsnake659@163.com,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,0,1,1,2,1
acientbread9@outlook.com,1,2,1,2,1,0,2,0,2,2,2,0,0,0,2,2,1,0,2,2
