email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22
slightlycup586@163.com,2,2,2,2,2,1,1,0,2,0,1,2,2,1,2,1,1,2,0,1,2,1
buriedcup948@163.com,1,2,2,0,2,1,2,1,2,1,2,1,1,0,2,2,1,2,2,2,1,0
extrawindow359@outlook.com,2,2,0,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,1,2,1
dailyrug68@gmail.com,2,1,1,2,2,1,2,2,2,2,2,1,1,1,0,1,2,1,2,1,1,2
retiredcola606@qq.com,2,2,1,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,0,1,2,1
deeptire624@163.com,1,1,2,2,1,2,1,2,1,1,0,1,2,2,2,2,1,1,0,2,2,2
extrashirt316@yahoo.com,1,0,1,0,0,2,2,2,2,1,2,1,2,2,1,1,2,1,0,2,2,2
replacementsnake840@yahoo.com,2,2,1,2,2,2,1,2,1,1,1,1,2,0,1,1,2,2,2,1,2,1
usedhat751@qq.com,0,1,2,0,2,2,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,2
mostlyspice127@gmail.com,2,1,2,1,2,1,2,2,2,0,2,1,1,0,1,2,2,2,0,2,1,1
newwindow655@qq.com,1,2,2,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2
clamyhat383@163.com,1,1,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,2,2,1
foldingchrysler304@outlook.com,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2,1,2
drysub137@outlook.com,2,2,2,0,0,2,2,0,0,2,1,2,1,2,1,1,1,2,1,2,2,1
usedcola500@yahoo.com,2,1,2,1,1,1,2,1,2,0,2,2,2,1,1,1,2,2,2,1,2,1
acientshoes215@outlook.com,2,1,1,2,1,2,1,2,1,2,1,2,1,1,2,2,2,2,0,1,2,1
replacementsub351@qq.com,1,1,2,1,2,1,2,2,2,0,1,2,2,2,1,2,2,1,2,1,1,1
oldtide873@gmail.com,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,2
dailytire198@qq.com,2,2,1,2,2,2,1,1,2,1,0,1,2,2,0,2,1,1,0,2,1,2
buriedtire207@gmail.com,2,0,1,2,2,2,2,2,0,1,2,2,2,2,1,1,2,0,0,1,1,1
slimybeans83@yahoo.com,2,0,1,2,2,2,1,2,2,0,2,1,0,0,2,2,1,2,2,1,0,1
foundbike537@163.com,0,2,1,0,2,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,2,2
buriedwindow695@yahoo.com,1,0,2,0,0,2,1,2,2,1,2,1,2,2,2,2,1,1,1,1,2,2
slightlybread757@yahoo.com,1,2,1,1,2,2,2,2,1,1,1,1,2,2,0,2,2,2,0,1,2,1
dirtywindow29@163.com,0,2,1,2,0,2,2,1,2,0,2,1,1,1,2,2,1,1,0,2,2,2
slightlyspice55@gmail.com,2,0,0,0,2,1,2,1,2,1,2,1,2,0,2,1,2,1,0,2,2,2
mostlyblanket918@163.com,2,1,0,0,0,2,2,2,1,1,2,1,1,2,1,2,2,2,2,1,1,2
drysnake204@gmail.com,2,0,2,1,2,0,1,2,2,1,2,1,2,0,2,1,2,1,0,1,2,2
replacementtide904@outlook.com,2,1,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2,1,1,2,1,1
newsnake550@yahoo.com,0,2,2,1,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2
foldingsnake113@yahoo.com,2,2,1,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,1,2
coldsnake814@gmail.com,2,1,0,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,0,1,2,2
newbike169@gmail.com,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2,2
fishydrum599@163.com,1,1,2,1,1,2,0,2,2,2,1,2,1,2,1,2,2,1,1,2,2,0
newbike640@gmail.com,0,2,2,0,2,2,0,2,1,2,1,2,2,1,1,1,1,2,2,1,0,2
clamybread980@163.com,2,2,1,2,2,1,1,1,2,0,1,1,2,2,2,1,2,2,1,2,1,1
usedskates18@gmail.com,2,2,1,2,2,0,2,1,2,1,2,1,2,2,2,1,2,1,0,1,1,1
burieddrum36@qq.com,2,2,1,0,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,0,1,2
milkytide461@outlook.com,2,0,2,1,2,2,1,2,1,1,2,1,2,1,2,2,1,1,1,1,2,2
dailywindow454@yahoo.com,2,2,1,1,0,1,1,2,1,2,2,0,2,1,2,1,2,0,2,2,2,1
drybeans185@163.com,0,2,2,2,1,2,2,2,1,0,1,2,1,2,2,2,1,1,0,1,0,2
soiledbeans664@outlook.com,2,2,0,2,1,0,1,2,2,0,1,1,1,2,2,2,1,2,0,2,1,2
foldingtide607@gmail.com,1,1,1,0,2,2,2,1,0,2,1,2,1,2,1,1,2,2,2,1,2,2
mostlycup976@qq.com,2,2,2,0,1,1,1,2,2,2,1,2,1,2,0,1,2,2,2,1,1,1
mostlycup165@yahoo.com,2,0,2,2,1,2,1,1,0,1,1,2,2,1,2,1,1,2,2,2,2,1
clamyskates705@yahoo.com,0,2,2,0,0,0,0,1,0,2,1,1,1,2,2,2,2,1,2,2,2,2
tiredchrysler382@163.com,1,1,1,2,2,1,1,1,1,0,1,2,2,2,1,2,1,2,2,2,2,2
extrarug864@qq.com,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1
slightlycup905@outlook.com,1,0,2,1,1,2,1,2,2,2,1,2,2,1,0,1,2,1,2,2,1,2
mostlyshack522@163.com,2,2,2,1,1,1,1,0,2,1,2,1,2,1,2,2,1,1,2,1,2,2
dailycup358@yahoo.com,1,0,2,2,2,0,2,1,0,2,2,2,1,2,2,0,2,1,1,1,0,2
hottide136@yahoo.com,2,0,2,1,2,1,2,2,0,2,2,1,1,0,1,2,1,2,2,2,1,1
soiledcup851@outlook.com,2,1,0,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,0,1,2,2
slightlytide309@yahoo.com,2,0,0,0,2,1,2,2,2,2,2,2,1,2,1,2,2,1,0,1,1,1
buriedbeans746@yahoo.com,1,0,0,2,2,2,1,2,2,2,1,1,2,0,1,2,1,2,2,1,1,2
slightlytire383@qq.com,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2
fishyspice921@outlook.com,1,2,2,2,2,2,1,1,1,2,0,1,1,1,2,2,2,2,1,1,1,2
dryjug552@gmail.com,2,2,2,1,2,2,1,1,2,0,1,1,1,2,1,1,1,2,2,2,2,1
newsnake379@163.com,1,1,2,1,2,2,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,2
hotcup793@outlook.com,0,0,0,1,0,2,1,1,2,2,1,2,2,2,2,2,1,2,0,2,2,1
tiredrug873@163.com,2,1,1,0,1,1,2,1,2,1,2,2,1,2,1,2,2,1,1,2,2,2
foundhat698@outlook.com,2,2,2,0,0,2,2,1,2,1,2,2,1,0,2,2,1,1,1,1,2,1
foundtire500@gmail.com,2,1,2,1,0,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2
fishycup876@qq.com,2,2,0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,0,1
slightlywindow508@gmail.com,1,0,2,2,0,2,1,1,2,1,1,2,2,2,1,1,2,2,1,2,0,2
foundjeep250@qq.com,2,2,0,2,1,2,1,2,1,0,1,0,2,2,1,2,1,2,2,2,1,1
tiredskates490@gmail.com,1,2,2,1,1,2,1,1,1,1,2,2,2,1,2,1,2,1,2,2,0,2
colddrum318@gmail.com,1,2,2,1,2,1,1,1,1,2,2,1,1,2,0,2,2,1,2,1,2,2
milkysub801@163.com,1,1,1,2,2,2,1,2,0,1,2,1,2,1,1,2,2,1,2,1,2,2
dailyshoes843@qq.com,2,1,1,2,1,2,1,2,0,1,2,1,2,0,2,2,2,1,1,2,1,2
losthat823@gmail.com,0,1,2,0,2,1,1,1,2,1,2,2,1,2,0,1,2,2,0,2,2,2
replacementsnake675@outlook.com,2,0,1,0,1,2,2,1,1,2,2,2,2,1,1,2,2,2,0,1,2,0
freshyshirt46@outlook.com,2,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1
foundshack537@qq.com,1,2,2,1,2,0,2,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2
foundjug643@yahoo.com,1,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,0,2,1,1
slightlychrysler546@gmail.com,2,1,0,1,2,0,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1
hotshack160@outlook.com,2,1,2,1,2,2,1,2,1,2,0,2,2,2,0,2,1,1,1,1,2,1
acientbread9@outlook.com,0,2,0,2,0,0,2,1,0,2,2,2,1,1,1,2,1,2,2,1,2,2
foldingsnake953@outlook.com,2,1,2,1,2,2,1,2,0,1,2,2,1,2,1,1,2,1,2,1,2,1
tiredtire843@163.com,2,2,2,1,0,1,2,1,2,2,2,1,1,0,0,2,2,2,0,2,1,1
oldrug306@yahoo.com,0,1,0,1,2,0,2,2,1,2,1,2,1,0,2,1,1,2,2,2,2,2
dryspice412@gmail.com,2,1,0,2,1,1,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,1
coldtire810@yahoo.com,1,1,2,2,2,0,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,2
slightlywindow406@gmail.com,2,0,2,2,2,1,2,1,1,1,1,2,2,2,2,0,2,1,0,2,0,1
tiredskates27@163.com,1,2,2,0,2,0,2,1,1,2,0,2,1,2,1,2,1,2,2,1,1,2
usedjeep501@outlook.com,0,1,1,2,2,2,2,2,1,2,1,1,1,0,2,1,2,1,2,2,1,2
deepsnake600@yahoo.com,2,2,1,2,0,2,2,2,2,1,1,1,2,0,1,2,1,1,2,1,0,2
fishydrum493@yahoo.com,1,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,2
retiredsub891@163.com,1,1,1,1,0,1,2,2,2,2,2,1,1,2,0,2,2,2,1,1,2,2
foldingwindow359@outlook.com,2,0,0,2,2,1,2,1,0,2,1,1,2,2,2,2,1,1,2,2,0,1
newcola758@qq.com,2,1,2,2,0,2,1,2,1,2,2,2,1,2,1,2,1,1,0,1,1,2
foldingskates420@gmail.com,0,2,2,0,1,1,2,1,2,2,2,2,2,2,1,1,1,2,0,1,2,1
slimyshoes43@qq.com,0,1,2,1,2,1,1,2,2,2,2,1,1,2,2,2,0,1,0,1,2,2
buriedskates672@outlook.com,1,1,2,2,2,0,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,2
fishycola451@outlook.com,1,0,1,0,1,1,1,2,2,0,1,2,2,2,2,2,2,1,2,2,1,2
usedcup447@yahoo.com,0,1,2,1,2,1,2,1,2,0,1,1,1,2,2,1,2,2,0,2,2,2
coldshack63@qq.com,2,2,2,1,1,2,2,1,0,2,1,2,1,2,1,1,1,2,0,1,2,2
retiredsnake534@outlook.com,1,2,2,0,2,2,2,1,1,0,1,2,1,2,1,1,1,2,1,2,2,2
dailywindow992@gmail.com,1,1,2,1,2,2,1,2,1,1,1,2,1,2,0,2,2,2,2,1,2,1
slimyrug81@yahoo.com,1,1,2,2,2,1,2,2,1,2,1,1,1,1,0,2,1,2,1,2,2,2
deepshack879@outlook.com,2,2,2,2,2,1,1,1,1,1,1,2,1,0,0,2,2,2,2,1,1,2
freshyjug894@yahoo.com,1,2,2,2,1,2,1,1,1,1,0,2,2,2,2,2,0,2,0,2,1,1
slimytire237@gmail.com,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1
coldtide977@gmail.com,2,2,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,1,2,1,2,2
coldshack611@qq.com,2,2,1,0,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,2,2,1
mostlytire131@gmail.com,1,2,2,2,0,2,1,1,1,0,1,2,1,2,2,2,1,1,2,2,1,2
oldcup634@yahoo.com,2,1,1,0,2,2,1,2,1,2,2,2,2,1,2,1,1,1,2,1,0,2
freshybread765@outlook.com,1,1,1,2,1,1,0,1,2,2,1,2,2,0,1,2,2,2,2,1,2,2
clamywindow857@yahoo.com,1,1,0,0,2,2,1,2,2,2,1,2,1,1,1,2,0,2,2,1,2,2
buriedblanket280@gmail.com,1,1,1,2,2,1,1,2,1,2,2,1,1,1,2,1,2,1,2,2,2,2
deepshoes912@163.com,2,2,0,1,0,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1
moistbike627@163.com,1,1,1,0,2,0,1,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2
oldsnake346@yahoo.com,0,1,1,2,2,2,2,1,2,1,1,1,1,0,2,1,2,2,2,2,1,2
dryblanket964@gmail.com,2,2,0,1,1,1,1,1,2,0,2,1,2,2,2,1,1,2,2,2,2,1
foldingtide515@qq.com,2,2,1,1,2,2,2,2,1,2,2,1,1,2,1,1,1,2,0,1,1,2
extrabread562@outlook.com,2,1,2,2,0,2,1,1,2,0,0,1,1,2,2,2,2,2,1,1,1,2
clamyjeep153@163.com,1,2,1,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,1,1,2
milkydrum700@yahoo.com,2,1,2,2,0,2,1,1,1,0,1,2,2,2,1,1,2,2,2,1,1,2
fishyjug865@163.com,1,1,2,2,1,2,1,1,2,0,1,2,1,2,2,1,2,2,2,2,1,1
dirtysub288@163.com,2,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2
hotwindow831@outlook.com,2,1,2,2,2,1,1,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1
replacementbeans236@outlook.com,1,2,1,1,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,0,2
soiledjeep158@outlook.com,1,2,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,2,1,2,2,1
slimyjeep670@gmail.com,2,1,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,2,2,2,0
drychrysler833@gmail.com,0,2,2,1,1,2,1,2,2,1,1,1,2,0,2,2,1,2,0,2,0,2
replacementshirt40@163.com,2,1,2,2,2,1,1,1,2,2,1,1,2,1,1,1,2,1,2,2,1,2
freshyspice871@qq.com,2,1,2,2,2,0,2,2,2,0,1,2,1,1,2,2,1,2,1,1,1,1
newspice255@outlook.com,2,2,2,0,1,2,1,2,2,2,2,2,1,2,0,1,1,0,1,1,2,1
dirtysub599@163.com,2,2,1,2,0,1,2,1,2,0,2,1,2,1,2,2,1,2,0,1,1,2
milkyhat906@gmail.com,2,1,2,2,2,1,2,1,0,2,1,1,2,0,1,2,0,2,2,2,0,1
fishywindow973@outlook.com,1,1,2,0,2,1,1,2,2,1,1,2,1,2,1,2,2,1,0,2,2,2
clamyjug699@163.com,1,2,2,1,0,2,1,1,2,1,1,2,2,1,2,1,0,1,2,2,2,2
foldingtire631@163.com,1,2,2,1,2,1,2,1,1,0,2,2,1,2,0,2,2,2,0,1,1,2
usedcola410@outlook.com,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,1,1,2,0,2,1,2
slimycup494@qq.com,2,1,0,2,2,0,2,2,1,2,1,2,0,1,1,1,1,2,2,2,2,1
buriedblanket902@outlook.com,0,1,2,1,2,1,1,1,2,2,1,1,2,2,1,2,2,2,0,1,2,2
usedrug5@gmail.com,2,2,0,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1
lostsub509@yahoo.com,2,1,2,2,1,1,2,2,2,2,1,1,1,2,2,1,0,0,1,1,2,2
buriedtire678@yahoo.com,2,2,0,1,1,1,1,1,1,2,2,0,2,1,2,2,1,2,2,2,1,2
hotspice38@yahoo.com,0,1,0,1,0,2,2,2,1,2,2,1,2,1,2,1,1,2,0,2,2,2
foldingshoes832@outlook.com,2,1,2,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2
buriedjug233@yahoo.com,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,2,1,2,1
deepcola862@outlook.com,1,0,2,0,1,2,2,1,1,0,1,2,2,0,2,1,1,2,2,2,2,2
foldingspice737@gmail.com,2,2,1,1,1,0,2,2,1,0,2,2,1,1,2,2,1,2,2,1,1,2
extrasnake663@gmail.com,2,2,2,1,2,2,2,1,1,0,1,2,0,1,2,1,1,2,1,2,1,2
dailybeans459@qq.com,1,2,1,1,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,1,2,2
deepdrum298@yahoo.com,2,0,2,2,2,0,1,2,1,0,2,1,1,2,2,2,1,1,0,2,1,2
slightlyshoes531@qq.com,2,1,1,1,0,1,2,2,1,2,1,2,1,2,2,1,2,0,2,2,1,2
drydrum979@gmail.com,2,2,0,1,1,2,2,2,1,2,1,0,1,2,0,1,2,0,2,1,2,2
oldspice340@163.com,1,1,0,2,2,0,1,1,2,2,1,2,2,2,2,2,1,2,1,2,1,1
milkybread911@163.com,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,0,1,2,2
burieddrum84@outlook.com,2,1,0,2,2,0,2,2,1,2,2,1,2,1,1,1,2,0,2,2,0,1
replacementsub16@163.com,2,2,1,2,0,1,1,1,1,2,1,1,2,1,2,2,2,1,0,2,2,2
foundbread301@163.com,2,2,2,1,0,1,2,1,2,1,1,2,2,0,1,1,2,2,0,2,1,2
deepshirt307@yahoo.com,1,2,0,2,2,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2,0,2
freshyrug42@qq.com,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,2,1,2,1,1,2
newdrum817@outlook.com,1,2,2,0,0,1,1,1,2,0,2,2,2,0,2,2,2,1,2,1,1,2
hotchrysler124@outlook.com,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,0,1,2,0,2,1,1
replacementbeans194@yahoo.com,2,1,2,1,0,1,2,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2
fishybike502@qq.com,1,2,2,1,2,2,2,2,1,1,1,2,2,1,1,0,2,2,0,1,1,2
deepshoes686@163.com,1,2,2,1,1,2,2,1,2,2,1,1,1,2,1,1,1,2,2,1,2,2
replacementcola583@163.com,1,1,2,2,2,2,1,1,2,0,1,2,1,2,0,1,2,2,1,2,1,2
buriedjeep883@163.com,1,2,2,2,1,2,1,2,2,0,2,2,1,1,1,2,1,1,0,2,2,1
fishytire372@gmail.com,2,1,2,2,1,1,2,1,1,0,1,2,1,1,2,2,2,2,2,1,2,1
slightlyhat250@gmail.com,2,1,0,1,2,0,2,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2
newsnake440@gmail.com,0,1,1,2,1,1,2,1,2,0,2,2,2,2,1,2,0,1,0,2,2,2
olddrum822@gmail.com,2,2,0,2,1,2,1,2,2,2,1,1,2,2,1,2,2,1,0,1,1,0
foldingtire66@outlook.com,2,1,1,2,2,1,2,2,2,0,1,2,1,2,1,2,1,1,0,2,2,1
newspice777@163.com,0,1,2,0,0,2,2,2,2,1,0,2,1,2,1,1,2,2,0,1,2,2
coldsnake27@gmail.com,2,1,2,2,1,2,2,1,2,2,1,2,1,2,0,1,2,1,1,2,0,1
clamyblanket825@qq.com,2,0,2,0,2,1,1,2,1,2,0,1,1,2,2,2,2,2,2,1,0,1
slimycup961@163.com,2,0,0,1,2,2,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2
mostlyshoes535@gmail.com,1,1,1,2,2,2,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,2
foundskates680@gmail.com,1,0,1,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,1,1,2,2
dailybeans446@yahoo.com,1,2,2,2,0,0,2,1,2,2,2,2,1,2,1,2,1,2,0,1,0,0
slightlychrysler353@qq.com,2,0,1,2,2,2,2,2,0,1,2,1,1,1,2,1,1,1,2,2,2,1
dryrug490@yahoo.com,1,1,1,0,2,1,2,2,2,1,2,1,2,1,1,2,2,2,0,2,0,2
slightlychrysler47@gmail.com,2,1,0,0,2,1,2,1,1,2,2,1,2,2,2,1,1,2,0,2,2,1
freshywindow51@outlook.com,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,0,2,2,1,1,1
oldchrysler964@163.com,1,1,2,2,1,2,1,1,1,2,2,2,2,0,0,2,2,0,1,2,1,2
newspice843@gmail.com,2,1,0,2,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1
drywindow184@qq.com,2,2,2,1,2,2,1,2,1,0,2,2,0,0,1,2,2,1,0,1,0,2
oldsnake198@outlook.com,0,1,2,0,1,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2,2
moistwindow929@outlook.com,2,1,2,2,1,2,1,2,1,1,2,1,0,2,1,1,2,2,0,1,2,2
replacementshoes847@qq.com,2,2,2,2,0,1,1,1,1,2,0,2,2,2,2,1,2,1,2,1,0,1
foldingcup778@outlook.com,2,1,2,2,2,0,2,1,2,1,2,1,2,2,1,1,1,2,1,1,1,2
slimydrum148@outlook.com,2,2,2,2,1,1,1,2,2,1,2,2,1,1,0,1,1,1,0,2,2,2
soiledrug637@163.com,2,0,0,2,2,1,2,1,1,2,1,1,2,2,2,1,2,1,0,1,2,2
moisttire840@outlook.com,2,1,2,2,0,1,2,1,2,1,1,1,1,2,2,1,1,2,1,2,2,2
acientbread947@163.com,2,2,1,1,1,1,0,1,2,2,2,1,2,2,1,2,0,2,1,2,2,1
milkytire820@gmail.com,1,2,2,2,1,2,0,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2
oldchrysler191@qq.com,1,2,2,0,1,1,2,2,2,1,2,1,1,2,0,2,1,1,2,2,0,2
foldingbeans104@gmail.com,1,2,1,0,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,1
dirtywindow798@qq.com,1,2,1,1,2,2,2,2,1,1,1,2,1,2,1,1,2,1,1,2,2,2
retiredsub614@outlook.com,2,2,1,0,1,1,1,2,2,2,1,2,2,2,1,1,1,0,1,2,2,2
extracola545@yahoo.com,0,2,2,1,1,1,2,2,1,0,1,1,2,2,1,2,2,2,0,1,2,2
retiredskates875@outlook.com,2,1,0,0,2,0,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2
milkywindow853@yahoo.com,2,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1
dailycup813@yahoo.com,2,2,0,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,0,1,2,2
moistwindow592@outlook.com,1,2,2,1,0,2,1,0,2,1,2,2,2,2,0,1,1,1,0,2,2,2
milkysub209@outlook.com,2,0,2,0,2,2,1,1,2,1,1,2,2,0,2,1,0,2,0,2,1,2
mostlyrug653@gmail.com,2,2,1,2,1,1,2,2,0,1,1,2,2,1,2,2,1,2,1,1,2,1
slimycola966@outlook.com,1,1,0,2,2,2,2,1,2,1,1,2,0,0,2,2,2,1,0,2,1,2
usedtire882@163.com,2,0,1,1,2,0,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,2
hotshirt172@qq.com,2,1,1,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,1,2,2,1
deepsnake659@163.com,2,2,2,2,2,1,1,1,0,2,2,1,2,2,2,1,1,0,0,1,2,0
clamywindow198@outlook.com,2,2,1,0,2,2,1,2,2,2,2,1,2,1,2,0,2,1,1,1,0,1
slimytire345@gmail.com,1,2,1,2,0,2,1,2,2,1,2,2,1,2,1,2,1,2,0,1,0,2
slimybread27@qq.com,1,2,1,0,1,2,1,2,0,1,2,2,2,2,1,2,2,1,2,1,2,1
newshack421@163.com,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,2,1,2,1,2,0,1
milkytire61@yahoo.com,2,2,2,1,2,2,1,2,0,1,2,1,2,1,2,1,1,1,2,1,2,1
soiledbread354@gmail.com,2,2,0,2,1,1,1,2,1,2,2,2,0,2,0,2,1,2,0,0,1,2
acientrug266@gmail.com,1,2,1,2,2,2,1,1,2,0,1,1,1,2,2,1,2,1,1,2,2,2
dailywindow488@outlook.com,2,1,2,0,0,1,2,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2
coldsub442@outlook.com,1,0,2,1,2,1,2,2,2,0,1,1,1,2,2,1,1,2,2,1,2,2
oldbread551@yahoo.com,2,0,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,0,1,1,2
moistskates376@yahoo.com,1,1,1,0,1,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2
replacementsub369@qq.com,2,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,1,2,0,2,1,1
freshyskates966@gmail.com,1,0,0,0,2,2,2,2,0,0,1,2,2,2,2,2,1,2,0,1,2,1
usedshirt122@163.com,2,2,0,0,1,1,2,2,1,2,0,2,0,1,1,2,2,0,2,2,1,2
newjeep444@outlook.com,0,2,2,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2
soiledshack984@163.com,0,1,0,1,0,1,2,2,2,2,1,1,2,1,2,2,2,1,0,2,2,2
tiredspice581@qq.com,2,2,1,0,1,2,2,1,2,1,2,1,1,1,2,1,2,2,1,1,2,2
moistwindow556@yahoo.com,1,1,0,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2
slimywindow139@gmail.com,2,2,1,0,2,2,1,2,1,2,2,1,2,2,2,1,0,1,0,1,1,2
dirtybeans14@163.com,2,2,1,2,0,2,1,1,2,2,2,1,1,1,2,1,1,2,0,2,2,1
tiredbike897@qq.com,2,2,0,1,0,1,2,1,1,1,2,1,0,1,2,2,2,2,0,2,2,2
deepblanket548@outlook.com,1,1,1,1,2,2,2,1,2,0,2,2,1,2,1,2,1,2,1,2,1,2
mostlyblanket953@163.com,2,1,0,0,1,2,1,2,2,1,1,2,2,1,2,2,2,1,0,2,2,0
buriedtide794@163.com,1,1,2,2,1,2,2,1,2,1,2,2,2,0,1,1,2,1,2,2,0,1
newbeans797@163.com,1,2,2,1,1,2,1,0,2,2,1,2,1,2,1,1,2,2,0,1,2,2
foldingshoes858@qq.com,2,1,2,2,1,1,2,2,1,2,1,2,1,0,2,2,2,1,0,1,2,1
extrachrysler814@outlook.com,2,1,1,0,2,2,2,1,1,2,2,1,2,2,1,1,1,2,2,1,0,2
dailysnake707@qq.com,2,2,2,1,1,1,1,1,1,1,2,1,2,2,0,2,2,2,0,1,2,2
freshyjug808@gmail.com,2,1,1,2,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,1,1
lostblanket503@163.com,2,1,2,1,0,2,2,1,2,1,1,2,0,1,1,2,1,2,2,1,2,2
mostlyshack538@gmail.com,1,2,0,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2
deepsnake772@gmail.com,2,2,1,0,2,1,1,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2
moistshack97@qq.com,2,2,1,2,1,2,2,1,0,1,1,1,2,2,1,2,1,1,0,2,2,2
freshyblanket903@qq.com,1,2,0,2,2,2,2,1,1,2,1,2,2,0,0,1,1,1,2,2,0,2
deeprug933@163.com,2,1,0,1,2,1,2,1,2,1,1,2,2,1,1,1,2,2,2,1,2,2
replacementdrum860@gmail.com,1,1,0,1,2,2,2,1,0,2,2,1,1,1,1,2,2,2,2,1,2,2
freshycola999@yahoo.com,2,2,2,2,1,2,1,1,0,0,1,0,1,2,1,1,2,2,2,1,2,2
soiledsub246@outlook.com,2,2,1,1,2,1,2,2,2,1,1,2,1,0,2,1,1,1,2,1,2,2
acientskates970@gmail.com,2,2,0,0,0,2,1,1,2,2,0,2,1,1,2,2,1,1,1,2,2,2
dirtytide740@gmail.com,2,2,2,0,1,1,2,1,2,2,2,1,1,2,0,2,2,1,1,1,2,1
