email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28
replacementdrum717@163.com,2,2,0,2,2,1,2,2,1,1,1,1,2,2,2,2,1,1,2,0,1,0,1,2,2,2,1,0
moisthat761@outlook.com,2,1,0,2,0,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,0,0,1,1
retiredspice749@gmail.com,2,2,1,1,2,1,1,0,1,2,1,1,2,2,1,2,1,2,0,2,1,0,2,1,2,2,2,2
clamyspice948@outlook.com,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2
oldsub951@163.com,0,1,1,1,2,2,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,0,1,2,0,1,2,2
slimyspice279@qq.com,1,1,2,1,0,1,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,0
fishycup876@qq.com,2,2,1,1,2,2,2,1,1,2,0,2,0,1,2,1,1,1,2,2,2,2,1,1,2,2,1,0
clamyshack993@163.com,1,1,2,2,0,1,1,2,2,2,2,1,0,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2
dailytire844@yahoo.com,1,1,2,0,2,2,1,2,0,2,1,2,2,0,0,0,1,2,2,2,2,0,0,1,1,2,2,2
mostlyshack538@gmail.com,0,2,2,2,0,1,2,1,1,0,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,0,1,2
foundtide219@qq.com,2,2,1,2,0,1,1,0,0,2,2,1,1,2,1,2,1,1,0,2,2,2,2,2,2,2,1,1
moistcola199@qq.com,2,1,2,2,2,2,1,0,2,2,1,2,1,1,1,2,1,2,1,2,2,2,1,2,0,1,1,0
slimyspice540@163.com,2,1,1,2,2,2,2,1,0,2,1,2,1,2,0,1,1,1,2,0,2,1,2,1,2,2,1,2
tiredhat748@yahoo.com,1,2,2,1,2,1,2,1,2,2,2,0,0,2,1,0,2,0,0,1,1,2,2,2,2,2,1,1
dailywindow488@outlook.com,1,2,2,2,1,1,1,1,0,2,2,2,2,1,2,0,1,1,0,2,2,1,2,1,2,1,2,2
foldingsub921@gmail.com,0,2,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,1,0,2,1,2,2,1,0,1,1,1
acientblanket702@qq.com,2,1,2,2,1,2,2,2,2,2,0,1,0,2,0,1,1,1,2,2,1,0,2,0,2,0,2,1
freshytide12@gmail.com,2,1,1,2,2,1,1,1,1,2,2,1,2,1,2,0,2,1,2,2,1,2,1,2,2,2,1,0
newshirt132@yahoo.com,2,1,2,2,1,1,2,1,0,1,2,2,0,0,2,0,1,2,2,2,2,1,1,2,0,2,2,0
hotwindow473@qq.com,1,2,0,2,1,1,2,2,2,2,1,2,2,1,1,2,2,0,2,0,1,0,1,2,1,2,1,2
dirtyspice38@163.com,0,0,0,1,2,1,2,0,2,0,0,1,2,2,2,2,0,2,2,0,2,0,0,1,2,2,2,2
moistcup496@gmail.com,0,1,2,2,2,2,1,1,2,1,2,1,0,1,2,2,2,2,1,1,1,2,1,0,1,2,2,2
newcola758@qq.com,2,1,0,2,2,1,2,0,1,2,0,2,2,2,1,2,1,2,2,2,2,0,1,1,0,1,1,2
hotwindow425@yahoo.com,0,0,1,0,0,2,2,2,1,1,2,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2
extrajeep354@qq.com,1,1,1,0,1,2,2,0,1,2,1,1,2,1,2,2,1,2,0,2,2,2,2,2,1,2,1,2
newbike501@163.com,0,0,2,1,0,2,2,2,2,2,2,1,2,1,1,2,2,1,0,1,1,2,2,1,2,0,2,0
acientspice814@outlook.com,0,2,1,1,2,1,2,1,2,2,2,1,2,1,2,1,1,2,2,2,2,1,0,2,1,0,1,2
drywindow184@qq.com,2,1,2,2,1,2,1,2,1,2,1,2,0,2,2,2,1,1,2,2,1,2,1,1,1,0,1,2
deepsnake957@qq.com,2,2,0,2,2,2,2,2,1,1,1,2,1,2,2,0,2,2,2,1,1,1,1,2,1,1,1,1
lostbike784@outlook.com,2,2,2,1,2,1,2,2,2,1,2,1,1,0,1,2,2,1,1,2,1,1,1,2,2,2,1,1
drysnake204@gmail.com,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,0,2,1,0,1,2,1,1,1,0,1,2,2
buriedsnake868@qq.com,1,1,2,2,2,1,2,1,2,1,1,2,2,0,1,0,2,1,2,2,1,1,1,1,2,2,2,2
foldingskates613@gmail.com,2,1,2,2,0,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,0,2,1,1,2,2,1
foldingblanket123@qq.com,2,2,2,1,2,1,2,1,1,2,1,2,1,1,2,2,2,0,2,1,2,1,1,2,1,1,1,2
fishyjug865@163.com,0,1,2,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1
dailyshoes209@163.com,1,1,2,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,1,1,2,1,2,2,2,0
usedrug746@outlook.com,2,2,2,2,1,2,0,2,1,2,1,1,2,1,1,2,2,2,1,1,0,1,1,1,2,2,0,2
hotrug368@outlook.com,2,1,2,1,2,0,1,0,2,2,2,1,2,0,1,2,1,2,2,2,1,2,0,1,0,1,2,2
retiredtire193@yahoo.com,2,1,0,1,0,2,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,0,1,2,1,2,2
drychrysler511@gmail.com,0,1,0,1,0,1,0,2,2,1,2,1,0,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2
coldbread793@gmail.com,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,1,2,2,1,1,1,0,0,1,2,1,1
dryjeep915@163.com,2,2,2,0,0,1,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1,2,1,1,0
clamytire126@163.com,2,2,2,2,2,1,1,1,1,1,0,1,0,1,0,0,1,2,2,2,2,1,2,2,2,2,2,1
slimyshack348@163.com,2,2,2,1,0,2,1,0,2,2,2,2,1,2,2,1,2,1,1,2,1,0,2,2,0,1,1,1
replacementblanket784@163.com,2,1,0,2,1,1,1,2,2,1,0,2,0,0,0,2,1,1,2,2,2,2,2,1,2,2,1,2
replacementshack38@163.com,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2
newsnake550@yahoo.com,0,2,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,0,1,1,1,2,2,2
soiledshoes664@yahoo.com,1,1,2,2,1,2,1,2,1,2,1,2,0,1,0,2,2,1,2,0,2,1,1,2,2,2,1,2
deepshoes686@163.com,0,1,2,2,2,1,2,2,1,0,2,2,1,0,0,1,2,2,0,1,1,1,1,2,2,2,2,2
tiredbeans825@163.com,2,1,2,2,1,2,2,2,2,1,0,2,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1
retiredtide337@outlook.com,2,1,2,2,2,1,1,1,1,1,2,1,2,2,0,1,2,1,2,2,1,1,2,2,2,1,2,0
foundbeans35@163.com,2,1,1,2,2,2,1,2,2,1,0,1,1,1,2,1,2,2,2,1,2,2,1,1,1,1,2,2
freshysub873@yahoo.com,2,2,2,1,1,1,1,2,2,0,2,2,1,2,2,2,2,0,2,1,1,2,1,2,0,1,1,1
buriedjug901@qq.com,1,1,0,1,2,2,1,2,2,2,1,2,2,1,2,2,1,2,0,1,2,2,1,1,1,1,2,2
hotcup940@outlook.com,1,2,0,1,2,2,2,2,1,1,2,1,1,1,2,1,1,0,1,2,2,2,2,1,2,0,2,2
mostlycup475@outlook.com,0,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,0,2,1,2,2,2,1,1,1,1
burieddrum84@outlook.com,2,1,0,1,2,2,1,2,0,1,1,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,1,0
newshack421@163.com,2,2,2,1,0,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,0,2,1,2,2,1,0
oldsnake198@outlook.com,1,1,2,0,0,2,1,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2,0,2,2
dailysnake707@qq.com,2,2,1,1,1,2,1,1,0,1,1,2,2,1,1,2,1,2,2,2,0,2,2,2,1,1,2,2
extrashoes369@outlook.com,0,2,2,1,2,1,1,2,2,1,0,1,2,1,0,2,1,2,0,2,2,2,2,2,1,0,1,2
clamywindow198@outlook.com,2,2,2,1,2,2,1,2,1,2,2,1,2,1,0,0,2,1,0,2,2,2,1,2,0,1,1,1
buriedbeans162@outlook.com,2,2,2,1,1,1,2,2,2,2,2,1,0,2,2,1,1,2,1,0,2,1,2,1,2,1,1,1
soiledtire703@163.com,2,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,0,1,1,1,2,1,1,0,2,1
soiledsnake79@yahoo.com,2,2,0,2,1,2,1,2,1,2,2,1,1,1,0,2,2,1,2,2,1,2,2,1,1,1,0,2
foldinghat824@qq.com,2,2,0,2,2,1,1,1,2,2,2,1,1,1,2,2,2,0,0,2,1,0,1,2,2,0,1,2
replacementbike548@163.com,2,1,2,0,2,1,1,1,0,0,2,2,0,2,2,0,2,2,0,0,1,2,2,1,2,0,2,2
moistwindow592@outlook.com,2,2,1,1,0,2,0,1,2,2,1,2,0,2,0,1,2,2,2,1,2,1,1,1,0,2,2,2
dryjeep934@gmail.com,2,2,0,1,2,2,1,2,2,1,2,1,1,2,1,2,2,1,2,1,1,2,1,1,2,1,1,2
dailybike96@outlook.com,2,2,2,2,0,1,1,1,1,0,1,2,0,2,2,0,2,2,1,2,1,2,1,1,2,1,2,2
dailyskates789@outlook.com,2,2,2,1,2,2,2,1,1,1,2,1,2,1,0,1,2,1,0,2,1,1,2,2,2,1,2,1
soiledcola253@163.com,2,1,0,2,2,2,2,2,1,2,1,1,0,2,0,1,1,2,1,0,2,0,1,2,2,0,2,2
moistshoes107@qq.com,2,1,0,1,0,2,1,0,2,2,2,2,1,1,2,0,1,2,1,2,1,1,2,2,2,2,1,2
coldspice23@qq.com,1,2,0,2,2,1,1,2,2,1,2,1,2,0,2,2,1,1,2,2,1,2,2,1,2,0,1,0
acienthat377@qq.com,0,2,2,1,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,0,2,1,0,2,2,1
retiredsub891@163.com,0,1,1,1,1,0,1,2,2,2,1,2,2,2,0,1,1,2,2,2,1,2,1,2,2,1,2,2
dirtybeans888@outlook.com,1,2,1,2,1,1,2,2,1,2,1,1,2,1,1,1,2,2,0,2,2,2,1,2,2,1,1,2
slightlywindow230@qq.com,2,2,2,2,2,2,2,1,2,2,1,2,0,0,0,1,1,1,2,0,0,2,1,2,1,2,1,1
tiredtide263@outlook.com,0,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1
freshytire380@163.com,1,2,0,0,1,2,1,2,2,1,2,1,2,2,0,0,2,1,2,1,2,2,2,2,1,1,2,1
slightlywindow471@gmail.com,1,2,0,1,0,1,1,2,1,0,1,2,2,2,0,2,2,2,2,2,2,0,2,1,2,2,1,1
fishyrug633@163.com,2,1,1,1,2,1,2,0,2,2,2,1,0,2,2,2,1,1,0,0,2,2,2,2,1,0,1,2
dirtydrum199@163.com,2,1,0,1,2,1,1,0,2,2,1,2,2,0,2,0,2,2,2,2,1,1,2,1,1,2,1,2
freshytide614@gmail.com,1,1,0,1,2,0,2,2,2,2,2,1,1,1,2,2,1,0,0,1,1,2,2,1,2,2,2,2
soiledsnake360@yahoo.com,2,2,2,1,1,2,2,1,2,1,2,2,0,2,1,0,1,1,1,0,1,2,2,2,1,1,2,2
coldshack140@outlook.com,2,1,2,2,2,1,2,1,1,1,2,2,1,2,2,1,2,1,2,0,1,2,1,1,1,2,2,1
fishycup117@163.com,1,1,0,1,2,2,2,0,2,1,2,1,2,0,1,2,1,2,2,2,1,2,2,1,0,2,2,1
clamyjug899@yahoo.com,0,2,1,1,1,2,1,2,2,1,2,1,2,0,1,2,1,2,2,2,0,1,1,2,1,2,2,2
moistbeans625@yahoo.com,0,2,2,2,0,1,1,2,2,2,0,1,1,2,2,2,1,1,2,1,2,1,0,1,2,2,2,1
newrug832@163.com,0,2,2,2,2,1,2,1,2,0,1,1,1,1,1,1,2,0,1,1,2,2,2,2,2,2,1,2
mostlybike595@gmail.com,2,1,0,1,2,1,2,2,2,2,1,1,2,1,2,1,2,1,0,2,2,1,2,1,2,1,2,1
newchrysler335@outlook.com,2,1,2,1,0,2,2,2,2,1,0,2,2,1,2,1,1,1,2,1,2,1,2,1,2,2,1,1
newspice777@163.com,0,1,2,2,2,1,2,2,0,2,2,1,1,2,1,2,1,1,0,1,2,2,2,1,0,1,2,2
usedjeep619@outlook.com,2,2,0,1,0,2,2,2,2,1,0,2,1,0,2,1,1,1,1,2,1,2,2,2,1,0,2,2
foundshack537@qq.com,0,2,1,2,0,2,1,2,2,0,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,2
dailycup910@outlook.com,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,0,2,1,2,1,1,1,1,2,1,1,2,0
foundbread301@163.com,2,2,2,1,0,1,1,1,1,2,1,2,0,0,2,0,2,2,2,2,2,2,1,1,2,0,0,2
fishybike502@qq.com,0,2,0,2,1,1,0,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2
slimycup494@qq.com,2,1,0,2,2,1,1,0,2,1,2,1,2,0,2,2,1,2,2,1,2,2,1,2,2,1,1,1
extrashirt316@yahoo.com,0,1,0,1,2,1,1,2,2,2,1,2,0,2,1,2,2,2,1,2,2,0,1,1,2,1,2,2
freshysub776@163.com,2,1,2,2,2,2,2,1,2,1,1,1,2,1,2,1,1,1,1,2,0,2,2,1,2,1,2,0
moistshoes316@qq.com,0,1,2,2,2,2,1,2,2,1,2,0,2,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2
foundsnake177@163.com,0,1,0,1,2,1,2,1,2,2,0,1,1,2,2,2,1,2,0,2,2,0,2,2,2,0,1,2
mostlyspice339@gmail.com,2,1,2,1,2,1,2,2,2,2,0,2,1,1,2,1,1,1,2,2,1,0,2,2,1,1,1,2
deepchrysler238@outlook.com,0,1,1,1,0,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,0,2,1,2
dailyshoes843@qq.com,2,1,1,1,0,2,2,2,1,2,0,1,0,2,2,2,1,2,2,1,0,2,0,1,2,2,1,2
foundsub142@qq.com,0,1,2,2,0,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,2,0,2,1,2,2,1,2
dirtyhat787@gmail.com,2,2,2,2,2,1,2,2,1,2,1,2,0,2,1,1,2,1,1,2,1,0,2,2,1,0,1,1
foundspice938@yahoo.com,1,1,0,2,2,2,2,2,1,2,1,2,0,2,1,2,1,2,1,1,1,2,2,1,2,0,2,0
slimyshirt299@163.com,2,1,1,2,1,2,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,1,2,2,2,2,1,1
extraspice708@qq.com,2,1,2,1,2,1,2,2,2,1,2,1,2,2,0,0,2,1,1,1,1,2,2,1,2,1,2,0
newsnake379@163.com,1,1,2,2,1,1,2,0,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,2
foldingtide607@gmail.com,0,1,0,1,2,2,1,0,2,2,1,0,0,2,1,0,2,1,0,2,2,0,2,2,2,2,2,2
deeptire133@outlook.com,2,1,0,1,1,1,2,2,2,1,0,1,1,2,2,2,2,2,1,2,2,0,2,2,1,0,1,2
moistbike306@yahoo.com,2,1,0,1,0,1,1,2,0,2,2,1,2,2,2,2,1,0,2,2,2,2,2,1,1,0,1,2
clamyjug699@163.com,0,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2
milkytide461@outlook.com,2,1,2,1,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,2,2
soiledshoes666@outlook.com,0,1,2,1,0,2,1,2,1,1,2,1,2,2,2,2,2,2,1,2,0,0,1,2,2,2,1,1
mostlyspice127@gmail.com,2,1,2,1,2,1,2,1,2,2,1,1,2,1,0,2,1,1,1,2,1,0,2,2,2,2,2,1
slightlyshirt196@outlook.com,2,2,0,2,2,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1
moisttire840@outlook.com,0,2,0,1,2,2,0,2,1,2,1,2,1,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2
slightlytire774@163.com,0,1,2,2,2,1,2,1,1,1,2,2,1,2,1,1,2,2,0,2,1,2,0,1,0,2,2,2
coldwindow93@gmail.com,0,1,0,2,0,2,1,2,2,1,2,2,1,2,2,0,2,1,0,2,1,2,2,1,1,2,2,1
hotcup894@163.com,0,1,0,1,2,1,2,1,2,1,2,1,2,2,2,0,2,1,2,0,1,2,1,2,2,2,1,2
newhat705@yahoo.com,0,1,1,2,2,2,1,2,1,1,2,2,1,0,1,2,1,2,2,1,2,2,1,1,0,2,2,2
lostblanket371@outlook.com,2,2,0,2,2,2,2,1,1,1,2,2,0,1,2,0,2,1,1,1,1,1,2,2,2,1,2,1
moistjeep527@outlook.com,0,1,2,2,1,1,2,1,2,1,2,0,1,0,2,2,1,2,0,0,2,0,2,2,2,0,2,2
dailybike530@gmail.com,2,2,0,2,2,1,1,1,2,1,2,2,2,1,1,0,1,0,0,1,2,1,2,2,2,1,2,2
buriedtide314@outlook.com,2,2,1,0,2,1,1,2,2,2,1,2,0,2,1,2,2,1,1,2,2,2,2,1,1,1,1,0
buriedbeans746@yahoo.com,1,1,0,2,2,2,2,1,2,2,2,1,0,1,2,1,2,0,1,2,1,2,1,2,1,1,2,2
moisthat885@gmail.com,0,2,2,1,0,1,2,1,2,1,2,1,0,1,2,2,2,2,0,1,2,2,2,1,2,0,2,1
foldingchrysler517@qq.com,2,1,0,0,0,2,0,2,2,1,1,1,0,2,1,1,1,2,2,2,2,1,2,0,2,2,2,2
oldjug372@gmail.com,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,0,2,1,1,1,2,1,2,2,1,1
lostrug937@outlook.com,0,1,2,1,1,2,1,2,2,1,1,2,0,2,2,0,2,2,2,1,2,0,1,2,1,2,1,2
newbeans797@163.com,2,2,2,1,0,1,2,2,0,0,2,2,0,0,1,2,1,2,2,0,2,2,1,1,1,1,2,2
acientspice189@163.com,2,0,2,2,1,2,1,2,1,1,2,1,0,1,2,2,2,2,0,0,2,2,0,2,2,0,1,1
buriedcola618@gmail.com,1,2,2,1,2,2,1,2,1,2,2,1,2,1,0,0,2,1,1,0,2,2,2,1,1,2,1,2
retiredcola606@qq.com,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,0,1,1,2,0,1,1,2,1
oldhat392@163.com,2,2,0,2,2,1,2,0,1,2,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,1,1,0
slimyrug453@gmail.com,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1
milkytire691@qq.com,0,1,2,2,0,1,1,2,1,0,1,1,2,2,1,2,2,2,2,2,2,1,2,2,0,1,1,2
tiredspice581@qq.com,2,2,1,0,1,2,2,2,1,1,2,1,2,2,0,0,2,1,2,0,2,1,1,2,1,1,2,2
dailyspice363@outlook.com,1,2,0,2,0,2,0,1,2,0,2,2,0,2,0,2,2,0,0,2,2,1,2,2,0,2,1,1
newjeep577@163.com,2,1,0,2,2,2,1,2,1,1,2,1,2,0,2,0,1,2,2,1,0,1,2,2,2,2,1,1
moistcola120@gmail.com,0,1,2,1,2,1,2,0,1,2,0,2,0,2,2,1,2,2,2,2,0,2,2,0,2,0,1,1
foldingrug539@yahoo.com,2,1,1,2,0,1,0,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,0,2,1,1
foldingdrum2@163.com,1,1,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,0,1,2,2
foldingchrysler304@outlook.com,2,2,0,1,1,2,2,2,0,1,2,1,2,2,1,2,2,0,2,1,1,2,1,2,1,0,2,1
lostbike893@outlook.com,0,1,2,2,2,2,1,1,2,0,2,1,2,1,1,2,2,1,0,0,2,2,2,1,2,2,1,1
acientspice799@yahoo.com,0,1,0,0,2,2,2,1,0,0,2,2,1,0,2,2,1,2,2,1,1,2,2,1,2,2,1,2
slightlyshack127@outlook.com,0,2,1,2,2,2,1,0,2,2,0,0,0,1,0,2,2,2,0,0,1,2,2,1,2,1,2,2
clamyblanket28@outlook.com,2,2,2,1,0,2,1,1,2,2,1,1,0,2,1,1,2,1,0,0,2,2,2,2,2,2,1,1
replacementdrum860@gmail.com,0,1,0,1,2,1,2,2,2,2,1,2,2,1,2,0,1,1,0,0,2,2,2,2,1,1,2,2
slightlyshirt355@yahoo.com,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,1,1,1
dryhat911@yahoo.com,2,1,2,0,2,2,2,0,2,2,1,2,2,0,1,0,1,2,2,1,2,2,1,2,1,1,1,1
extrasub180@qq.com,0,2,0,2,1,2,0,0,2,0,1,2,0,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2
dirtywindow282@qq.com,2,1,0,1,0,1,2,2,0,1,2,1,1,2,2,1,1,1,2,2,1,2,2,2,0,2,2,2
foundjeep958@gmail.com,0,2,0,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,0,2,1,1,1,2,1,2,1,2
soiledshack984@163.com,0,1,1,1,2,1,1,2,2,2,0,2,2,0,2,1,2,2,1,1,2,2,1,2,1,2,1,2
milkytide545@gmail.com,0,0,0,2,2,2,1,2,1,2,2,0,0,2,1,1,2,0,2,1,1,2,1,2,2,2,1,2
newshirt323@gmail.com,1,2,1,2,2,1,1,2,2,2,2,1,2,1,1,2,1,2,0,1,1,1,1,2,2,2,1,2
drydrum979@gmail.com,2,2,0,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,2,0,2,2,1,2,1,2,2,2
slightlyjug390@163.com,2,2,2,2,2,1,0,1,1,0,0,2,2,0,1,2,2,1,0,2,2,2,1,2,2,0,1,1
replacementsub351@qq.com,2,1,2,2,2,1,2,1,2,2,1,1,2,1,1,2,1,1,2,0,1,2,2,1,2,1,1,2
usedsnake976@gmail.com,2,2,2,1,1,1,2,1,1,1,2,2,2,1,2,0,1,0,2,2,2,1,1,1,2,2,2,1
foundtire912@qq.com,2,1,1,2,2,2,1,1,2,2,2,1,0,2,2,2,2,1,0,2,0,2,1,2,1,1,1,1
hotblanket621@gmail.com,2,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,2
slimyskates43@163.com,2,1,1,1,2,1,2,2,2,0,2,1,0,0,2,0,1,1,2,2,2,0,2,0,1,2,2,2
foldingcola28@yahoo.com,2,2,0,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,1,0,1,1,2,1,1,1,2
hotshack271@qq.com,2,2,0,1,0,1,1,2,2,1,0,2,0,2,0,2,1,1,1,2,1,2,1,2,2,2,2,2
freshyjug542@qq.com,2,0,0,2,2,1,0,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,1,2
newtide937@yahoo.com,2,2,0,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1
slightlyrug271@yahoo.com,2,1,0,2,2,2,2,2,2,2,2,1,2,2,1,0,1,0,2,1,1,1,1,2,1,2,1,1
lostskates238@qq.com,2,2,2,2,0,2,2,1,1,1,2,0,2,2,2,2,1,1,2,1,1,0,2,2,1,1,1,1
mostlyshirt500@163.com,0,1,2,2,2,2,2,2,2,1,2,2,1,0,0,2,1,2,1,0,2,1,1,1,2,1,1,2
hotsnake893@163.com,1,1,1,2,2,1,1,0,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,0,1,1,1,2
usedtide801@yahoo.com,2,1,1,1,1,2,1,0,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,0
hotshirt172@qq.com,2,1,0,2,1,2,2,1,1,2,1,2,0,2,1,2,1,1,1,1,2,2,2,2,2,1,2,1
soiledwindow838@yahoo.com,0,0,0,1,2,2,2,0,2,1,2,2,0,1,2,0,1,1,2,1,1,2,2,0,2,2,2,2
deeprug933@163.com,2,0,0,1,2,2,1,2,1,1,2,1,0,2,2,0,1,2,2,0,2,1,1,2,2,0,2,2
tiredcola21@yahoo.com,2,2,0,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,0,0,2,1,0,1,1,2,1,2
slightlydrum888@yahoo.com,2,2,1,2,0,2,1,0,2,2,1,2,1,2,1,2,2,1,1,1,2,1,2,1,2,0,1,2
dirtywindow48@qq.com,1,2,2,1,1,2,2,2,2,2,2,1,0,2,0,0,2,0,2,0,1,1,2,1,1,1,2,2
usedjeep164@yahoo.com,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1
acientrug262@gmail.com,2,2,1,2,0,2,1,2,2,2,1,0,2,1,1,1,1,0,0,1,1,2,2,1,2,2,2,2
newshoes633@163.com,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,2,1,2,2,0,1,2,2,1,0,2,2,1
dryspice502@gmail.com,2,2,2,1,2,2,1,1,2,1,2,1,0,0,2,1,2,2,1,2,2,1,1,2,1,1,2,0
tiredbike897@qq.com,2,2,0,1,0,1,2,1,2,2,0,1,2,1,0,0,2,2,1,2,1,2,2,1,2,0,2,2
colddrum537@yahoo.com,2,1,2,2,0,1,2,1,2,2,2,2,1,1,2,0,2,1,0,1,2,0,2,2,2,1,0,1
foundtire923@qq.com,1,2,1,2,1,2,2,1,1,1,0,0,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1
slightlycup586@163.com,0,2,2,2,2,2,1,0,1,0,2,1,2,0,0,2,2,1,2,2,2,2,1,0,1,0,2,1
moistsnake997@163.com,0,1,2,2,1,1,2,2,1,2,2,1,1,2,0,2,1,2,0,2,2,2,2,2,1,1,1,1
foldingcola566@outlook.com,2,2,0,2,1,2,0,2,1,2,1,2,2,1,2,0,2,1,1,0,2,1,2,1,1,2,1,2
slightlyjug254@yahoo.com,1,0,2,1,2,1,2,1,2,2,2,1,2,0,1,2,2,1,0,2,1,0,1,2,2,0,2,2
dailybike787@163.com,2,2,2,2,2,2,2,2,1,1,0,1,2,0,2,2,1,1,0,1,1,1,2,1,0,1,2,2
dirtyrug889@163.com,2,1,2,2,2,1,1,1,1,2,2,2,2,1,0,0,1,2,2,1,2,2,1,2,2,1,0,1
soiledshirt927@gmail.com,2,2,0,0,0,1,2,2,2,2,0,1,0,2,1,0,1,2,0,2,1,2,2,2,1,1,2,2
dryjug552@gmail.com,2,2,2,1,2,2,0,2,1,1,2,2,2,1,1,2,1,1,0,0,0,2,1,2,2,1,2,1
newskates26@outlook.com,2,2,0,2,0,1,1,0,2,0,1,2,1,2,2,2,1,2,0,0,1,0,2,2,0,2,2,2
dailybeans459@qq.com,1,2,1,2,0,2,2,1,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,2,2
losthat457@163.com,2,1,2,2,2,1,2,1,1,0,2,2,2,2,1,1,2,1,2,1,2,2,1,1,2,1,1,0
foldingjeep939@qq.com,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,0,2,2,0,1,1,2,2,0,1,2,1,1
dirtysub781@yahoo.com,1,1,0,2,2,2,1,0,2,2,2,2,2,1,1,0,2,2,1,1,2,2,2,1,0,1,1,2
