email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22
dirtybread769@gmail.com,2,2,1,2,1,2,2,1,1,2,0,1,1,2,1,1,0,2,2,1,2,2
retiredsnake808@gmail.com,1,1,2,2,2,1,2,1,2,0,2,1,2,2,2,1,1,1,1,1,2,2
foldingshack729@gmail.com,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,1,2
soiledskates976@163.com,2,1,1,2,2,0,0,0,1,2,2,1,2,0,2,1,2,2,2,2,1,1
foundtire923@qq.com,1,0,1,2,2,2,1,1,1,1,2,2,2,0,2,1,2,2,2,2,1,0
slightlyhat58@gmail.com,2,2,2,1,2,1,2,1,2,1,1,0,2,2,1,1,2,1,2,2,1,1
tiredtire843@163.com,2,2,2,1,0,1,2,1,2,2,2,0,1,0,1,2,2,2,1,2,1,1
acientblanket316@yahoo.com,1,1,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1
freshyspice204@outlook.com,1,1,1,1,1,1,2,0,2,2,1,2,2,1,2,1,1,2,2,2,2,2
hotshack645@163.com,2,0,1,1,2,2,1,2,2,1,2,0,1,2,2,2,2,1,1,1,1,2
extrasub515@yahoo.com,2,1,1,2,2,1,1,2,1,2,1,0,2,2,1,2,2,2,1,1,1,2
lostchrysler403@outlook.com,1,2,1,1,2,1,2,2,2,1,1,2,2,0,2,2,1,1,0,1,2,2
lostblanket503@163.com,2,1,2,1,0,2,2,1,2,0,1,2,0,0,1,2,1,2,2,1,2,2
freshyblanket903@qq.com,0,2,1,2,2,2,2,1,1,2,0,2,2,0,1,1,1,1,2,2,1,2
coldhat974@gmail.com,0,2,2,1,2,1,1,2,2,2,0,2,1,2,1,2,2,1,0,2,1,1
deeprug481@qq.com,2,2,1,2,2,2,2,2,1,0,2,1,1,1,1,2,2,1,0,1,1,2
acientjeep593@163.com,2,2,2,2,1,2,1,2,2,1,2,0,2,1,2,1,1,1,1,1,2,1
slimybeans326@gmail.com,2,2,1,1,1,2,1,2,1,2,2,2,0,2,0,1,2,2,1,2,1,1
extracola140@gmail.com,0,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2
deeptide254@qq.com,2,2,1,0,2,1,1,2,2,2,1,1,2,2,1,1,1,2,1,2,1,2
moistsnake997@163.com,1,2,2,1,1,2,2,0,2,2,2,1,2,0,2,2,1,1,2,1,1,1
dailyspice943@163.com,1,0,1,2,1,0,2,2,2,1,1,2,1,0,1,2,2,1,2,2,2,2
clamyshack993@163.com,1,0,2,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2
extrarug864@qq.com,2,2,2,1,2,2,2,1,0,1,1,0,2,1,2,1,1,2,2,2,1,1
usedshirt122@163.com,2,2,1,1,1,1,2,2,1,2,1,2,0,1,1,2,2,1,2,2,0,2
buriedcup729@outlook.com,0,2,1,0,1,1,2,2,2,2,2,0,2,2,0,0,2,1,1,2,1,2
deepbread381@yahoo.com,1,2,2,2,2,1,2,1,2,2,1,1,1,2,1,1,2,2,0,1,1,2
coldblanket679@outlook.com,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,0,2,1,1
extrabike590@outlook.com,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,2,1,1,2,2,1,2
dryblanket964@gmail.com,2,2,1,1,1,1,0,1,2,0,2,0,2,2,2,1,1,2,2,2,2,1
replacementblanket784@163.com,2,1,1,0,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2
soiledskates814@163.com,0,2,0,2,2,2,2,2,1,2,1,0,2,0,0,1,1,2,0,2,0,2
coldshack140@outlook.com,2,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1,1
freshybread765@outlook.com,0,0,1,2,1,1,1,0,2,2,0,2,2,1,0,2,2,2,2,1,2,2
newtire220@outlook.com,2,1,0,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1
clamyskates705@yahoo.com,1,2,2,1,0,1,1,0,1,2,1,1,0,2,2,2,2,1,2,2,2,2
dirtyskates685@yahoo.com,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,2,2
milkyshoes505@gmail.com,2,2,1,2,2,1,2,2,2,0,1,2,1,0,2,2,1,1,1,2,1,1
foldingjeep939@qq.com,2,2,2,2,1,2,2,2,1,1,0,1,2,1,2,1,1,1,2,2,0,1
slimycola683@outlook.com,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2
oldbread551@yahoo.com,2,1,1,0,0,2,2,2,1,2,1,0,2,2,1,2,2,2,0,1,1,2
olddrum912@yahoo.com,0,1,2,1,2,2,1,0,1,2,2,0,1,2,2,2,2,1,0,2,2,1
dirtysnake957@gmail.com,2,2,1,2,1,1,1,2,1,0,2,0,1,2,2,2,0,1,2,1,2,2
buriedwindow794@yahoo.com,2,2,2,0,1,1,0,1,1,2,1,2,2,1,2,2,2,2,1,1,2,1
colddrum262@163.com,2,2,2,1,1,2,1,0,2,1,1,2,2,1,1,2,2,2,2,0,1,0
oldspice340@163.com,0,0,1,2,2,1,0,1,2,2,1,2,2,2,2,2,1,2,0,2,1,1
foundjeep958@gmail.com,1,2,2,1,1,0,2,2,2,1,2,0,0,1,2,1,2,1,2,2,1,2
hotspice48@qq.com,2,1,0,0,0,2,1,2,2,1,2,2,2,1,2,2,0,1,2,1,2,1
replacementsub16@163.com,2,2,1,2,1,1,0,1,1,2,1,0,2,1,2,2,2,1,1,2,2,2
dailytire844@yahoo.com,1,2,1,2,2,2,2,1,2,0,1,0,1,2,2,1,1,0,1,2,2,2
foldingshoes858@qq.com,2,1,2,2,1,1,2,2,1,2,0,2,1,1,2,2,2,1,0,1,2,0
foldinghat486@outlook.com,0,2,1,1,1,2,0,2,2,2,2,0,2,1,2,1,1,2,2,1,2,1
buriedtide314@outlook.com,2,2,1,1,1,2,2,2,1,0,2,1,2,2,1,1,2,2,1,2,1,1
buriedspice689@qq.com,2,1,2,2,2,1,0,2,1,0,2,0,2,2,1,1,1,2,1,2,2,1
hotwindow831@outlook.com,2,1,2,2,2,1,1,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1
moistwindow556@yahoo.com,1,0,1,0,1,1,1,0,1,2,2,2,2,2,1,2,1,2,2,2,2,2
oldchrysler712@gmail.com,2,2,2,0,1,2,1,2,1,2,1,2,2,0,2,1,2,2,0,1,1,0
slightlytide309@yahoo.com,2,1,1,1,2,1,2,2,2,2,2,2,0,2,1,2,2,1,1,1,1,1
newshack421@163.com,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,2,1,2,1,2,1,1
dailybike78@163.com,1,1,2,1,1,2,1,1,2,1,2,2,1,2,1,2,1,2,0,2,2,2
retiredsub891@163.com,1,1,1,1,0,0,2,2,2,2,2,0,1,2,1,2,2,2,0,1,2,2
hotrug368@outlook.com,2,1,2,2,0,1,2,1,1,2,1,2,0,2,1,2,1,2,1,1,2,2
slimyskates788@outlook.com,2,2,2,2,2,0,1,0,1,0,2,2,1,1,1,1,1,2,2,2,1,2
acientcup466@gmail.com,2,1,1,1,2,2,0,2,1,2,1,2,1,1,1,2,2,2,2,2,0,1
foundbread301@163.com,2,2,2,1,1,0,2,1,2,0,0,2,2,0,0,0,2,2,0,2,0,2
slightlydrum798@163.com,2,2,1,0,1,1,2,2,1,0,2,1,1,2,2,2,2,1,1,2,2,1
dailyhat217@qq.com,1,2,2,0,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,1,0,1
deepblanket548@outlook.com,1,1,1,0,2,2,2,1,2,0,2,2,1,2,1,2,1,2,0,2,1,2
fishybeans629@qq.com,1,1,2,2,2,2,1,2,2,0,2,0,2,2,1,2,1,1,1,2,1,1
colddrum318@gmail.com,1,2,2,1,2,1,1,1,1,2,2,0,1,2,1,2,2,1,2,1,2,2
foundbeans35@163.com,2,1,1,2,2,2,2,2,1,1,2,1,2,2,0,1,1,1,0,1,2,2
burieddrum15@gmail.com,2,2,2,0,1,2,2,1,2,2,1,0,1,1,1,1,0,1,2,2,2,2
foldingshack252@yahoo.com,2,2,2,1,2,1,2,1,1,2,1,1,2,1,2,2,0,1,1,2,1,2
foldingwindow359@outlook.com,2,1,1,2,2,0,2,0,1,2,1,1,2,2,2,2,1,1,2,2,1,1
deepshoes878@outlook.com,0,1,2,2,1,1,1,2,1,0,2,1,1,1,2,2,2,2,2,2,1,2
fishyrug380@163.com,2,1,2,2,2,1,2,2,1,2,1,0,1,2,1,0,2,1,2,2,1,1
dailywindow454@yahoo.com,2,2,1,1,1,1,1,2,1,2,2,0,2,0,2,1,2,1,2,2,2,1
lostrug518@qq.com,2,2,1,0,0,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,1
mostlyblanket992@qq.com,1,1,1,2,2,1,2,2,2,1,1,2,0,2,1,1,2,1,2,2,1,2
buriedspice285@outlook.com,1,0,1,2,1,2,2,1,2,2,1,2,2,2,0,2,1,1,2,2,1,0
buriedcup356@outlook.com,2,1,2,2,2,2,0,2,2,2,1,2,0,1,2,1,1,1,2,1,1,1
foundbike537@163.com,1,2,1,0,2,1,1,2,1,2,2,1,2,2,1,2,1,2,1,0,2,2
coldblanket498@qq.com,0,0,2,1,1,2,1,1,2,2,1,2,2,2,1,2,1,1,2,1,2,2
fishytire276@gmail.com,1,1,2,1,1,2,1,2,2,2,1,1,2,1,2,1,2,2,1,2,1,2
milkyblanket221@qq.com,2,2,1,2,2,2,1,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1
coldskates31@gmail.com,1,0,1,2,2,1,0,0,2,1,2,2,1,2,0,2,1,2,2,2,2,1
acienttide795@yahoo.com,2,1,2,2,1,1,2,2,2,2,1,1,2,2,1,2,0,1,2,1,1,1
extrasnake821@qq.com,1,1,1,1,2,0,2,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2
soiledblanket652@gmail.com,2,1,1,1,0,1,2,1,2,2,2,0,2,2,1,1,2,1,2,1,2,2
dryrug490@yahoo.com,0,0,1,0,2,1,2,2,2,1,2,1,2,1,1,2,2,2,0,2,0,2
extradrum718@gmail.com,1,1,2,2,2,1,2,2,2,2,1,2,1,1,2,1,1,1,2,1,2,0
buriedrug530@outlook.com,1,0,1,1,1,2,2,2,2,2,1,2,1,2,2,1,1,1,0,2,2,2
dryjug552@gmail.com,2,2,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,0
usedblanket979@163.com,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,1,0,0,2
coldwindow93@gmail.com,1,2,1,2,0,2,1,2,2,0,2,1,2,1,0,2,2,2,1,1,2,1
dailyspice87@yahoo.com,2,1,2,2,1,1,1,0,2,1,2,2,2,0,2,1,2,1,2,2,0,1
slightlybike13@yahoo.com,1,2,1,2,2,1,1,2,2,0,1,2,2,1,0,2,1,2,2,1,2,0
retiredblanket413@163.com,2,2,1,0,1,2,2,1,1,2,1,1,2,2,2,2,1,1,2,1,2,1
drycola993@163.com,1,1,1,0,1,2,1,0,2,1,2,2,2,2,0,0,0,2,2,2,2,2
coldsnake814@gmail.com,2,1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,1,1,2,2
founddrum703@qq.com,1,1,1,1,1,2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2
slimyjeep502@163.com,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,0,1,1,1
hotwindow293@gmail.com,0,0,1,2,2,1,0,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2
lostshirt339@yahoo.com,2,2,2,1,1,0,1,1,1,0,2,1,2,1,2,2,2,2,2,2,1,1
usedhat751@qq.com,1,1,2,1,2,2,1,2,1,2,1,1,0,2,1,2,2,1,2,1,2,2
slightlyjug390@163.com,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,1,1,1
retiredcola606@qq.com,2,2,1,2,2,2,1,1,2,1,0,2,2,2,1,1,0,2,1,1,2,0
foldingtire722@163.com,2,0,1,2,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,0
deepsnake659@163.com,2,2,2,2,2,0,1,1,1,2,2,1,2,2,2,1,1,1,1,1,2,1
lostdrum631@163.com,0,2,2,0,1,1,2,2,2,1,1,2,0,1,2,2,2,2,0,1,2,1
hotspice715@163.com,2,2,1,1,0,2,0,2,1,1,2,2,1,2,1,2,1,2,2,2,1,1
slightlychrysler739@yahoo.com,1,2,2,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1,2,1,1,2
milkysub116@yahoo.com,0,1,1,0,2,2,2,1,1,1,2,2,2,0,1,2,2,2,2,1,1,2
coldchrysler992@163.com,0,1,2,2,1,2,1,1,1,2,1,2,2,2,2,1,0,0,2,1,2,2
fishybike986@qq.com,2,2,1,1,1,2,2,1,2,2,1,2,1,0,1,2,1,1,1,2,2,2
freshyshirt46@outlook.com,2,0,2,2,2,1,2,1,1,0,1,1,2,0,1,1,2,2,2,2,2,1
tiredskates27@163.com,0,2,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,2,1,1,2
fishyspice176@qq.com,2,0,0,1,2,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2,2
clamywindow198@outlook.com,2,2,1,1,2,2,0,2,2,2,2,1,2,0,2,1,2,1,0,1,1,0
fishybread363@yahoo.com,2,2,1,2,1,2,2,1,2,1,2,1,1,1,2,2,2,0,0,1,1,2
newjeep849@qq.com,0,2,2,2,0,0,1,2,1,2,2,2,1,1,1,2,2,1,0,1,2,2
mostlytire665@163.com,2,2,2,1,2,0,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2,2
soiledsub30@qq.com,1,0,2,0,2,2,1,2,2,2,2,1,0,1,1,2,1,2,1,1,2,2
clamydrum820@outlook.com,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,0,1,0,1,1,2
fishyspice4@outlook.com,0,2,2,1,1,2,0,1,1,1,2,2,2,1,2,2,2,1,0,1,2,2
slimycup494@qq.com,2,0,1,2,2,1,2,2,1,2,1,2,1,1,0,1,1,2,2,2,2,1
hottide167@outlook.com,2,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,0,1,2,1
losthat457@163.com,2,0,2,2,0,2,1,0,1,2,1,2,2,1,1,2,2,2,0,2,1,1
deepshirt307@yahoo.com,1,2,1,2,2,2,1,1,1,2,1,0,2,1,1,2,1,2,2,2,1,2
acientchrysler809@gmail.com,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2,1
oldchrysler400@163.com,1,2,1,2,1,2,1,2,2,0,2,1,0,1,1,2,2,1,2,2,2,1
oldchrysler964@163.com,1,0,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,1,1,2,1,2
freshydrum27@qq.com,2,2,2,1,2,1,0,1,2,0,2,0,2,2,1,2,2,1,2,1,1,0
soiledrug174@163.com,2,2,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,0,1,2,1,1
newspice777@163.com,1,0,2,0,1,2,2,2,2,0,1,2,0,2,1,1,2,2,1,1,2,2
freshybread731@163.com,2,1,1,1,0,1,1,2,2,2,1,2,2,2,1,2,2,1,0,1,2,2
usedrug645@yahoo.com,1,2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2
oldrug306@yahoo.com,1,0,0,1,2,1,2,2,1,2,1,2,1,0,2,1,1,2,2,2,2,2
usedspice982@163.com,2,2,1,2,2,2,2,1,1,0,1,1,2,2,0,1,0,1,2,2,1,2
dailybike787@163.com,2,2,2,2,2,1,2,2,1,1,1,2,1,0,0,1,0,1,0,2,2,2
dailycup813@yahoo.com,2,2,1,2,2,2,2,2,2,0,2,0,1,1,1,1,1,1,0,1,2,2
foundshoes836@qq.com,0,2,1,2,1,1,2,2,2,1,0,2,2,2,2,1,1,2,1,1,2,1
coldrug976@yahoo.com,2,0,0,1,1,2,1,1,1,2,2,0,2,0,1,2,2,1,2,2,2,2
tiredtire369@yahoo.com,1,0,1,1,2,1,2,1,2,1,2,2,1,2,2,2,1,1,2,1,2,2
clamyjug899@yahoo.com,0,2,1,1,1,2,1,1,2,1,2,0,2,2,1,2,1,2,1,2,2,2
hotrug940@gmail.com,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1,2,2,0,1,1,2
tiredtire285@yahoo.com,2,0,2,1,1,1,1,1,2,1,1,0,2,2,2,1,1,2,2,2,2,2
deepcola71@qq.com,1,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,2,1,1,2,1,2
clamyshirt749@163.com,0,1,2,1,2,1,1,0,2,2,2,0,2,2,2,1,1,2,1,2,2,1
usedcola500@yahoo.com,2,0,2,1,1,1,2,1,2,0,2,2,2,1,1,1,2,2,2,1,2,1
coldskates556@163.com,2,0,1,2,1,0,1,2,2,2,1,0,1,2,2,2,0,2,1,2,1,2
slightlyjeep732@163.com,2,0,1,1,1,0,0,2,2,2,2,2,1,0,2,1,1,2,2,2,2,1
milkytide545@gmail.com,0,1,2,2,1,2,1,2,0,1,2,0,2,1,2,1,2,1,2,2,1,2
fishyblanket703@gmail.com,0,2,2,1,0,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,0,2
foundtire912@qq.com,2,0,2,2,2,1,2,2,2,1,1,2,1,2,0,1,2,2,1,1,1,0
mostlytire131@gmail.com,1,2,2,2,1,2,1,1,1,1,1,2,0,2,2,2,0,1,2,2,1,2
moistskates376@yahoo.com,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2
foldingchrysler304@outlook.com,2,2,1,0,1,1,0,2,1,2,2,1,2,2,2,1,1,2,0,2,1,2
tiredcola21@yahoo.com,2,0,1,1,2,1,1,2,2,1,2,2,2,2,1,0,2,1,1,2,1,2
dailyshoes209@163.com,1,0,2,1,0,2,2,2,1,1,2,1,2,1,2,2,1,1,2,2,2,1
lostjug455@outlook.com,1,1,2,2,2,2,2,1,2,2,2,0,1,2,1,0,2,1,2,0,1,1
newdrum817@outlook.com,0,2,2,1,1,0,1,0,2,0,2,2,2,0,2,2,2,1,2,1,0,2
extraskates217@163.com,2,2,1,2,1,1,0,1,2,1,2,0,2,2,1,2,1,2,2,1,1,2
lostjug315@yahoo.com,2,2,2,1,1,1,1,1,2,0,2,2,1,1,2,2,1,2,1,2,2,1
lostshack328@gmail.com,1,1,2,2,2,1,2,1,0,1,2,1,2,1,2,1,2,1,2,2,2,1
replacementsnake675@outlook.com,2,1,1,0,1,2,2,1,1,2,2,2,2,1,1,2,2,2,0,1,2,0
moistspice183@outlook.com,2,2,1,1,1,2,1,2,1,0,2,0,2,0,2,2,2,2,0,1,2,1
buriedbeans162@outlook.com,2,2,2,1,2,2,1,1,0,0,1,2,2,1,0,2,1,2,2,2,1,0
deepshack71@outlook.com,2,2,2,2,0,1,1,1,2,0,2,2,2,2,1,2,0,1,1,1,1,2
fishyshirt859@outlook.com,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,1,0,1,0,1
buriedsnake868@qq.com,1,1,1,2,1,1,2,1,2,0,2,2,1,0,2,2,1,1,2,2,2,2
hotcup999@163.com,2,2,0,2,2,0,0,0,0,0,2,0,2,1,1,2,2,1,2,1,2,2
replacementskates777@yahoo.com,2,1,2,2,2,1,0,2,1,1,2,2,1,0,1,2,2,2,2,1,1,0
oldbeans441@qq.com,1,2,1,1,2,1,2,0,1,0,2,0,2,2,2,2,1,0,0,2,2,2
moisthat761@outlook.com,2,1,1,0,1,2,2,2,2,0,0,2,2,0,2,2,2,1,2,1,1,1
slightlywindow230@qq.com,1,2,2,2,2,2,1,1,2,2,2,1,1,1,0,2,2,1,1,1,2,1
slightlychrysler47@gmail.com,2,1,1,1,2,0,2,1,1,2,2,1,2,2,2,1,1,2,1,2,2,1
foldingcup786@163.com,2,1,2,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,1
soiledspice290@163.com,1,2,1,1,2,2,1,1,1,2,1,2,2,0,2,2,2,2,1,1,1,2
usedrug938@yahoo.com,2,1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,0,2,1,0
dirtywindow29@163.com,1,2,1,2,1,2,2,0,2,1,2,1,0,1,2,2,0,1,0,2,2,2
tiredsnake664@outlook.com,2,2,1,1,1,2,2,1,2,0,2,0,2,2,2,2,1,0,1,1,1,2
deephat767@qq.com,1,2,2,0,1,1,2,2,1,2,0,2,2,0,0,2,1,1,2,1,2,2
coldtire692@yahoo.com,2,2,2,2,1,2,2,0,2,2,1,1,1,0,1,2,1,2,1,1,0,2
moistbike306@yahoo.com,2,1,1,0,1,2,1,2,2,2,2,0,2,0,2,2,1,2,1,1,0,2
foldingskates420@gmail.com,0,2,2,0,1,1,2,1,2,2,2,2,2,2,1,1,0,2,1,1,2,1
deepshack879@outlook.com,2,2,2,2,2,1,1,0,1,0,1,2,0,0,1,2,2,2,2,1,0,2
acientspice814@outlook.com,1,2,1,2,1,1,2,2,2,2,0,1,1,2,2,2,2,1,1,1,1,2
clamyjeep169@163.com,1,2,2,0,0,1,2,1,2,1,2,2,1,1,2,2,2,1,2,2,1,1
deepdrum919@qq.com,1,2,1,2,1,1,2,1,2,2,2,2,1,1,0,2,2,1,2,1,1,2
moistshoes897@163.com,1,2,2,1,2,2,1,1,2,0,1,2,2,1,1,2,2,1,2,1,1,2
fishytide407@gmail.com,1,1,2,2,2,2,2,0,2,2,1,1,2,1,0,1,2,1,1,2,2,1
retiredcola422@163.com,1,1,2,0,1,2,1,0,2,2,1,2,2,1,2,2,1,2,0,2,1,2
usedcola992@yahoo.com,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,2,1,1
soiledblanket478@outlook.com,0,2,1,2,1,1,2,2,1,1,1,2,1,2,2,2,1,2,1,2,1,2
replacementsub369@qq.com,2,2,1,2,1,2,1,2,2,1,2,0,1,2,1,2,1,2,0,2,1,1
burieddrum36@qq.com,2,2,1,1,2,2,2,2,1,0,1,2,1,1,2,2,0,2,1,1,1,2
foundskates680@gmail.com,1,1,1,2,2,2,2,1,2,2,1,0,1,1,2,2,0,2,0,0,2,2
buriedskates672@outlook.com,1,1,2,2,2,1,2,0,2,1,2,1,2,2,2,1,1,1,2,1,1,2
replacementskates478@yahoo.com,2,0,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,1,0,1
drybread918@gmail.com,1,0,1,2,2,2,2,2,1,2,0,2,1,1,2,0,1,1,2,2,1,2
buriedtide794@163.com,1,1,2,2,0,2,2,0,2,1,2,2,2,0,1,0,2,1,2,2,0,1
dirtyspice235@outlook.com,1,2,1,2,1,1,1,1,1,2,2,0,2,2,2,2,2,1,0,2,1,2
milkyrug604@yahoo.com,2,0,2,1,2,2,1,1,1,2,1,2,2,2,2,1,1,0,2,1,2,0
replacementrug659@gmail.com,1,1,1,2,1,2,0,1,1,0,0,2,2,0,2,2,2,2,2,2,0,2
dryspice412@gmail.com,2,1,1,2,1,1,1,0,2,1,2,2,2,2,1,2,0,1,2,2,2,1
clamyspice962@yahoo.com,2,2,1,1,1,2,0,2,1,1,1,2,2,0,1,2,1,2,2,2,2,0
dirtytide740@gmail.com,2,2,2,0,0,0,2,1,2,2,2,1,1,2,1,2,2,1,1,1,2,1
slimyshirt299@163.com,2,2,1,1,1,2,2,1,1,1,1,2,2,2,1,0,2,2,2,2,1,1
soiledjug360@yahoo.com,2,2,0,2,1,2,0,1,2,1,2,2,0,2,1,2,2,1,2,1,0,0
hotsnake274@yahoo.com,1,2,2,2,2,1,2,1,2,2,0,2,1,1,2,1,1,1,0,1,2,2
slightlycup436@yahoo.com,2,0,2,2,1,2,1,2,0,0,2,2,1,1,1,2,2,1,1,2,1,2
acientbread9@outlook.com,0,2,1,2,1,1,2,1,1,2,2,2,1,1,0,2,0,2,2,1,2,2
foundtire500@gmail.com,2,0,2,1,1,2,1,1,1,1,1,0,1,2,2,2,1,2,2,2,2,2
fishyhat971@outlook.com,2,0,2,2,1,1,2,1,1,1,1,1,0,2,2,2,2,1,1,2,2,2
newtide512@gmail.com,2,2,2,1,0,2,1,2,2,1,1,0,0,0,2,0,2,2,1,2,2,1
dailywindow783@qq.com,2,1,2,2,1,1,2,2,2,2,1,0,0,1,2,2,1,2,2,1,1,1
replacementtide600@outlook.com,1,1,1,1,2,1,1,2,2,2,1,2,2,0,2,2,2,1,0,2,1,2
replacementspice799@qq.com,2,1,1,1,2,1,2,2,1,2,1,2,1,0,2,0,1,2,2,2,2,1
soiledrug174@yahoo.com,2,2,2,0,1,0,1,2,1,0,1,2,1,2,2,1,2,2,1,1,2,2
freshyrug186@163.com,2,2,1,2,2,2,1,2,2,1,1,2,2,1,1,0,1,1,1,1,2,2
foldingcola566@outlook.com,2,2,0,1,2,2,1,2,1,2,1,2,2,0,1,1,2,1,0,2,1,2
soiledjeep158@outlook.com,1,2,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,2,1,2,2,1
fishycola451@outlook.com,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2
moistjug851@outlook.com,2,2,2,1,2,1,1,1,1,2,1,1,0,0,1,2,0,2,2,2,2,2
dailywindow99@gmail.com,2,2,1,1,2,1,0,2,2,2,1,0,2,1,1,0,1,2,2,2,0,2
fishyshack419@163.com,2,2,2,2,1,1,1,0,2,2,1,1,0,2,2,1,1,2,0,2,2,1
freshycup995@163.com,1,2,1,2,2,1,2,1,2,2,0,0,2,0,1,2,2,2,1,1,1,2
slightlyjeep112@yahoo.com,0,2,1,1,2,1,1,2,1,0,2,1,2,2,2,2,1,2,0,2,0,2
acientbread18@outlook.com,2,1,2,2,1,1,2,2,2,1,2,0,0,1,2,1,2,1,2,1,2,0
replacementshirt545@gmail.com,0,1,1,0,2,2,0,2,1,0,0,2,0,2,2,1,2,1,2,2,2,2
mostlycup968@yahoo.com,2,0,2,2,1,2,1,2,1,2,0,2,1,2,1,0,2,1,2,0,2,1
acientjeep537@163.com,2,1,2,1,2,1,0,0,0,2,1,2,1,2,1,2,2,1,2,1,2,2
coldsnake463@outlook.com,0,1,2,1,2,2,1,1,2,1,2,2,0,1,2,1,1,2,2,2,2,0
tireddrum663@163.com,1,2,1,2,2,1,2,2,2,2,2,2,0,0,2,1,1,2,1,1,1,1
soiledbike200@qq.com,2,0,1,1,2,1,1,1,1,1,1,0,2,2,2,0,2,2,2,2,2,2
soiledsub160@yahoo.com,0,0,2,2,2,2,1,0,2,1,2,0,2,0,1,2,0,1,2,2,2,1
dryjeep934@gmail.com,2,2,1,1,1,2,2,0,2,1,0,2,2,2,2,1,2,1,2,1,1,1
usedjeep164@yahoo.com,1,0,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,0,2,2,1
deepbeans875@qq.com,1,0,2,1,2,2,1,2,1,1,2,2,0,2,2,2,1,2,2,1,1,1
extrabeans516@gmail.com,1,2,2,1,2,2,2,2,2,1,1,1,2,0,2,1,1,1,1,2,1,2
drysnake204@gmail.com,2,1,2,1,2,1,1,2,2,1,2,1,2,0,2,1,2,1,1,1,2,2
foldingcola28@yahoo.com,2,2,1,2,2,2,1,2,1,1,0,2,2,2,1,1,1,1,2,1,1,2
buriedbread569@outlook.com,0,2,2,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,1,1,1,1
dailybeans457@163.com,1,2,2,1,0,2,2,2,1,2,1,2,1,0,2,1,1,2,2,2,1,0
newbread192@gmail.com,2,0,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,0,1,1,0
dailybeans981@gmail.com,2,2,2,2,1,2,1,2,1,2,1,1,1,2,1,1,0,1,2,2,1,2
