email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22
moistbeans966@163.com,1,2,2,2,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1
acientchrysler809@gmail.com,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,0,1,2,1,2,1
acientbread947@163.com,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,2,2,1
foldingwindow502@yahoo.com,1,0,2,2,2,0,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2
oldchrysler964@163.com,1,0,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,1,1,2,0,2
freshybread731@163.com,2,1,1,1,1,1,1,2,2,2,0,2,2,2,1,2,2,1,1,1,2,2
clamydrum820@outlook.com,2,2,0,2,1,2,2,2,1,2,1,2,2,2,1,0,1,0,1,1,1,2
replacementcup675@qq.com,2,1,2,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,1,1,1,1
foundwindow771@qq.com,2,0,2,2,1,2,2,0,2,1,2,2,1,2,1,2,2,1,1,1,0,1
tiredskates490@gmail.com,1,2,2,1,1,2,1,1,1,1,2,2,2,1,2,0,2,1,2,2,1,2
foundcup206@qq.com,1,1,1,2,1,2,2,1,2,0,0,2,2,0,2,2,1,1,1,2,2,2
deeprug165@outlook.com,2,0,1,2,0,1,2,1,1,2,0,2,1,2,2,1,2,2,1,2,1,2
buriedshirt699@gmail.com,1,2,1,2,2,2,1,2,1,1,2,1,1,0,1,2,2,1,2,2,2,1
foldingwindow359@outlook.com,2,0,1,2,2,1,2,0,1,2,1,1,2,2,2,2,0,1,2,2,1,1
freshysub776@163.com,2,1,2,2,2,2,2,1,2,2,1,1,0,0,1,2,2,0,1,1,2,1
usedhat751@qq.com,1,1,2,1,2,2,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,2
milkysub801@163.com,1,1,0,2,2,2,1,2,1,1,2,1,2,1,0,2,2,1,2,1,2,2
soiledspice290@163.com,1,2,1,1,2,2,1,0,1,2,1,2,2,0,2,2,2,2,1,1,0,2
extrahat856@outlook.com,2,1,2,1,1,2,1,2,2,0,1,1,2,0,1,2,1,2,2,1,2,2
moistcup595@outlook.com,2,1,2,2,1,2,1,2,2,1,1,1,2,2,2,0,0,1,2,2,0,1
clamyjug891@163.com,2,1,1,1,0,2,1,1,2,2,2,2,2,1,1,1,0,2,2,1,2,2
newchrysler620@yahoo.com,1,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,0,2,1,1,1,2
moistskates376@yahoo.com,1,1,1,0,1,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2
lostjug315@yahoo.com,2,2,2,1,1,1,1,0,2,0,2,2,0,1,2,2,1,2,1,2,2,1
coldsub442@outlook.com,1,0,2,1,2,1,2,2,2,1,0,1,0,2,2,0,1,2,2,1,2,2
hotsnake106@qq.com,2,2,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,0
replacementspice591@163.com,1,0,1,1,1,2,2,0,2,2,2,1,2,0,1,2,1,2,2,1,2,2
mostlychrysler142@qq.com,2,2,2,2,2,2,0,1,1,0,1,1,2,2,0,0,0,2,2,2,1,1
lostskates908@163.com,1,0,2,1,2,2,2,2,2,0,0,2,0,2,1,1,1,1,2,1,2,2
retiredsnake534@outlook.com,1,2,2,1,2,2,2,1,1,0,1,2,1,2,1,0,1,2,1,2,2,2
slimyhat932@yahoo.com,1,1,2,2,2,0,0,2,2,2,1,1,0,2,2,2,0,0,1,2,2,0
oldshirt546@gmail.com,1,2,1,2,2,2,1,0,1,2,1,0,2,2,0,0,2,1,2,2,2,1
slightlyrug271@yahoo.com,2,1,1,2,1,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,2,1
coldcup403@outlook.com,2,0,1,2,2,1,1,2,1,2,1,2,2,2,2,0,1,1,1,1,2,2
foundhat698@outlook.com,2,2,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,1,1,1,2,1
replacementskates777@yahoo.com,2,1,2,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,0,1
retiredblanket121@163.com,2,1,1,1,0,0,2,2,2,2,1,1,2,2,2,0,0,2,2,1,1,2
slightlywindow776@yahoo.com,1,2,1,2,1,2,2,0,2,2,2,1,1,2,1,0,2,2,1,0,1,2
foldingcola566@outlook.com,2,2,1,1,2,2,1,2,0,2,1,2,2,1,0,0,2,0,1,2,1,2
foundshack343@gmail.com,1,0,2,1,2,2,1,2,1,2,2,1,2,1,1,2,1,1,1,2,2,2
extraskates390@qq.com,2,2,1,1,2,2,2,1,2,2,2,0,1,1,2,0,1,2,1,1,1,2
foldingjeep939@qq.com,2,2,2,2,0,2,2,2,1,0,1,1,2,1,2,0,1,0,2,2,1,1
dailyspice289@gmail.com,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,0,1,2,1,2
mostlyjug823@yahoo.com,1,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1
extrahat650@yahoo.com,2,2,1,2,2,2,1,1,2,1,2,2,1,0,1,2,0,1,2,2,0,1
foldingtire722@163.com,2,1,1,2,2,1,2,1,1,0,2,2,2,1,0,1,2,2,2,2,1,1
soiledsub425@163.com,2,2,1,2,1,1,2,2,1,0,1,1,1,0,2,2,0,1,2,2,2,2
fishyshoes979@qq.com,1,1,1,1,0,2,2,2,1,2,2,1,2,2,0,2,2,1,2,1,2,1
acienthat353@yahoo.com,1,2,2,1,0,2,1,2,2,2,2,2,1,2,2,2,0,0,1,1,1,1
buriedbeans746@yahoo.com,1,1,1,2,2,2,1,2,2,2,1,1,2,1,0,2,1,2,2,1,1,2
tiredbeans817@gmail.com,2,2,1,2,1,1,2,2,1,0,2,2,2,2,2,1,2,0,1,1,1,1
newshoes633@163.com,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,0,0,2,2,2,2,1
replacementcola583@163.com,1,0,2,2,2,2,1,1,2,0,1,2,1,2,1,1,2,2,1,2,1,2
acientskates970@gmail.com,2,2,0,1,0,2,1,1,2,2,1,2,1,1,2,2,0,1,1,2,2,2
extraskates465@qq.com,2,0,2,2,2,1,1,2,2,1,2,1,2,1,2,1,1,0,1,1,2,2
coldbread793@gmail.com,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,2,1,0,1,1,2,1
dryblanket964@gmail.com,2,2,1,1,0,0,1,1,2,1,2,1,2,2,2,0,0,2,2,2,2,1
hotcup894@163.com,1,0,1,1,0,2,1,2,2,2,2,1,2,1,1,0,2,2,2,2,1,2
foldinghat486@outlook.com,1,2,1,1,1,2,1,2,2,2,2,1,2,0,2,1,1,2,2,1,2,1
foundrug2@yahoo.com,2,1,1,2,1,2,1,0,2,1,2,2,1,2,1,2,1,1,2,2,1,2
slightlyjeep732@163.com,2,1,1,1,1,1,1,2,2,2,2,2,0,0,2,0,1,2,2,2,2,1
mostlychrysler381@qq.com,1,0,2,1,2,2,2,1,1,2,2,1,2,2,1,0,0,2,2,2,0,1
milkyrug473@yahoo.com,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,0,2,2,2,2
retiredchrysler146@outlook.com,1,2,2,2,0,2,0,1,2,1,2,2,2,1,1,2,2,1,1,1,1,2
dailyblanket972@163.com,1,2,1,1,2,1,1,1,2,2,0,2,2,2,0,2,0,0,1,2,2,2
slightlytire383@qq.com,1,2,1,1,1,2,0,2,2,2,2,2,2,1,0,2,1,1,1,2,1,2
oldhat392@163.com,2,2,2,2,2,1,1,0,1,2,2,0,1,2,0,0,2,0,2,2,1,1
oldcola533@yahoo.com,2,1,2,2,2,1,1,2,1,2,2,0,0,2,1,1,2,1,2,0,1,2
replacementsnake366@gmail.com,1,1,2,2,2,1,1,1,1,0,0,2,2,2,2,2,0,2,2,1,0,2
hotwindow293@gmail.com,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,0,0,2,2,2,2,2
soiledjeep158@outlook.com,1,2,1,2,2,1,1,2,2,2,1,1,2,1,2,0,0,2,1,2,2,1
freshywindow51@outlook.com,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,1,1,1
buriedbread569@outlook.com,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,0,2,2,1,1,1,1
hotshirt172@qq.com,2,1,0,2,2,2,2,1,2,0,2,1,1,1,1,0,2,2,1,2,2,0
clamyshirt749@163.com,1,1,2,1,2,1,1,0,2,2,2,1,2,2,2,1,1,2,1,2,2,1
milkyshoes505@gmail.com,2,2,1,2,2,1,2,2,2,1,1,2,1,0,2,2,1,0,1,2,1,1
deeptire735@gmail.com,2,2,2,1,0,1,2,2,1,0,2,2,0,2,2,1,1,1,0,2,2,1
fishyjug865@163.com,1,1,2,2,1,2,1,1,2,0,1,2,0,2,2,1,2,2,2,2,1,1
usedrug746@outlook.com,2,2,2,2,0,2,0,2,1,1,2,1,1,2,0,2,1,1,1,2,1,2
drychrysler511@gmail.com,1,0,1,0,0,1,0,1,2,0,2,2,2,2,2,2,2,2,1,2,1,2
fishybeans673@163.com,2,1,1,2,1,2,1,2,1,2,2,1,2,1,1,1,0,2,2,2,2,1
mostlyrug473@gmail.com,1,1,1,2,2,2,1,2,2,2,1,1,0,2,2,2,2,1,2,1,1,1
acientbike144@yahoo.com,2,1,2,0,0,2,2,2,2,1,2,1,2,2,0,1,2,1,2,1,1,1
soiledtire703@163.com,2,2,0,1,2,2,1,2,2,2,2,2,1,2,0,0,1,0,1,0,2,1
acientcup466@gmail.com,2,0,1,1,2,2,1,2,1,2,0,2,1,1,1,2,2,2,2,2,0,1
lostjeep796@gmail.com,2,2,2,0,1,1,1,0,1,1,1,2,2,2,2,0,1,2,2,2,2,1
clamybeans775@outlook.com,1,2,1,1,0,2,1,2,2,2,2,2,2,0,1,1,2,1,1,1,2,2
milkybeans665@163.com,2,0,2,1,2,1,0,2,2,0,1,1,2,0,2,0,1,2,2,2,2,1
foundtide219@qq.com,2,2,1,1,1,0,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1,1
dirtyspice38@163.com,0,1,2,2,2,1,1,0,1,2,2,1,1,2,2,1,1,1,2,2,2,2
dirtysub599@163.com,2,2,1,2,1,1,2,1,2,1,2,0,2,0,2,2,1,2,1,1,1,2
clamywindow857@yahoo.com,1,1,1,1,2,2,1,2,2,2,1,2,1,0,1,2,1,2,2,1,2,2
newwindow185@outlook.com,2,1,2,2,2,2,0,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1
hotbike143@outlook.com,2,1,2,1,1,1,1,2,1,0,0,2,2,2,2,1,1,2,2,2,2,1
hotwindow664@163.com,1,2,2,1,0,2,2,1,1,2,2,1,2,2,0,0,0,0,2,2,1,2
coldsnake463@outlook.com,1,1,2,1,2,2,1,0,2,1,2,2,1,1,2,0,1,2,2,2,2,1
drywindow184@qq.com,2,2,2,1,2,2,1,2,1,1,2,2,1,0,0,2,2,0,1,1,1,2
coldcup141@qq.com,1,2,1,2,0,2,1,1,2,1,2,2,1,0,1,2,2,2,2,1,1,2
milkyshoes757@yahoo.com,1,2,2,0,2,2,2,1,2,2,1,1,2,2,0,0,2,1,2,0,0,1
acienttide795@yahoo.com,2,1,2,2,1,0,2,2,2,2,1,1,2,2,1,2,1,0,2,0,0,1
fishytide407@gmail.com,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2,1,1,2,2,1
foundhat579@gmail.com,2,1,2,2,0,2,1,0,2,1,1,2,1,2,2,2,0,2,1,1,1,2
dryrug490@yahoo.com,1,1,1,0,2,1,2,2,2,0,2,1,2,1,0,2,2,2,0,2,1,2
clamysnake136@163.com,1,1,1,1,2,2,1,2,1,2,2,0,0,2,1,2,2,2,1,2,1,2
slimycup961@163.com,2,1,1,1,2,2,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2
soiledwindow838@yahoo.com,1,1,0,2,2,1,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,1
oldspice866@163.com,1,2,1,2,0,0,1,2,2,1,1,2,1,2,2,0,2,2,1,2,1,2
retiredtide337@outlook.com,0,1,2,1,2,1,1,1,0,2,1,1,2,2,2,2,1,2,2,2,1,2
acientshoes397@163.com,2,2,1,1,2,1,1,0,2,1,2,2,2,2,2,1,0,2,1,2,0,1
dailyspice313@gmail.com,1,2,2,2,2,0,1,2,1,2,1,1,2,1,2,0,2,1,1,2,1,2
mostlyspice127@gmail.com,2,1,2,1,2,1,2,2,2,1,2,1,1,0,1,2,2,2,1,2,0,1
foldingbike830@outlook.com,1,1,2,2,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2,1
retiredrug224@qq.com,2,2,2,1,0,1,1,0,1,0,2,1,2,0,0,2,1,2,2,2,2,2
hotrug940@gmail.com,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,2
extrashoes592@yahoo.com,1,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,0,2,1,1,2
freshydrum27@qq.com,2,2,2,1,2,1,1,1,2,0,2,1,2,2,1,2,2,1,2,1,1,1
usedjeep619@outlook.com,2,2,0,2,2,2,1,1,1,2,2,1,1,0,1,2,2,2,1,1,1,2
foldingskates420@gmail.com,1,2,2,1,1,0,2,1,2,2,2,2,2,2,1,1,1,2,1,1,2,1
freshytide614@gmail.com,1,1,1,2,1,2,2,2,1,2,1,1,2,0,1,2,2,1,2,1,2,2
slightlyshirt196@outlook.com,2,2,1,2,2,1,2,2,1,0,2,1,1,2,1,0,2,0,1,2,2,1
soiledcup851@outlook.com,2,1,1,2,1,2,1,2,2,2,0,2,0,2,1,2,0,0,1,0,2,2
foldingdrum2@163.com,1,2,2,2,0,1,2,2,1,1,1,1,2,1,2,1,2,0,2,1,2,2
fishytire372@gmail.com,2,1,2,2,1,1,2,1,1,1,1,2,0,1,2,2,2,2,2,1,2,1
clamyblanket565@outlook.com,2,0,2,1,2,2,1,2,1,2,2,1,0,2,2,0,2,1,2,1,1,1
tiredhat748@yahoo.com,1,2,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1
soiledbike20@gmail.com,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,2,0,2,2,2,2,0
retiredcola606@qq.com,2,2,1,2,2,2,1,0,2,1,1,2,2,2,1,0,1,2,1,1,2,1
acientsnake134@outlook.com,2,2,1,2,0,1,2,2,2,1,2,2,1,1,2,0,1,0,2,2,1,1
deephat767@qq.com,1,2,2,0,1,1,2,2,1,2,1,2,2,1,1,2,1,0,2,1,2,2
deepblanket891@outlook.com,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,0,2,2,1,2,2,2
usedcola500@yahoo.com,2,0,2,1,1,1,2,1,2,1,2,2,2,1,1,0,2,2,2,1,2,1
hotrug368@outlook.com,2,0,2,2,0,0,2,1,1,2,0,2,1,2,1,2,1,2,1,1,2,2
soiledsnake93@qq.com,1,2,2,1,0,2,1,0,2,2,2,1,1,1,1,2,2,2,1,1,2,2
tiredbread440@163.com,2,1,1,2,2,1,1,0,2,2,2,2,0,1,2,1,1,2,2,1,2,1
usedbike751@qq.com,2,1,2,1,2,2,1,2,1,2,1,0,2,1,1,2,2,1,2,1,2,1
replacementshoes137@outlook.com,2,1,2,1,0,2,2,2,1,2,2,2,1,1,1,1,2,0,1,2,1,2
slimycup306@yahoo.com,2,2,2,0,2,2,1,2,1,2,0,2,1,1,2,1,0,0,1,1,2,2
lostjug455@outlook.com,1,1,2,2,2,2,2,1,2,2,2,1,0,2,1,0,2,1,2,1,1,0
foldingskates208@gmail.com,2,1,1,2,2,2,1,1,1,2,2,1,2,2,1,0,2,0,2,2,1,1
dryjug879@yahoo.com,2,2,1,1,2,2,1,0,2,1,1,2,1,1,1,1,1,2,2,2,2,2
replacementshack38@163.com,2,2,1,2,1,2,2,2,1,1,1,1,1,2,1,0,2,2,2,1,1,2
tiredrug873@163.com,2,1,1,1,1,1,2,0,2,1,2,2,1,2,1,2,2,1,1,2,2,2
hotspice38@yahoo.com,1,1,1,1,0,2,2,2,1,2,2,0,2,1,2,0,0,2,1,2,2,2
extraspice861@outlook.com,2,2,2,2,0,1,1,2,1,0,1,2,0,2,1,2,1,2,1,2,1,2
foldingblanket123@qq.com,2,2,2,1,2,1,2,0,2,0,2,1,2,2,1,1,1,2,1,2,1,1
moistsnake997@163.com,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,2,1,1,2,1,0,1
slightlysub732@qq.com,2,1,1,2,1,0,2,1,2,2,2,2,1,2,1,1,2,2,1,1,2,1
slightlybread907@outlook.com,1,2,1,1,1,2,2,1,1,2,0,2,2,2,2,1,1,2,1,2,2,1
deepsnake659@163.com,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,0,0,0,1,1,2,1
retiredskates875@outlook.com,2,1,1,1,2,1,1,2,1,2,2,2,1,2,1,2,0,2,1,2,1,2
lostdrum416@163.com,2,1,2,1,1,1,2,2,2,0,1,2,2,1,1,2,2,1,2,1,2,1
newshack421@163.com,2,2,2,1,1,2,1,0,1,2,2,2,1,1,2,2,1,2,1,2,0,1
foundbread558@outlook.com,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,0,1,1,1,1
hotbike829@163.com,1,2,2,2,2,1,2,1,1,2,2,2,1,1,1,1,1,0,0,2,2,2
slimyshirt299@163.com,2,2,1,1,0,2,2,1,1,1,0,2,2,2,1,0,2,2,2,2,1,1
coldtire810@yahoo.com,1,1,2,2,2,1,1,2,1,2,0,1,2,1,2,2,2,2,1,1,1,2
buriedjeep883@163.com,1,2,2,2,1,2,1,2,2,1,2,2,1,1,1,2,1,1,1,2,2,1
slimydrum148@outlook.com,2,2,2,2,0,0,1,2,2,0,2,2,1,1,1,1,0,0,1,2,2,2
replacementshack840@outlook.com,2,2,2,1,2,1,1,1,2,1,0,2,2,1,2,2,0,1,2,2,1,1
mostlyshack522@163.com,2,2,2,0,1,1,1,0,2,1,2,1,2,1,2,2,0,1,2,1,2,2
dirtydrum199@163.com,2,1,1,1,1,1,2,2,1,2,0,2,0,2,2,2,0,2,1,2,0,2
deeprug481@qq.com,2,2,1,2,2,2,2,2,1,1,2,1,0,0,0,2,2,0,1,1,0,2
oldsub951@163.com,1,1,1,2,2,2,0,2,1,0,2,1,1,2,2,2,1,2,1,0,2,2
slightlywindow471@gmail.com,2,0,1,1,2,1,2,2,2,0,1,2,2,1,0,2,0,2,2,2,1,1
usedspice635@gmail.com,2,2,1,1,2,1,1,1,2,2,1,2,0,1,2,2,1,2,1,1,2,2
replacementtide904@outlook.com,2,1,2,0,2,2,1,2,2,2,1,2,2,1,1,1,2,1,1,2,0,1
deepskates63@qq.com,0,1,1,2,2,2,2,2,1,1,0,1,2,0,1,0,2,2,1,2,2,2
replacementwindow606@outlook.com,2,2,2,1,1,1,2,1,1,2,0,1,2,0,1,0,2,2,2,2,2,1
foundbeans7@163.com,2,2,1,2,1,2,2,2,2,1,0,2,0,1,0,0,1,2,1,2,1,2
hottide136@yahoo.com,2,1,2,1,2,1,2,2,1,2,2,1,1,1,1,2,0,2,2,2,1,1
moistwindow929@outlook.com,2,1,2,2,1,2,1,2,1,1,2,0,1,2,1,0,2,2,1,1,2,2
milkytire691@qq.com,1,1,2,1,1,2,0,0,1,2,2,1,2,1,2,0,2,2,2,2,0,2
tiredtire843@163.com,2,2,2,1,0,1,2,0,2,2,2,1,1,0,1,2,2,2,1,2,1,1
deepdrum298@yahoo.com,2,1,2,2,2,1,1,2,0,1,2,1,1,2,2,2,0,1,1,2,1,2
clamyskates705@yahoo.com,1,2,2,0,1,1,0,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2
oldchrysler227@outlook.com,2,2,2,1,1,2,1,1,2,2,2,1,1,0,2,1,1,2,1,2,0,2
foldingsnake605@163.com,1,1,2,2,0,2,1,2,2,0,2,1,2,1,2,1,1,2,1,2,1,2
extrawindow760@gmail.com,1,1,1,2,0,2,2,2,2,1,2,0,1,2,1,2,1,2,2,2,1,1
coldcup974@outlook.com,1,2,2,2,1,2,2,2,1,0,2,2,1,1,1,2,2,1,1,1,1,2
slimyjeep659@qq.com,2,2,0,1,0,0,1,1,2,0,2,1,2,2,2,2,0,2,1,2,2,1
dailybeans459@qq.com,1,2,1,1,2,2,2,1,1,0,0,2,2,1,2,0,1,2,2,1,2,2
lostsub509@yahoo.com,2,1,2,2,1,1,2,2,2,2,1,1,1,2,2,1,1,0,1,1,2,2
freshybread765@outlook.com,1,1,1,2,1,1,1,1,2,2,0,2,2,1,1,2,2,2,2,1,2,2
usedbread568@163.com,2,2,1,1,1,2,1,2,0,2,2,0,2,2,2,0,0,2,1,1,1,2
hotblanket968@163.com,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2
lostrug937@outlook.com,2,1,1,2,1,2,2,1,2,1,2,2,0,0,0,2,1,2,2,1,0,2
slightlychrysler303@163.com,2,1,1,2,0,1,0,1,2,0,2,1,2,2,1,2,2,2,2,1,2,1
lostbread363@gmail.com,2,0,2,2,1,2,1,2,2,1,0,1,2,0,1,2,1,2,1,1,2,2
acientcup238@outlook.com,0,2,2,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,2,1,2,1
deepshack879@outlook.com,2,2,2,2,2,1,0,0,1,1,0,2,1,0,1,2,2,2,2,1,1,2
foldingchrysler517@qq.com,1,1,1,1,2,1,2,0,1,0,2,1,2,2,1,2,2,1,2,2,2,2
slimybeans511@qq.com,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,1,1,2,1,1,2
soiledskates976@163.com,2,1,1,2,2,1,1,1,1,2,2,1,2,1,2,0,2,2,2,2,1,1
milkybread750@gmail.com,2,1,2,2,2,1,1,2,2,2,0,2,0,2,2,0,1,1,1,1,1,2
soiledrug889@gmail.com,1,2,1,2,0,2,1,2,1,2,2,2,1,1,2,2,2,1,2,1,0,1
dryspice502@gmail.com,2,1,2,2,2,1,2,1,0,0,1,2,2,2,1,2,2,1,2,1,1,1
mostlyrug152@qq.com,2,2,2,2,1,1,1,2,0,0,1,2,0,2,2,2,1,2,1,2,1,1
tiredshack292@gmail.com,2,2,2,2,0,2,1,2,1,2,1,2,2,1,2,0,0,1,1,0,0,2
mostlycup475@outlook.com,2,2,1,2,2,1,1,2,2,2,1,2,2,1,1,2,0,2,1,1,1,1
retiredshoes923@163.com,1,2,2,2,1,1,1,0,2,1,2,1,1,2,1,2,0,1,2,2,2,2
moistcola199@qq.com,2,1,2,2,2,1,2,0,2,1,2,1,2,2,2,2,0,0,1,1,0,1
oldsnake346@yahoo.com,1,1,1,2,2,2,2,1,2,1,1,1,0,1,2,0,2,2,2,2,1,2
slimycola683@outlook.com,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2
oldchrysler712@gmail.com,2,2,2,1,1,2,1,2,1,2,1,2,2,0,2,0,2,2,1,1,1,0
milkytide458@163.com,1,0,1,2,0,1,2,1,2,2,1,2,2,2,2,1,1,2,1,2,1,2
dirtywindow48@qq.com,1,2,1,0,2,2,2,2,1,2,1,1,2,0,2,1,1,0,2,1,2,2
extrasnake663@gmail.com,2,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2
mostlycola126@yahoo.com,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,0,2,1
fishyblanket703@gmail.com,1,2,2,1,0,1,2,2,1,2,1,2,1,2,1,2,2,0,2,1,1,2
dailywindow783@qq.com,2,0,2,2,1,0,2,2,2,2,1,1,1,1,2,2,1,2,2,0,1,1
milkywindow853@yahoo.com,2,1,2,2,2,1,1,2,1,0,2,2,1,2,2,2,2,1,1,1,1,1
fishydrum599@163.com,1,1,2,1,1,2,1,2,2,2,1,2,0,2,0,2,2,1,1,2,2,1
drydrum859@outlook.com,2,2,2,0,0,0,1,2,2,1,0,2,1,2,2,2,0,0,1,2,0,2
slightlyhat250@gmail.com,2,1,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2
usedtide801@yahoo.com,2,1,0,2,0,1,1,0,1,2,2,2,2,2,0,0,2,2,1,2,2,1
freshyskates489@yahoo.com,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,0,2,2,2,2,1,2
foldingshoes858@qq.com,2,0,2,2,1,1,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1
mostlyshoes535@gmail.com,1,0,1,2,2,2,1,1,2,1,2,2,1,2,1,0,0,2,1,2,2,2
newspice843@gmail.com,2,1,1,2,1,1,2,2,2,0,2,1,2,2,1,1,2,2,2,0,0,1
newshirt132@yahoo.com,0,2,2,2,0,1,1,0,1,1,2,1,2,2,2,2,1,0,2,1,2,2
slimywindow631@163.com,2,1,2,1,0,2,1,1,1,1,2,2,2,2,2,1,2,1,2,1,2,1
lostskates238@qq.com,2,2,2,2,0,2,2,0,1,0,2,1,2,2,0,0,2,0,2,1,0,1
extrabike590@outlook.com,1,0,1,1,2,2,1,2,2,2,2,1,2,1,1,2,0,1,2,2,0,2
losthat840@qq.com,1,1,2,2,0,1,2,1,1,2,2,0,1,2,1,1,2,2,2,2,0,2
hotskates95@qq.com,2,1,2,1,2,2,1,1,2,2,0,0,2,2,1,2,1,0,1,2,1,2
moistcola824@gmail.com,1,1,1,1,0,2,2,1,1,2,2,2,2,1,1,2,0,1,2,2,2,2
freshyspice204@outlook.com,1,1,1,1,1,1,2,0,2,2,1,2,2,1,2,0,0,2,2,2,2,2
mostlyblanket953@163.com,2,1,1,1,1,2,1,2,2,0,0,2,2,1,2,2,2,1,1,2,2,1
drysnake580@gmail.com,1,1,1,2,1,2,2,1,2,1,1,2,1,2,2,0,1,2,2,1,2,2
soiledcola253@163.com,2,1,1,2,2,2,1,2,2,1,1,0,2,1,2,0,0,2,1,1,2,2
acientblanket702@qq.com,2,0,2,2,2,2,2,2,2,0,1,1,1,2,0,0,0,2,1,1,2,1
newjeep444@outlook.com,1,2,2,0,1,1,1,2,2,1,2,2,1,2,2,0,2,1,1,0,2,2
hotspice48@qq.com,2,1,1,1,1,2,1,2,2,1,2,2,2,0,2,2,1,0,2,1,2,1
slimyshack348@163.com,2,2,2,1,0,1,1,2,2,0,1,2,2,1,2,1,2,1,1,2,2,0
mostlyblanket933@yahoo.com,2,1,2,2,2,2,2,2,2,1,1,1,2,0,1,1,1,0,1,1,2,2
dailyshoes209@163.com,1,1,2,1,0,2,2,2,1,1,2,1,2,0,2,2,0,0,2,2,2,1
newsnake440@gmail.com,0,0,1,2,0,1,2,0,2,1,2,2,2,2,1,2,1,1,1,2,2,2
foldingshack729@gmail.com,2,0,1,1,0,1,1,2,2,2,1,1,2,2,2,0,2,2,1,2,1,2
usedcup447@yahoo.com,1,1,2,1,2,1,2,1,2,1,1,1,1,2,2,1,2,2,1,2,2,2
soiledbread354@gmail.com,2,2,1,2,0,1,1,2,1,2,2,2,1,2,1,2,1,2,1,0,0,2
foundjeep958@gmail.com,1,2,2,1,0,1,2,2,2,1,2,1,1,0,2,0,2,1,2,2,1,2
buriedshoes758@outlook.com,2,2,1,2,2,2,1,1,2,1,0,2,1,1,1,0,0,2,2,2,1,2
olddrum822@gmail.com,2,2,1,2,1,2,1,2,2,2,0,1,2,2,0,2,2,1,1,1,0,1
mostlyspice474@yahoo.com,2,2,1,1,2,1,1,2,1,1,2,2,2,1,2,2,2,0,1,2,1,1
soiledshack984@163.com,1,0,1,1,1,0,2,2,2,2,1,0,2,1,2,2,2,1,1,2,2,2
dailyshoes233@gmail.com,2,0,2,1,2,2,2,2,2,1,0,2,0,1,2,0,0,0,2,0,2,1
freshytire380@163.com,2,1,1,2,1,2,1,2,1,2,2,1,2,2,1,2,1,1,2,0,2,1
