email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
retiredblanket962@yahoo.com,2,2,2,0,2,0,2,1,0,2,2,1,1,0
acienthat377@qq.com,1,2,2,2,2,1,1,2,1,1,0,1,2,2
milkychrysler100@gmail.com,1,2,2,1,1,1,2,2,2,2,1,1,2,1
foldingsnake113@yahoo.com,2,2,1,1,2,1,2,2,2,1,2,1,0,1
mostlywindow259@qq.com,2,1,1,1,2,0,2,2,2,0,0,1,2,2
buriedskates672@outlook.com,1,2,2,2,2,2,1,1,1,1,0,1,2,2
deepbread26@qq.com,1,1,2,2,1,2,0,1,1,2,2,2,1,2
oldrug449@qq.com,2,1,1,2,1,2,0,1,2,1,2,2,2,0
dailyjug835@163.com,1,0,2,2,1,2,0,2,0,2,2,0,2,0
slightlyshoes531@qq.com,2,1,1,2,1,1,2,1,1,1,2,2,2,2
oldsnake346@yahoo.com,1,1,1,2,2,2,2,1,2,1,2,1,1,2
extraspice708@qq.com,2,2,2,1,1,1,0,2,2,1,2,2,1,1
mostlyblanket918@163.com,2,1,1,2,1,0,0,1,2,2,2,1,2,2
clamyjug891@163.com,2,1,1,1,1,0,2,2,2,1,2,0,2,2
moisttire840@outlook.com,2,1,1,1,2,1,1,1,2,1,2,2,2,2
dailysnake442@outlook.com,1,2,1,2,1,2,2,1,0,1,1,2,2,2
usedsnake976@gmail.com,2,1,2,1,2,1,0,2,1,2,2,2,0,1
hotbike959@outlook.com,1,1,2,1,2,1,1,2,2,1,2,2,2,1
dirtywindow798@qq.com,1,2,2,1,2,2,1,1,2,2,1,1,1,2
acienthat353@yahoo.com,1,2,2,1,1,2,1,2,2,2,2,1,1,1
soiledhat544@outlook.com,2,2,1,1,2,1,2,1,1,0,1,2,2,2
usedcup447@yahoo.com,1,1,2,1,2,1,1,2,2,2,0,2,1,2
replacementshoes137@outlook.com,1,2,1,2,1,0,2,2,1,2,0,2,1,2
freshytide12@gmail.com,0,2,1,2,2,1,2,1,1,2,2,2,1,1
drydrum859@outlook.com,2,2,2,2,2,2,0,1,0,0,0,0,1,2
deepchrysler238@outlook.com,1,1,1,1,2,2,1,2,2,2,0,2,1,2
foldingrug539@yahoo.com,2,2,1,1,1,0,0,1,2,2,1,2,2,2
soiledshack984@163.com,1,1,1,1,2,0,2,2,2,1,0,2,2,2
extrasnake821@qq.com,2,2,2,1,0,1,1,1,0,2,2,2,1,2
slimybread27@qq.com,1,2,1,2,2,1,2,2,0,2,1,1,2,0
dryblanket964@gmail.com,2,2,0,1,1,1,0,2,0,2,2,2,1,2
slimycup961@163.com,2,1,1,2,1,1,2,2,2,1,2,1,2,1
foldingblanket123@qq.com,1,2,2,1,2,0,2,2,1,1,0,2,2,0
coldblanket498@qq.com,1,1,2,2,1,2,1,1,2,1,1,2,2,2
slimyhat932@yahoo.com,2,2,2,1,2,2,0,1,1,1,2,0,2,1
slimywindow631@163.com,2,2,2,1,1,0,2,2,2,1,0,1,2,0
foundbeans91@163.com,1,2,2,2,1,2,2,1,2,1,2,0,1,0
coldbread793@gmail.com,2,2,1,2,1,2,1,0,2,1,2,1,1,2
fishyjug479@qq.com,1,1,2,2,1,2,1,2,1,2,2,1,1,2
dailyshoes209@163.com,1,1,2,2,1,1,0,1,2,2,1,2,2,2
milkywindow853@yahoo.com,2,1,2,2,2,0,0,1,0,2,2,2,1,0
lostsub349@gmail.com,2,2,0,1,2,1,2,2,2,1,0,0,1,2
soiledshirt718@outlook.com,2,2,1,1,2,1,0,1,2,2,1,2,1,2
fishybeans629@qq.com,1,1,2,1,2,2,2,2,0,2,1,2,1,1
lostshack328@gmail.com,2,1,2,1,2,2,2,2,1,1,0,1,2,0
deepblanket548@outlook.com,1,1,1,1,2,2,2,2,1,2,1,1,2,2
coldskates556@163.com,1,1,2,1,1,2,0,2,2,2,0,2,1,2
dailyshoes843@qq.com,2,1,1,2,2,2,0,2,0,2,1,1,1,2
clamyshirt500@qq.com,1,1,2,1,2,2,2,2,1,2,1,1,2,1
lostsub932@163.com,2,1,2,1,2,1,2,2,1,2,1,1,2,1
dailyhat217@qq.com,2,1,2,1,2,2,2,1,1,1,1,2,2,1
lostdrum416@163.com,2,1,2,1,1,2,2,1,0,2,2,1,2,0
replacementcup675@qq.com,2,1,2,2,2,0,0,1,2,2,2,1,1,1
dailybeans457@163.com,0,2,2,1,1,2,1,2,2,0,2,2,1,1
newjeep444@outlook.com,1,2,1,1,2,2,1,2,1,2,1,1,2,2
newshack421@163.com,2,2,1,1,2,1,2,1,2,1,2,2,0,1
foundshack747@outlook.com,2,1,2,2,1,2,1,1,0,1,2,1,2,2
acientrug266@gmail.com,1,1,2,2,1,2,0,2,2,1,1,2,2,1
buriedjug927@qq.com,2,1,2,2,1,0,2,1,0,2,2,1,2,0
fishybread363@yahoo.com,2,1,1,2,2,1,2,2,0,2,1,1,1,2
deephat767@qq.com,1,2,2,0,1,2,0,1,2,1,2,2,1,2
oldhat392@163.com,2,1,1,2,2,1,0,2,2,0,1,2,2,0
acientspice189@163.com,2,1,2,2,1,2,2,1,2,1,2,0,1,0
acientjug849@gmail.com,2,2,0,1,2,0,2,1,1,2,2,2,0,1
newbread855@163.com,1,1,0,2,1,2,2,2,2,2,2,1,1,1
foldingtire66@outlook.com,2,0,1,1,2,1,2,1,1,2,2,2,2,1
lostshoes128@163.com,1,2,2,0,2,1,2,1,1,0,2,2,1,2
acientsub492@gmail.com,2,2,1,1,1,1,0,2,0,2,1,2,2,2
dailytire198@qq.com,2,2,2,1,1,2,0,1,2,0,2,0,1,2
coldblanket679@outlook.com,1,1,2,2,1,2,1,2,2,1,2,0,1,2
foundsnake177@163.com,1,1,2,1,2,2,0,1,2,2,0,2,0,2
foundwindow771@qq.com,2,1,2,1,2,2,0,2,1,2,2,1,1,0
freshywindow51@outlook.com,1,2,2,1,0,2,0,2,2,1,2,2,1,1
soiledbike119@outlook.com,0,1,1,1,2,1,2,2,2,2,2,0,1,2
foundspice938@yahoo.com,1,1,1,1,2,0,1,2,2,2,2,2,1,2
slightlycup6@qq.com,2,1,2,1,2,2,0,2,0,2,0,2,1,1
acientwindow492@gmail.com,0,2,2,0,2,2,1,2,1,1,1,1,2,2
extrajeep354@qq.com,1,1,1,1,1,2,2,1,2,2,0,2,2,2
newtire896@gmail.com,1,1,2,2,2,2,0,2,1,2,1,1,2,1
dryhat911@yahoo.com,1,1,2,2,1,0,2,2,2,2,0,2,0,1
deepsub474@yahoo.com,1,1,2,0,2,2,2,2,1,1,1,1,2,2
deeptire624@163.com,1,1,2,2,1,0,2,1,0,2,1,2,2,2
buriedcup310@outlook.com,2,1,2,2,1,2,2,1,1,1,2,1,2,1
replacementspice799@qq.com,2,1,2,1,1,1,0,2,2,2,2,2,0,1
slightlycup436@yahoo.com,2,1,2,2,1,1,0,2,1,0,2,2,1,2
usedbike751@qq.com,0,2,1,2,1,2,0,2,2,1,2,1,2,1
milkyrug473@yahoo.com,0,2,1,2,1,1,1,2,2,1,0,2,2,2
drychrysler511@gmail.com,1,1,0,0,1,2,2,2,2,2,0,2,1,2
foldingsnake99@qq.com,0,1,1,2,2,1,2,2,2,0,2,1,1,2
clamyshack993@163.com,1,2,2,2,1,1,1,1,1,1,2,2,2,2
foldingchrysler304@outlook.com,2,2,1,1,1,2,2,2,2,1,0,0,2,0
lostbread363@gmail.com,2,1,2,1,2,1,2,2,1,2,2,1,1,1
deepcup89@qq.com,1,1,1,1,2,2,1,2,1,2,0,2,2,2
slightlytide309@yahoo.com,2,1,2,1,1,2,1,2,2,2,1,2,1,0
dryjeep45@163.com,2,2,2,2,2,0,0,1,1,1,2,2,1,1
extrabread553@qq.com,1,1,2,1,1,1,2,1,2,2,2,1,2,2
dailywindow454@yahoo.com,2,2,2,1,2,0,1,1,1,2,1,2,2,1
slightlycup715@gmail.com,1,2,1,2,1,1,2,2,2,1,1,2,1,2
foldingspice737@gmail.com,2,2,1,1,1,2,0,1,2,2,2,1,0,2
replacementshoes36@gmail.com,0,1,0,2,2,0,0,1,1,2,2,2,2,2
tiredtire285@yahoo.com,2,1,2,1,1,2,2,2,0,2,1,2,1,1
freshybread765@outlook.com,1,1,0,1,1,0,1,2,2,2,2,2,2,2
lostskates583@163.com,2,1,2,2,2,1,2,1,1,1,1,2,1,2
tiredbread440@163.com,2,1,2,2,1,1,2,1,1,2,0,2,2,1
oldtide62@qq.com,2,2,1,0,1,1,0,2,2,1,2,2,1,2
slimytire237@gmail.com,2,2,2,2,1,1,0,2,0,1,2,2,1,0
acientshoes215@outlook.com,2,1,1,2,1,2,2,1,2,2,0,0,2,1
foundsub142@qq.com,1,1,2,2,1,0,0,2,2,1,2,2,1,2
slightlyjeep112@yahoo.com,1,1,0,2,2,0,2,2,0,2,1,2,2,1
clamydrum820@outlook.com,2,2,1,2,1,2,2,2,1,1,1,1,1,2
milkyblanket221@qq.com,2,1,1,2,2,1,2,2,0,0,2,2,1,1
slightlycup586@163.com,1,2,2,2,2,1,2,1,2,1,1,0,2,0
freshycola108@qq.com,2,2,2,1,1,2,1,1,0,2,0,2,1,2
dirtydrum825@gmail.com,1,1,1,2,1,2,2,1,0,2,2,2,2,1
replacementsub351@qq.com,1,2,1,1,2,2,2,2,0,2,0,1,2,1
extraskates390@qq.com,1,2,1,1,1,2,2,2,2,2,1,1,0,2
foundchrysler353@gmail.com,2,2,2,1,2,2,0,2,1,2,1,0,1,1
moistspice387@qq.com,0,1,0,1,1,1,2,2,2,1,2,2,2,2
fishydrum599@163.com,1,1,1,1,1,2,2,2,1,2,2,1,2,2
clamyjug699@163.com,2,2,1,1,1,2,0,2,0,0,2,2,2,1
mostlycup976@qq.com,2,2,2,1,1,0,2,2,2,1,0,1,2,0
moistsnake997@163.com,2,2,0,2,1,2,2,2,0,2,1,1,1,0
hotblanket968@163.com,1,2,1,1,1,2,2,2,2,2,1,1,2,1
hothat842@outlook.com,2,1,1,1,2,1,0,2,2,2,2,1,1,2
foundsub934@gmail.com,1,2,2,2,1,2,1,1,1,1,1,2,2,2
moistbike54@163.com,1,2,2,2,1,1,1,1,0,2,2,2,2,1
mostlytire325@outlook.com,2,1,1,0,1,2,2,2,2,2,0,2,1,1
freshycola999@yahoo.com,2,2,0,2,1,2,1,2,0,0,0,1,2,2
dirtydrum361@yahoo.com,1,1,2,1,1,2,2,2,1,2,2,1,2,1
extrashoes592@yahoo.com,1,2,1,1,2,2,2,2,2,0,1,1,1,2
freshysub873@yahoo.com,2,2,2,1,2,0,2,1,1,1,1,1,2,2
freshyjug542@qq.com,2,2,1,2,1,2,1,2,1,2,0,2,1,0
extrachrysler814@outlook.com,2,1,1,0,2,0,0,1,2,2,2,2,1,2
clamywindow857@yahoo.com,1,1,1,1,2,2,0,2,1,1,2,2,2,2
replacementshirt40@163.com,2,1,1,1,2,2,2,1,1,2,2,1,1,2
lostskates393@qq.com,1,2,1,1,2,2,2,2,1,2,0,1,2,1
slimyhat636@outlook.com,1,2,2,2,1,0,2,1,1,2,1,1,2,2
dailydrum264@gmail.com,2,1,1,1,2,1,0,1,2,1,2,2,2,2
buriedwindow794@yahoo.com,2,2,2,1,1,1,2,1,2,2,0,2,1,1
acientsnake134@outlook.com,2,2,1,2,2,1,0,1,2,1,2,0,1,2
freshytide614@gmail.com,1,1,1,2,1,2,0,2,2,2,2,1,2,1
lostbike893@outlook.com,1,1,1,2,2,2,0,2,0,2,0,2,2,0
drysnake204@gmail.com,2,1,2,1,2,2,0,1,1,0,2,0,2,2
dirtyskates685@yahoo.com,2,1,1,2,2,2,2,0,0,0,1,1,2,2
deepdrum298@yahoo.com,2,1,1,2,2,1,2,1,1,2,2,1,1,2
freshydrum27@qq.com,2,2,2,1,1,0,2,2,1,2,2,1,1,0
retiredsnake808@gmail.com,2,2,2,1,2,2,0,1,1,0,1,1,2,2
clamyspice389@163.com,2,2,1,2,2,0,0,2,1,2,0,1,1,2
moistbeans966@163.com,2,2,1,1,2,1,2,2,1,2,0,2,1,1
hotcup793@outlook.com,1,1,2,2,2,0,0,1,2,2,0,2,2,0
moistsnake675@yahoo.com,2,2,1,1,1,0,0,2,1,2,2,2,2,1
freshyshirt46@outlook.com,2,1,1,2,1,1,0,1,2,2,2,2,2,1
deepsnake772@gmail.com,2,2,1,2,2,2,0,1,1,2,1,2,1,1
drybeans185@163.com,1,2,2,2,2,2,1,2,1,1,1,2,1,1
moistcup496@gmail.com,1,1,2,2,2,2,0,1,2,1,1,2,2,1
oldsub951@163.com,2,1,2,1,2,1,1,1,2,2,1,1,2,2
moistsnake909@outlook.com,1,2,2,1,1,2,0,2,1,2,2,1,0,2
dailybike78@163.com,1,1,2,1,2,0,0,2,2,2,1,2,1,2
oldsub430@yahoo.com,1,1,2,2,1,2,2,1,0,2,0,2,2,1
mostlybread482@qq.com,1,1,2,1,1,2,2,2,1,2,0,2,1,2
dirtywindow282@qq.com,2,1,1,1,1,0,2,2,2,2,1,2,1,2
deepsnake957@qq.com,2,2,1,2,2,2,0,2,1,1,1,1,1,2
tiredhat606@qq.com,2,1,2,2,2,0,1,2,1,1,1,0,2,2
soiledblanket478@outlook.com,1,2,2,2,1,1,0,2,2,1,0,2,1,2
replacementspice591@163.com,1,1,2,1,2,1,2,1,0,2,2,2,1,2
slightlychrysler546@gmail.com,1,1,2,0,2,2,0,2,1,2,2,2,1,1
deeptire735@gmail.com,2,2,2,1,2,0,2,2,0,2,0,1,1,0
tiredhat236@yahoo.com,2,0,2,2,2,0,2,1,2,1,2,1,1,0
tiredrug873@163.com,2,1,0,1,1,2,1,1,2,2,1,2,2,2
dirtysub525@gmail.com,1,1,2,2,2,2,1,1,2,0,2,2,1,1
clamyblanket985@qq.com,1,1,0,2,2,2,0,1,1,2,2,2,1,2
mostlychrysler142@qq.com,2,2,2,2,1,0,0,1,2,2,0,1,2,1
slightlywindow406@gmail.com,2,2,2,2,2,1,0,1,0,1,2,2,1,1
oldchrysler712@gmail.com,2,2,2,1,2,1,1,2,1,1,2,2,1,1
foldingbeans104@gmail.com,1,2,1,1,2,2,2,1,1,2,1,2,2,1
useddrum754@163.com,1,1,1,2,2,2,2,1,1,2,1,2,2,1
coldshack611@qq.com,2,2,1,1,1,2,1,2,2,1,1,2,2,1
milkybeans665@163.com,1,2,1,2,1,1,0,2,2,1,0,2,2,2
dailycup910@outlook.com,2,1,1,1,2,0,2,1,2,1,2,2,2,1
freshyblanket903@qq.com,0,2,2,2,2,0,0,2,0,1,1,2,0,2
milkyshoes608@gmail.com,1,1,0,2,1,2,0,1,2,0,2,2,2,2
soiledrug637@163.com,2,0,2,2,2,0,0,1,2,0,1,1,2,2
soiledsnake93@qq.com,1,2,2,0,1,2,2,1,0,2,0,1,2,2
buriedbeans746@yahoo.com,0,1,2,2,1,2,0,1,2,1,2,2,1,2
acientcup238@outlook.com,1,2,2,1,1,1,2,1,2,2,2,2,1,1
lostshirt339@yahoo.com,2,2,1,1,1,2,0,0,2,2,2,2,1,1
fishywindow973@outlook.com,1,1,1,2,2,0,2,1,2,2,0,2,2,0
losthat840@qq.com,1,1,2,2,1,2,0,2,0,2,0,2,1,2
soiledshirt927@gmail.com,2,1,1,1,1,2,0,2,2,2,0,2,1,2
soiledsub30@qq.com,2,1,0,1,2,2,2,1,0,2,0,1,2,2
soiledcup60@qq.com,2,1,2,2,1,0,2,1,0,1,2,2,1,2
foldingshack729@gmail.com,1,1,1,1,2,1,2,2,2,1,2,1,2,2
moistshack97@qq.com,2,2,1,2,2,0,2,1,1,1,1,2,1,2
mostlyblanket992@qq.com,1,1,2,2,2,0,0,1,2,1,2,2,2,0
acientspice799@yahoo.com,1,1,0,2,2,2,0,2,2,2,0,2,0,0
freshyblanket717@outlook.com,2,1,2,1,2,2,0,2,1,1,0,0,2,2
oldcola188@outlook.com,2,1,1,1,2,2,2,2,2,1,0,1,2,0
dailyspice313@gmail.com,1,2,2,2,1,1,2,2,2,1,1,1,2,0
foldingcola566@outlook.com,2,2,0,1,2,2,1,1,1,2,0,2,2,0
fishydrum493@yahoo.com,1,2,1,2,2,1,2,2,2,1,0,1,1,2
foldingsub921@gmail.com,1,2,2,2,2,1,1,2,2,1,2,1,1,1
fishyjeep316@yahoo.com,2,1,0,1,1,0,2,2,1,1,2,2,2,2
soiledtide149@qq.com,1,2,1,0,1,1,0,2,2,2,1,2,2,2
milkybread911@163.com,2,2,2,2,1,2,1,1,1,1,2,1,2,1
soiledrug174@yahoo.com,1,2,2,1,1,1,0,2,2,2,2,1,2,1
oldbread551@yahoo.com,2,1,2,1,1,2,0,2,2,2,1,0,1,2
deepblanket774@outlook.com,1,1,1,1,2,0,2,1,2,2,2,2,2,1
slightlysub732@qq.com,2,1,1,2,2,2,0,1,1,0,2,2,1,2
newdrum817@outlook.com,1,2,1,1,2,0,0,2,2,2,2,1,1,2
slimyskates612@outlook.com,1,2,1,2,2,2,1,1,1,2,2,1,1,2
acientblanket316@yahoo.com,1,2,2,1,1,2,1,2,1,2,2,2,1,1
freshybread731@163.com,2,1,1,1,2,2,2,1,2,1,2,0,1,2
dailytide471@outlook.com,1,2,2,2,1,2,1,2,2,1,2,1,1,0
retiredsub266@yahoo.com,1,2,1,1,1,2,2,2,0,2,1,0,2,2
moistshirt918@163.com,2,1,1,2,1,1,2,1,0,2,2,2,2,1
slightlywindow230@qq.com,0,1,1,2,1,2,1,2,2,2,2,0,1,2
fishywindow737@yahoo.com,2,1,2,1,2,2,1,2,2,1,0,1,1,2
dirtytide740@gmail.com,1,2,2,1,1,2,1,2,2,2,1,2,0,0
newskates26@outlook.com,2,1,2,1,1,0,0,2,2,2,1,2,0,2
slightlyjeep732@163.com,2,1,1,1,1,2,2,1,1,1,2,2,2,2
hotskates95@qq.com,1,2,1,2,1,2,2,1,1,2,0,2,0,2
dryshirt284@gmail.com,1,1,0,2,2,1,1,1,1,2,2,2,2,2
acientskates970@gmail.com,2,2,1,1,2,2,0,1,2,0,0,2,2,1
newtide512@gmail.com,2,2,2,1,1,1,0,2,1,2,0,2,2,0
dirtyhat787@gmail.com,2,1,2,1,2,2,0,2,2,0,0,2,1,0
freshybike323@yahoo.com,2,2,1,1,1,2,1,2,1,1,2,2,1,2
dailyshack386@yahoo.com,1,2,2,1,1,1,1,1,2,2,2,2,1,2
buriedshoes758@outlook.com,2,1,2,1,2,1,0,0,2,2,1,2,1,2
hotshack160@outlook.com,2,1,2,2,1,2,2,1,2,0,0,1,2,0
deepshoes813@qq.com,1,1,0,2,2,2,0,1,2,1,1,2,2,2
mostlytire665@163.com,2,1,2,1,2,2,2,1,2,1,0,1,1,2
mostlyrug653@gmail.com,2,2,2,1,2,2,1,1,2,1,1,1,2,0
milkyshack320@qq.com,1,1,2,1,1,1,2,1,2,2,2,2,2,1
slimywindow139@gmail.com,1,2,1,2,2,2,1,2,2,1,0,1,1,2
extraspice861@outlook.com,2,2,2,2,1,0,0,2,2,1,0,2,1,1
buriedshirt699@gmail.com,1,1,1,1,1,2,0,2,2,2,2,2,2,1
buriedspice543@yahoo.com,1,2,1,2,1,0,2,2,2,2,1,1,1,2
tiredhat204@163.com,1,1,1,2,2,2,1,2,2,1,2,1,2,0
newbeans797@163.com,1,2,2,2,1,0,0,2,2,1,0,0,2,2
olddrum822@gmail.com,2,2,1,2,2,0,0,2,0,1,2,2,0,1
dryspice502@gmail.com,2,1,2,2,2,2,0,1,2,1,1,1,2,1
slightlychrysler303@163.com,2,1,0,2,2,0,0,1,2,1,2,2,2,0
coldshoes621@gmail.com,1,1,2,1,2,1,2,2,1,2,0,1,2,2
foundhat659@163.com,1,2,1,2,2,0,2,1,1,2,2,1,0,2
acientbread9@outlook.com,1,2,2,0,1,2,2,1,0,2,0,1,2,2
usedcola500@yahoo.com,2,1,2,1,1,2,0,2,0,2,2,1,2,1
foundtide258@yahoo.com,2,1,2,1,2,2,0,1,0,2,2,2,1,1
coldtire810@yahoo.com,1,2,2,2,2,1,2,1,0,1,2,1,1,2
mostlyshoes535@gmail.com,1,1,1,2,2,2,2,2,1,1,0,1,2,2
soiledtire703@163.com,2,2,2,1,2,2,0,1,2,1,2,1,1,1
deeprug933@163.com,2,1,0,2,2,2,2,1,1,1,0,2,1,2
foldinghat486@outlook.com,1,1,2,2,2,0,2,1,0,2,1,2,1,2
usedspice200@qq.com,1,1,2,2,1,0,2,1,0,2,1,2,2,2
foundbread552@outlook.com,2,1,2,2,1,1,1,2,0,2,2,1,2,1
oldtire137@qq.com,1,1,2,1,2,1,1,2,0,2,2,2,1,2
drywindow943@qq.com,1,2,2,2,0,2,0,0,2,2,1,1,1,2
deeptire133@outlook.com,2,1,1,1,1,1,2,2,2,1,2,1,2,2
buriedwindow446@outlook.com,2,2,2,2,2,0,0,1,1,2,1,2,1,0
foldingshoes858@qq.com,2,1,1,2,2,2,2,2,1,1,2,1,1,1
coldcup974@outlook.com,2,2,2,1,2,2,1,1,2,1,1,1,0,2
acientbread121@qq.com,2,1,1,2,2,1,2,1,0,2,2,1,2,1
moisttide843@qq.com,1,2,2,1,2,1,2,2,1,1,0,2,2,0
replacementchrysler733@163.com,2,1,2,2,2,0,2,1,0,2,0,2,1,1
hotwindow831@outlook.com,2,1,2,1,1,0,2,1,2,1,1,2,2,2
foldingsnake263@yahoo.com,2,1,1,1,2,2,2,1,1,2,2,1,1,2
fishyshoes979@qq.com,1,2,1,2,2,2,2,2,0,2,0,1,0,1
fishyshack419@163.com,2,2,2,2,1,1,1,1,2,1,1,2,2,1
buriedbread569@outlook.com,1,2,2,1,2,2,2,2,1,2,1,1,1,1
slimyjeep659@qq.com,2,2,1,1,1,1,0,1,0,2,2,2,2,2
drycola993@163.com,1,1,1,1,2,1,2,2,1,2,2,1,2,2
slightlyshack386@163.com,2,1,2,1,2,1,2,1,1,2,1,2,2,0
mostlyshack522@163.com,0,2,2,1,2,0,0,1,1,2,0,2,2,2
clamyjeep797@outlook.com,2,2,2,2,0,0,0,1,2,2,1,1,2,0
lostdrum631@163.com,1,2,1,1,1,2,2,1,0,2,2,2,2,1
hotsnake106@qq.com,2,1,1,2,2,0,2,1,2,2,1,2,1,1
extraskates964@163.com,2,1,1,1,2,0,2,1,2,1,2,2,2,1
extrabike590@outlook.com,0,1,2,1,2,1,2,1,1,1,2,2,2,2
slightlydrum798@163.com,2,2,1,1,1,2,0,2,2,2,0,1,1,2
moistcola199@qq.com,1,1,2,2,2,2,1,2,0,2,2,1,1,1
deepshoes878@outlook.com,1,1,1,2,1,2,1,2,1,2,2,2,1,2
newspice843@gmail.com,2,1,2,2,2,0,0,2,2,1,2,1,1,1
replacementshoes99@outlook.com,1,1,0,2,2,1,2,1,2,2,1,2,2,1
deepdrum919@qq.com,1,2,1,2,2,2,0,1,2,0,2,1,1,2
newsnake550@yahoo.com,1,2,1,2,2,2,0,1,1,1,1,2,2,2
foldingshack252@yahoo.com,2,1,2,2,1,2,2,2,0,1,1,1,1,2
dailybeans981@gmail.com,1,2,2,2,1,2,0,2,2,0,0,1,1,2
extrasub180@qq.com,1,2,1,2,1,2,2,1,2,1,2,1,0,2
replacementsnake366@gmail.com,1,1,2,2,1,2,2,1,1,2,2,1,1,2
tiredspice581@qq.com,2,2,1,1,1,2,2,1,1,2,0,1,2,2
foundtire500@gmail.com,1,1,1,1,1,1,2,2,2,1,2,2,2,2
dailycup813@yahoo.com,2,1,1,2,2,2,2,1,1,0,1,1,2,2
moistjug851@outlook.com,2,2,1,2,1,2,1,1,0,1,0,2,2,2
oldspice340@163.com,0,1,2,1,2,2,0,2,1,2,1,2,1,2
slimyrug911@163.com,2,1,2,1,2,1,2,2,1,1,2,2,1,1
replacementrug659@gmail.com,0,1,2,0,2,2,2,1,0,2,0,2,1,2
soiledsub425@163.com,1,2,1,2,1,1,2,2,2,1,2,2,1,0
acientbike144@yahoo.com,2,1,1,2,2,1,2,1,2,2,2,1,1,1
oldchrysler400@163.com,1,2,1,1,1,2,2,1,2,2,2,2,1,1
oldchrysler191@qq.com,1,2,2,1,2,0,1,1,1,1,2,2,2,2
buriedjug901@qq.com,1,1,1,1,2,1,1,2,2,2,2,1,2,2
mostlyspice127@gmail.com,2,2,1,0,2,1,2,1,2,2,2,1,1,1
dailysnake707@qq.com,2,2,2,0,1,1,1,1,0,2,2,0,2,2
mostlyjug153@163.com,1,2,1,2,1,2,0,1,0,2,2,1,2,2
slightlywindow137@qq.com,1,1,2,2,1,2,0,2,0,2,0,2,2,1
dryhat316@outlook.com,1,2,2,1,1,2,1,2,2,1,2,1,2,1
retiredtide337@outlook.com,1,2,1,1,2,1,2,2,0,2,0,2,2,1
slightlyhat370@outlook.com,1,2,2,0,2,2,2,1,2,0,1,1,2,1
coldtire692@yahoo.com,2,2,1,2,0,2,1,2,2,0,2,1,1,1
slimyskates157@163.com,2,0,2,1,1,2,2,1,2,2,1,1,2,1
slimycup494@qq.com,2,1,1,2,2,2,2,1,1,1,2,2,1,0
retiredtide905@qq.com,2,1,2,2,2,0,0,0,1,2,2,0,2,0
foldingsnake605@163.com,1,1,2,2,2,0,2,1,2,1,2,1,1,2
replacementshirt214@163.com,2,1,1,2,1,0,0,2,2,1,2,2,1,2
clamyspice717@outlook.com,1,2,2,2,2,1,0,2,2,0,1,1,2,1
tiredsnake664@outlook.com,2,2,0,1,2,2,2,2,1,0,0,1,1,2
tiredskates490@gmail.com,2,2,1,1,2,2,2,1,1,2,1,1,1,2
hotsnake274@yahoo.com,2,2,2,2,2,1,1,1,0,1,1,1,2,2
dailyspice943@163.com,1,1,1,2,1,1,0,1,2,2,2,2,2,2
freshybike569@163.com,0,1,1,2,1,2,2,2,1,2,1,2,2,0
foundchrysler509@yahoo.com,1,1,2,0,2,2,2,2,1,2,1,2,1,0
hotspice38@yahoo.com,1,1,1,1,2,2,0,2,1,2,0,2,2,2
extrashirt316@yahoo.com,1,1,1,1,2,1,2,2,1,2,1,2,2,2
coldblanket968@gmail.com,2,2,2,2,2,1,1,1,2,1,1,2,0,0
moisthat761@outlook.com,2,1,2,2,1,2,0,2,2,1,2,1,1,1
tiredbeans817@gmail.com,2,2,2,1,0,2,2,1,1,2,2,1,1,0
deepsnake396@163.com,2,0,0,2,2,2,2,1,0,1,2,2,1,1
slimyshoes919@yahoo.com,2,2,0,2,1,2,2,1,1,2,2,0,1,1
acientbread736@163.com,1,2,1,2,1,0,0,2,2,1,2,2,1,2
oldjeep399@outlook.com,1,1,1,1,1,0,2,2,2,2,2,2,0,2
losthat823@gmail.com,1,1,2,2,1,2,2,1,1,2,1,2,1,2
acienttide795@yahoo.com,2,1,2,2,1,2,0,1,2,2,2,1,1,0
moistwindow592@outlook.com,1,2,2,2,1,1,2,1,2,0,0,2,1,2
hotbeans567@qq.com,2,2,2,0,1,2,2,2,1,0,0,2,1,1
buriedtide314@outlook.com,2,2,1,1,1,2,1,1,2,2,2,2,1,1
slightlyshirt355@yahoo.com,2,1,2,2,1,1,1,2,2,2,2,1,1,1
foldingsnake953@outlook.com,2,1,1,2,1,0,2,2,2,1,0,2,2,0
clamyshoes18@163.com,1,2,2,2,1,0,2,1,0,2,2,1,2,0
tireddrum663@163.com,2,1,2,2,1,2,2,1,2,1,2,1,1,0
retiredskates875@outlook.com,2,1,2,1,1,0,2,2,0,1,0,2,2,2
lostrug518@qq.com,2,2,1,1,1,2,2,1,1,2,2,1,2,1
drychrysler833@gmail.com,1,2,1,2,1,2,2,1,0,2,1,2,2,0
replacementshoes847@qq.com,2,2,2,2,1,0,0,2,1,1,2,2,0,1
milkyshoes757@yahoo.com,2,2,2,0,2,0,2,1,1,1,2,2,0,0
lostbike784@outlook.com,2,2,2,1,1,2,0,2,2,2,0,1,1,0
replacementshirt545@gmail.com,0,1,1,1,2,2,0,2,2,2,2,1,2,1
