email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28
mostlychrysler142@qq.com,2,2,2,2,2,0,2,1,2,2,1,1,1,1,0,1,2,2,2,1,0,1,2,2,0,2,0,1
milkyblanket221@qq.com,2,2,1,2,2,2,2,2,2,0,0,1,0,0,2,2,2,1,2,1,1,1,2,0,0,2,1,1
tiredhat748@yahoo.com,1,2,2,0,2,1,2,1,2,2,2,1,0,2,0,1,2,1,1,1,1,2,2,2,2,2,1,1
lostchrysler403@outlook.com,1,2,1,1,1,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,2,1,2,1,1,1,2,2
replacementshirt40@163.com,2,0,2,2,2,0,2,1,0,0,2,0,2,0,2,2,1,1,1,1,2,0,1,2,2,2,1,2
oldjeep399@outlook.com,1,1,2,1,1,0,0,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,1,2,2,1,1,2
coldrug83@yahoo.com,2,0,2,1,1,2,2,0,0,2,2,1,1,0,1,2,2,2,2,1,1,0,1,2,2,2,2,1
lostskates908@163.com,1,2,2,0,2,2,2,2,2,1,1,2,0,2,0,0,2,0,0,1,1,0,1,0,2,2,2,2
oldhat392@163.com,2,2,1,2,2,1,2,1,1,2,0,1,2,2,2,0,0,2,0,2,1,2,1,2,2,1,0,1
coldbike895@yahoo.com,1,2,2,2,1,0,2,1,0,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2
usedcola410@outlook.com,1,2,1,0,1,2,1,2,1,2,2,1,2,2,1,0,2,1,2,2,2,2,1,2,0,1,1,2
foldingdrum2@163.com,1,1,2,2,1,1,2,0,2,2,2,2,0,2,1,0,2,1,2,1,1,2,1,2,1,1,2,2
fishyblanket703@gmail.com,1,0,1,2,2,1,2,1,2,1,0,2,1,2,1,2,2,2,2,2,2,0,1,1,2,1,1,2
freshybike569@163.com,1,2,2,0,2,2,2,0,2,0,2,2,0,0,1,0,1,2,2,1,2,2,0,0,0,1,2,2
clamyjeep169@163.com,2,2,2,1,1,0,2,1,2,2,2,1,2,2,1,1,0,1,1,1,2,2,2,0,2,2,1,1
milkytire820@gmail.com,1,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,2,2,1,1,2,1,2,2,2,1,2,2
deepbeans875@qq.com,0,0,1,1,2,1,1,1,2,2,2,2,2,2,2,2,0,2,1,1,2,2,1,2,2,1,1,1
soiledsub246@outlook.com,2,2,2,0,2,1,2,2,2,0,1,1,2,2,1,1,2,0,1,1,1,0,0,2,2,1,2,2
foldingrug197@outlook.com,1,0,2,1,1,2,2,2,1,2,1,0,0,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2
coldshoes621@gmail.com,1,2,2,0,1,0,2,2,2,2,0,2,1,2,2,0,0,2,1,1,2,1,2,0,0,2,1,2
freshysub776@163.com,2,1,2,2,2,2,2,1,2,1,1,1,2,0,2,1,1,1,1,2,1,2,2,1,2,1,2,1
foundshoes908@gmail.com,2,0,2,2,1,0,2,0,0,2,0,2,0,2,0,2,0,1,0,2,2,1,1,2,2,2,2,1
moisthat885@gmail.com,1,2,2,1,0,0,2,1,2,0,2,0,0,1,2,2,2,2,1,1,2,2,2,1,2,1,2,0
slimycola683@outlook.com,1,1,2,1,1,0,2,1,2,1,1,2,1,2,2,1,2,2,0,2,1,2,1,2,2,2,1,2
retiredjug229@yahoo.com,1,0,1,2,2,2,1,2,1,2,1,1,2,0,1,0,2,2,2,2,1,1,2,2,2,1,1,2
clamyhat383@163.com,1,0,2,1,2,2,2,2,0,1,2,1,1,2,2,0,2,2,0,1,1,1,2,2,2,2,1,1
hotspice48@qq.com,2,0,1,0,1,2,0,1,2,1,2,2,0,2,2,2,0,1,2,2,1,1,2,2,2,1,2,1
tiredcola21@yahoo.com,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,0,1,2,1,1,2,1,1,1,1,2,0,2
mostlyshirt458@yahoo.com,1,2,1,0,2,2,2,2,2,1,0,2,1,2,1,0,0,1,2,2,1,0,2,0,2,2,2,1
freshyskates489@yahoo.com,2,0,1,2,2,1,1,2,1,0,1,1,2,0,0,2,1,2,1,2,2,0,2,2,0,2,2,2
replacementhat268@qq.com,2,2,2,0,2,2,1,1,1,1,2,1,1,2,0,2,1,1,2,2,2,0,1,1,2,2,1,2
soiledrug174@yahoo.com,1,2,2,1,1,2,0,0,1,2,2,2,2,1,1,2,1,2,0,1,2,0,2,2,1,1,2,2
foldingcola241@outlook.com,2,2,1,0,1,0,1,1,2,1,2,2,0,2,2,0,0,1,2,2,2,1,2,2,2,2,1,1
slimyrug81@yahoo.com,1,2,2,2,1,2,0,1,0,2,2,1,0,2,1,0,2,2,0,1,2,1,2,1,0,2,2,2
foundhat659@163.com,1,1,2,2,0,2,2,1,1,0,1,2,0,2,2,2,1,1,2,2,2,2,1,2,1,1,1,2
tiredtide263@outlook.com,1,2,1,2,1,1,2,1,0,2,1,2,2,1,2,2,1,2,0,1,2,1,1,2,2,2,2,1
usedblanket979@163.com,2,2,1,1,0,2,2,2,2,1,1,1,2,2,0,2,1,1,2,2,1,2,1,2,0,1,0,2
moistcola120@gmail.com,1,0,2,0,2,1,2,0,1,2,0,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,1
lostdrum631@163.com,2,2,2,0,2,0,0,2,2,2,2,1,0,2,0,0,0,1,2,2,1,2,2,0,0,2,1,0
moistcup496@gmail.com,1,1,2,2,2,2,1,1,2,0,2,1,1,1,2,2,2,2,1,1,1,2,1,0,1,2,2,2
lostsub349@gmail.com,2,2,1,2,2,0,1,0,0,2,1,2,0,1,2,2,2,1,1,2,2,0,1,0,2,2,1,2
lostshoes790@163.com,2,2,1,1,1,1,1,2,0,0,2,2,0,2,2,2,2,1,2,1,1,2,1,2,2,1,1,2
clamyshirt749@163.com,2,1,1,2,1,2,2,1,1,2,2,1,0,2,1,1,2,2,0,2,1,1,2,0,2,1,2,2
slimyjeep659@qq.com,2,2,1,0,1,0,0,1,0,2,2,2,0,0,2,2,2,2,1,2,2,0,2,0,2,2,1,1
milkybread911@163.com,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,2,1,2,1,1,2,2,1,0,1,1,2,2
slimyhat932@yahoo.com,1,1,2,1,2,2,0,2,1,2,2,2,1,2,0,2,2,0,2,2,1,1,0,0,2,1,2,1
oldtide873@gmail.com,2,2,2,2,2,0,2,1,0,1,1,1,2,0,1,1,2,2,2,1,2,1,1,1,2,1,2,2
acientcup238@outlook.com,1,2,2,1,0,1,0,2,1,0,1,2,0,2,2,2,0,2,2,1,2,1,2,2,2,1,2,1
coldblanket968@gmail.com,2,2,1,1,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,1,2,1,2,2,1
usedjeep425@outlook.com,2,2,1,1,1,2,2,2,2,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,1,2,1,1
slimycup494@qq.com,2,0,1,2,2,1,0,0,2,0,2,0,2,0,2,2,0,2,2,1,2,2,1,2,2,1,0,1
dirtybread587@yahoo.com,2,2,2,0,1,2,2,2,1,0,0,2,0,2,2,0,0,1,0,1,2,2,1,2,2,2,1,1
coldsnake814@gmail.com,2,1,1,0,2,1,1,1,1,2,2,2,1,1,2,0,2,2,1,1,2,1,2,2,2,1,2,2
drywindow943@qq.com,1,2,2,2,2,2,1,0,2,1,2,1,2,0,2,1,2,1,2,1,1,2,1,2,0,2,1,1
replacementshirt545@gmail.com,1,0,2,2,1,2,0,2,2,1,2,1,0,0,1,2,1,1,1,2,2,1,2,0,2,2,2,2
retiredrug998@yahoo.com,2,2,1,1,2,2,1,1,0,2,2,1,0,0,2,0,1,1,0,2,2,0,2,2,2,2,2,0
hotshirt172@qq.com,2,1,1,2,1,2,2,1,0,2,1,2,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,1
newbread222@outlook.com,1,0,2,2,2,0,0,2,2,2,2,1,1,0,2,2,2,0,1,1,2,2,2,0,0,1,1,2
buriedbread569@outlook.com,2,2,2,2,2,1,0,2,2,2,1,1,1,0,1,2,1,2,2,1,2,2,1,2,1,1,1,1
usedcola992@yahoo.com,2,2,1,2,1,2,1,2,1,1,2,2,1,2,2,0,2,2,1,2,1,0,2,0,1,2,1,1
slightlytire774@163.com,1,0,2,2,2,1,2,0,1,1,2,2,0,2,0,0,2,2,1,2,1,2,1,0,1,2,2,2
dailytire10@yahoo.com,2,2,2,1,2,2,2,0,1,1,0,2,2,1,1,2,2,2,1,1,1,1,1,2,1,2,2,1
fishyspice4@outlook.com,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,2
foldingshack252@yahoo.com,2,2,2,1,2,1,2,1,0,2,1,1,1,2,0,0,2,1,2,1,1,2,2,2,1,2,1,2
newspice777@163.com,1,1,2,2,2,1,2,2,0,2,2,1,1,2,0,2,1,1,1,1,2,2,2,0,1,1,2,2
retiredbeans922@gmail.com,1,0,2,2,2,2,2,0,1,1,1,1,0,1,1,1,2,1,2,1,2,2,0,2,2,2,2,2
foundshoes836@qq.com,2,2,1,2,1,0,1,2,2,2,2,1,0,0,2,2,2,1,2,2,1,1,2,1,0,2,1,1
retiredbeans380@yahoo.com,1,0,1,1,0,2,0,2,1,1,2,1,1,1,2,2,0,2,2,2,1,2,1,2,2,2,2,2
milkyshoes757@yahoo.com,1,2,2,0,1,2,2,2,1,1,0,1,2,2,2,2,2,2,1,1,2,0,2,0,2,1,1,0
moistshoes897@163.com,2,2,2,1,2,2,1,1,2,1,2,2,0,1,2,0,1,1,2,2,1,1,2,2,0,1,1,2
foundbread301@163.com,2,2,2,1,1,0,0,1,1,2,1,2,0,0,2,0,2,2,2,2,2,2,1,0,2,1,1,2
extraspice861@outlook.com,2,2,2,2,1,0,1,2,1,2,0,1,1,2,0,1,2,0,1,2,1,2,2,0,0,2,2,2
retiredsub614@outlook.com,2,2,1,0,1,2,1,0,1,2,2,2,1,0,2,2,1,2,1,0,2,2,1,0,0,2,2,2
freshysub873@yahoo.com,2,2,2,1,0,0,0,2,2,0,2,2,0,2,2,2,2,1,2,1,1,2,1,2,1,1,0,0
soiledjug360@yahoo.com,2,2,1,0,2,2,1,2,1,1,2,2,2,1,1,2,0,2,1,2,2,0,2,0,2,0,1,1
milkysub116@yahoo.com,1,1,1,1,0,2,2,2,2,2,0,1,1,2,1,2,2,1,1,1,2,2,2,2,1,2,1,2
replacementdrum717@163.com,2,2,1,2,2,1,2,2,0,0,1,1,2,2,2,2,1,0,2,1,1,1,1,2,2,2,1,1
hottide167@outlook.com,2,0,1,1,2,2,2,2,1,1,0,2,2,2,2,2,1,1,2,2,2,1,1,1,0,2,1,1
mostlyspice127@gmail.com,2,1,2,0,2,1,2,1,2,2,0,1,2,0,1,2,0,1,1,2,1,1,2,2,2,2,2,1
dirtysub525@gmail.com,2,1,2,0,1,0,0,2,2,2,0,2,1,2,1,1,2,2,2,1,2,1,2,2,2,0,0,1
foundspice938@yahoo.com,1,1,1,2,2,2,2,2,1,2,0,2,1,2,0,2,0,2,1,1,1,2,2,1,2,1,2,0
burieddrum15@gmail.com,2,2,2,1,1,2,0,2,1,2,1,2,2,0,1,2,2,0,0,1,1,1,0,0,2,2,2,2
extrawindow760@gmail.com,1,1,1,0,2,1,1,2,2,2,0,2,0,2,1,2,2,2,2,2,1,2,1,0,2,2,1,1
extrabeans516@gmail.com,1,2,2,1,1,1,2,2,2,2,2,2,1,0,1,2,2,2,1,1,1,0,2,0,2,1,1,2
newtide749@gmail.com,2,2,2,1,0,2,1,1,2,1,2,1,1,2,0,2,0,2,2,1,2,2,1,2,0,1,2,1
foundskates539@outlook.com,2,2,1,2,2,0,2,2,2,2,0,1,0,2,2,0,0,1,2,2,1,1,2,0,0,0,0,2
clamyrug518@163.com,1,2,2,1,1,0,2,1,1,1,1,2,2,0,2,2,2,2,2,1,2,1,2,2,0,2,1,1
replacementshack840@outlook.com,2,2,2,0,1,2,0,1,0,0,1,2,1,2,2,2,0,2,2,1,1,2,2,2,1,2,1,1
buriedshirt115@yahoo.com,1,0,2,2,0,2,2,1,1,2,0,1,2,2,0,2,0,2,2,1,1,2,1,2,2,2,1,1
slightlychrysler353@qq.com,1,0,2,0,2,2,2,1,2,2,1,2,0,2,2,1,2,1,2,1,1,1,2,0,1,2,2,1
replacementskates795@outlook.com,1,1,2,2,2,0,1,2,2,1,1,2,1,0,2,2,1,2,2,1,1,2,1,1,0,2,2,2
moistcola199@qq.com,2,1,2,2,2,2,1,1,2,2,0,2,0,1,1,2,1,2,1,2,2,2,1,2,0,1,1,1
foundchrysler353@gmail.com,2,2,2,0,2,0,1,2,1,1,2,1,1,0,0,0,0,2,2,2,2,0,2,2,0,2,2,1
hotbeans6@gmail.com,2,1,2,0,1,0,2,0,1,1,0,2,2,2,0,2,2,1,0,2,2,1,2,0,2,1,2,2
foldingtide607@gmail.com,1,0,1,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,0,2,2,2,2,2,2
foundtide219@qq.com,2,2,1,2,1,0,1,1,1,2,2,0,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1
usedtide801@yahoo.com,2,1,1,1,0,2,1,0,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,0
coldsnake85@qq.com,2,2,2,0,1,2,1,1,2,2,0,1,1,0,1,2,0,2,1,2,2,2,2,0,2,2,1,0
slightlyshirt196@outlook.com,2,2,1,2,2,0,1,2,2,1,2,1,2,1,0,2,2,2,2,1,1,1,1,2,0,2,1,1
dailywindow592@163.com,2,2,1,2,0,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,0,0,1,2
foldingcola121@163.com,2,2,1,1,1,2,2,2,1,2,0,1,2,0,1,2,1,2,1,2,1,2,2,0,0,2,1,2
freshytide614@gmail.com,1,0,1,1,2,0,2,2,2,2,2,1,0,1,2,2,1,1,1,1,1,2,2,0,2,2,2,2
buriedshirt699@gmail.com,1,2,1,2,2,2,2,2,2,0,0,2,0,0,0,1,1,1,2,1,1,2,0,2,2,2,2,1
freshyblanket903@qq.com,1,2,1,2,2,2,1,2,0,0,1,1,2,0,2,0,2,2,2,2,1,1,2,0,0,2,1,2
deepshoes878@outlook.com,1,0,2,2,1,2,1,1,1,2,1,2,2,2,0,0,1,1,2,2,1,2,0,2,2,2,1,2
newrug832@163.com,1,2,2,2,2,1,2,1,2,1,1,1,0,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2
acientshoes215@outlook.com,2,0,1,1,2,0,2,1,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,1,2
fishyhat971@outlook.com,2,1,2,2,1,1,0,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,0,1,1,2,2,2
colddrum318@gmail.com,1,0,2,1,2,1,0,1,2,1,1,0,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2
freshybread143@gmail.com,2,2,1,1,1,0,2,1,1,1,2,2,0,2,2,1,2,2,1,2,1,1,2,2,1,2,2,1
milkyshoes608@gmail.com,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,0,2,2,2,1,2,1,2,2,0,2,2,1
foldingspice737@gmail.com,2,2,1,1,1,1,0,2,0,2,0,0,2,2,2,1,1,2,0,2,2,1,1,2,2,2,1,2
freshytire380@163.com,1,2,1,1,1,2,0,2,2,1,2,0,2,2,1,1,2,1,2,1,2,2,2,2,0,1,2,1
buriedbeans162@outlook.com,2,2,2,0,1,0,2,2,2,2,2,1,1,2,2,1,1,2,1,1,2,1,2,0,2,1,1,0
usedshirt122@163.com,2,2,1,1,1,1,2,2,2,2,2,2,0,2,0,0,1,1,0,1,1,2,2,1,2,2,1,2
retiredshoes923@163.com,1,2,2,1,1,2,1,0,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,2,2,2
dirtyjug352@gmail.com,2,2,1,0,0,0,1,0,1,2,2,2,2,2,2,0,2,2,0,1,1,1,2,2,2,2,1,1
foldingskates208@gmail.com,2,2,1,2,2,2,0,0,1,2,2,1,0,0,2,0,2,2,0,2,1,2,1,0,2,2,0,0
foldingwindow502@yahoo.com,1,2,2,2,2,0,1,1,0,2,2,2,1,0,2,0,1,1,1,2,2,2,2,1,1,2,1,2
dirtyhat787@gmail.com,2,2,2,2,2,0,2,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,2,2,1,1,1,1
slimyhat636@outlook.com,2,2,2,2,1,2,2,1,2,1,1,1,0,1,1,1,1,2,2,2,1,1,2,0,2,2,1,2
dailybeans981@gmail.com,2,2,2,1,1,2,0,2,2,1,0,1,0,2,0,2,1,1,0,2,2,1,2,1,2,2,1,2
dailybeans446@yahoo.com,1,0,2,2,2,0,0,2,0,1,2,1,2,0,2,2,0,2,2,2,2,2,1,2,0,1,0,1
soiledshoes664@yahoo.com,1,1,2,2,1,2,0,2,1,2,1,2,1,1,0,2,2,1,2,1,2,1,1,2,2,2,1,2
dailyshoes209@163.com,1,0,2,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,1,0,2,1,2,2,2,1
milkytide545@gmail.com,1,0,0,2,2,2,1,2,1,2,2,1,1,2,0,1,2,1,2,1,1,2,1,2,2,2,1,2
clamyskates705@yahoo.com,0,2,2,0,1,0,0,2,2,0,0,2,2,0,0,2,0,1,0,2,2,2,1,0,2,2,2,2
milkytide458@163.com,1,0,1,2,2,1,1,2,1,2,0,1,2,1,2,2,2,1,2,2,1,2,2,1,0,2,1,2
hotcup793@outlook.com,1,2,2,1,0,0,1,2,1,1,2,2,2,1,2,1,2,2,1,2,2,1,0,2,0,2,2,0
lostshack328@gmail.com,1,1,1,0,2,2,2,2,0,1,2,1,0,0,1,2,1,2,0,2,2,2,2,2,2,1,2,1
retiredtide337@outlook.com,2,1,2,2,2,0,1,0,1,0,2,1,2,2,1,0,2,1,2,2,1,1,2,2,2,1,2,1
moisttire840@outlook.com,1,2,1,0,2,2,1,2,1,2,0,2,1,2,2,1,0,1,2,2,1,1,1,2,0,2,2,2
replacementshack38@163.com,2,2,1,2,2,1,2,2,1,2,2,2,0,0,1,1,2,1,1,1,2,2,1,0,2,1,1,2
slightlyjug390@163.com,2,2,2,2,2,0,0,0,1,1,0,2,2,0,1,2,2,1,1,2,2,2,1,2,2,1,1,1
dryjeep45@163.com,2,2,2,2,2,1,1,1,1,2,2,0,2,2,1,2,1,2,1,2,2,1,1,1,2,1,1,1
deeprug481@qq.com,2,2,1,0,2,2,2,2,0,2,0,1,1,2,1,2,1,1,2,2,2,2,1,0,0,1,1,2
retiredtide905@qq.com,1,2,1,0,2,0,2,0,2,1,2,1,2,1,2,1,2,2,2,1,1,2,2,2,0,1,2,0
dirtysub781@yahoo.com,1,1,1,2,2,2,1,0,2,2,2,2,2,1,1,0,2,2,1,0,2,2,2,1,0,0,1,2
hotbike143@outlook.com,2,2,2,1,2,2,1,0,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1
acientblanket316@yahoo.com,1,0,2,1,2,0,0,2,1,2,2,2,2,1,2,1,2,1,1,2,2,2,1,2,2,1,1,1
usedsub254@gmail.com,2,1,1,2,2,0,1,2,2,1,2,2,2,0,0,2,2,1,1,1,1,2,1,0,2,2,2,1
clamyjeep797@outlook.com,2,2,2,2,1,0,0,0,1,2,2,1,2,0,2,2,2,1,1,1,1,2,2,2,0,1,0,2
oldwindow820@qq.com,2,2,2,1,1,0,0,1,2,2,1,2,2,0,0,0,2,2,1,1,2,2,2,1,2,2,0,1
newhat705@yahoo.com,1,1,1,2,2,2,1,2,1,1,2,2,1,0,1,2,1,2,2,1,2,2,1,0,0,2,2,2
soiledwindow985@yahoo.com,1,2,1,1,2,1,1,1,2,2,0,2,2,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2
moistbike54@163.com,2,2,2,1,1,1,0,2,2,2,0,2,2,1,1,1,0,1,1,1,1,0,2,2,2,2,2,2
freshyspice185@qq.com,2,2,2,0,0,1,2,2,2,2,2,2,2,0,1,1,1,1,2,1,2,1,1,1,2,1,1,2
usedsnake976@gmail.com,2,2,2,1,1,0,2,1,0,0,2,2,2,1,2,0,0,1,2,2,2,1,0,0,2,2,2,1
extraskates465@qq.com,2,0,2,1,2,0,2,2,1,2,1,2,2,0,2,0,2,1,2,2,1,1,0,0,1,1,2,2
slimybeans326@gmail.com,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1
buriedjug172@yahoo.com,2,0,2,1,2,1,0,2,2,0,0,2,1,2,1,0,2,2,1,1,2,2,0,2,2,0,1,2
replacementdrum150@163.com,0,0,1,0,0,1,0,1,1,0,1,0,2,2,2,2,1,2,2,2,2,2,2,2,0,2,2,2
tiredbread440@163.com,2,1,1,2,2,1,1,0,1,1,2,1,2,2,2,2,2,1,2,1,1,2,1,2,1,2,2,1
slimycup306@yahoo.com,2,2,2,1,1,1,2,2,2,2,1,1,2,0,2,1,1,2,0,2,2,1,1,0,0,0,2,2
clamyjug230@qq.com,1,1,1,1,2,2,2,2,2,0,0,2,1,1,2,1,1,2,1,2,2,1,2,0,0,2,2,2
burieddrum84@outlook.com,2,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,1,1
slimybeans83@yahoo.com,2,0,1,0,2,2,2,1,1,2,2,2,2,0,2,0,2,1,2,1,1,2,2,0,2,1,1,1
foundsub142@qq.com,1,1,2,2,1,1,0,2,2,0,2,2,2,0,2,1,2,0,1,1,2,1,2,0,2,2,1,2
lostdrum416@163.com,2,0,2,1,0,0,2,1,1,2,2,1,0,0,2,2,2,2,2,2,1,1,2,2,0,2,1,1
foldingchrysler517@qq.com,2,1,1,0,1,2,1,2,2,0,0,1,1,2,0,1,1,2,2,2,2,1,2,1,2,2,2,2
fishycola451@outlook.com,1,0,1,1,1,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,1,2,2,1,2
fishyrug633@163.com,2,0,1,1,2,0,2,1,2,2,2,1,0,2,2,2,0,1,1,1,2,2,2,2,1,1,1,2
acientshirt492@gmail.com,1,2,2,1,0,1,0,1,2,2,2,2,2,1,1,2,2,0,0,2,2,0,2,2,1,2,0,1
soiledrug174@163.com,2,2,0,1,1,2,2,2,1,0,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,0
usedtide37@163.com,2,2,1,0,2,2,0,1,2,1,0,2,2,2,1,2,1,1,2,2,2,2,2,1,1,0,1,1
slimytire345@gmail.com,2,1,2,0,1,2,2,2,1,2,2,0,0,2,1,2,1,2,1,1,2,1,2,1,2,1,0,2
dirtytide740@gmail.com,2,2,2,1,1,1,0,2,2,2,0,2,0,2,2,0,1,2,1,1,2,2,1,2,0,0,2,1
mostlyblanket918@163.com,2,0,2,0,1,0,0,2,2,2,0,2,2,0,2,0,1,2,0,2,1,0,2,2,2,1,0,2
mostlyjeep956@outlook.com,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,0,2,2,0
dryblanket964@gmail.com,2,2,1,1,1,1,1,0,2,1,2,2,0,2,2,2,0,2,1,2,1,1,1,2,2,2,2,0
acienthat377@qq.com,1,2,2,1,2,1,1,2,1,0,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,0
oldtire137@qq.com,1,0,1,0,2,2,2,2,2,2,2,2,0,2,1,1,1,1,2,1,1,2,1,2,2,1,1,2
soiledbike119@outlook.com,1,2,2,2,2,2,1,2,2,0,0,2,1,1,0,0,0,2,2,1,1,0,2,2,2,1,2,1
buriedcup124@yahoo.com,2,0,1,2,1,0,0,1,2,1,0,1,2,2,2,0,2,2,2,2,2,0,2,0,2,1,2,1
deepbread26@qq.com,1,2,1,2,1,2,2,1,2,2,0,2,0,2,0,2,2,1,0,1,1,2,0,2,2,1,2,1
newbeans217@yahoo.com,1,1,2,0,1,2,2,2,1,1,0,1,1,2,0,2,2,1,2,2,2,1,2,1,2,2,1,2
slightlywindow137@qq.com,2,1,2,2,2,0,2,2,2,1,0,1,2,2,1,2,1,1,1,1,1,2,1,2,0,1,2,2
coldtire20@163.com,1,2,2,1,2,1,2,0,1,1,0,2,2,0,1,1,0,2,2,1,2,2,1,2,0,2,2,2
oldspice340@163.com,1,0,1,0,2,0,2,2,2,0,0,2,2,2,2,2,2,0,0,2,1,2,1,2,0,2,0,1
milkyblanket205@yahoo.com,2,2,2,2,0,0,1,2,2,2,0,2,0,2,2,0,1,2,0,2,2,1,2,0,0,1,1,1
dailybike78@163.com,1,2,1,2,1,0,2,0,0,2,0,2,1,0,2,2,1,0,2,1,2,1,2,2,0,2,2,2
foldingtide515@qq.com,0,2,2,1,1,2,1,2,2,2,2,2,1,1,2,0,1,1,2,1,1,2,2,2,1,1,1,2
deepblanket548@outlook.com,1,0,1,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2
hotspice194@gmail.com,2,1,2,1,1,1,2,1,2,2,1,2,1,2,2,1,0,1,1,1,2,2,2,2,0,2,1,2
clamywindow198@outlook.com,2,2,2,1,2,2,1,2,1,2,2,1,2,0,1,0,2,1,0,2,2,2,1,2,1,1,1,1
foundtire912@qq.com,2,1,1,2,2,2,1,0,2,2,2,0,1,2,2,2,2,1,1,2,1,2,1,2,0,0,1,0
newchrysler981@gmail.com,1,1,1,0,1,2,2,2,2,0,2,2,2,0,1,1,2,1,2,1,1,2,2,1,2,1,2,2
foundhat456@outlook.com,0,2,2,1,1,2,0,1,2,1,2,2,2,0,0,0,2,2,2,1,2,2,1,2,1,2,1,1
usedshirt865@qq.com,2,0,2,2,1,1,1,0,1,2,2,2,1,2,2,2,1,1,1,2,1,2,0,2,0,0,2,2
mostlyhat50@yahoo.com,2,2,1,1,2,2,2,1,1,1,0,2,0,1,2,0,2,1,2,1,2,2,2,1,1,0,2,2
tiredsub722@163.com,1,2,1,2,2,2,1,1,2,1,0,2,2,1,0,2,2,2,0,0,1,0,1,0,2,2,2,2
dailytide471@outlook.com,2,0,2,1,1,2,0,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,0,2,1,0
tiredrug873@163.com,2,2,1,0,1,1,1,2,2,2,2,1,2,2,1,0,1,2,0,2,2,1,1,2,1,1,2,2
usedbike751@qq.com,1,2,1,0,2,1,1,2,2,0,2,0,1,1,2,2,1,2,0,1,1,2,2,0,2,2,2,2
soiledshoes666@outlook.com,1,1,2,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,0,0
coldchrysler992@163.com,2,0,2,2,1,1,2,1,2,0,1,2,1,0,2,2,2,2,2,1,1,2,1,0,0,1,2,2
mostlyjug153@163.com,0,2,2,2,0,2,1,2,2,1,0,2,2,2,0,0,0,1,0,1,1,0,2,2,2,2,2,1
freshywindow51@outlook.com,2,2,1,1,2,2,1,2,2,2,1,1,1,2,1,0,2,2,1,2,1,1,2,0,2,2,1,1
fishybike254@qq.com,2,0,1,2,1,2,2,0,1,1,2,2,2,0,2,0,2,1,2,1,2,0,2,0,0,2,2,1
drysnake580@gmail.com,2,1,1,1,2,2,1,2,2,2,1,2,1,1,1,0,2,1,2,2,1,1,2,2,0,2,1,2
replacementsnake137@gmail.com,1,1,2,1,2,0,2,2,0,2,1,2,1,1,2,0,1,2,2,2,1,0,2,1,2,1,2,2
usedspice200@qq.com,1,2,2,0,2,2,2,2,2,2,0,2,2,0,1,1,2,1,2,1,1,1,0,2,0,1,2,0
replacementbike875@qq.com,1,2,2,0,2,2,1,1,1,0,2,1,0,2,1,2,0,1,2,2,2,2,2,2,1,1,2,1
