email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24
deepshack879@outlook.com,2,2,2,2,2,1,1,1,0,1,0,1,2,0,2,0,2,2,2,2,1,1,0,2
dirtywindow282@qq.com,2,0,1,0,1,1,2,0,1,1,1,1,0,2,2,2,2,1,2,2,2,2,2,2
deeprug165@outlook.com,2,1,0,2,1,1,2,0,1,2,1,2,0,2,2,2,0,2,2,0,1,2,1,2
slimyskates788@outlook.com,2,2,2,2,2,0,1,1,1,1,2,2,0,2,1,1,1,1,2,1,2,2,1,2
coldsnake85@qq.com,2,2,2,0,1,2,1,2,2,1,0,1,1,2,1,2,2,0,2,2,1,2,0,1
hotwindow664@163.com,1,2,2,0,0,2,2,1,0,1,0,2,2,1,2,2,0,1,0,1,2,2,2,2
foldingdrum983@qq.com,2,1,0,2,1,0,1,1,2,2,2,2,2,2,1,0,2,2,0,2,1,1,2,1
deepblanket891@outlook.com,1,2,1,0,1,2,2,1,1,1,0,1,2,2,1,2,2,1,2,2,1,2,2,2
lostshack328@gmail.com,1,1,2,2,2,1,1,0,2,1,0,1,2,1,2,1,2,2,2,0,2,2,2,1
mostlyhat50@yahoo.com,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,0,2,2,2,1,1,1,2,1
freshyblanket717@outlook.com,2,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,0,1,2,1,1,1,2,2
tireddrum663@163.com,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,0,2,1,1,1,1
deepshoes878@outlook.com,1,0,2,2,1,0,1,2,1,1,2,2,1,1,2,2,1,2,0,2,2,2,0,2
usedcup447@yahoo.com,1,1,2,0,2,2,2,1,2,1,1,1,1,2,1,2,1,2,2,1,2,0,2,2
oldjeep399@outlook.com,1,1,2,0,1,2,2,2,1,2,2,2,0,2,1,2,0,1,2,1,2,1,0,2
dailybeans457@163.com,1,2,1,2,2,1,1,2,2,2,1,2,0,2,1,0,2,0,1,2,2,2,1,1
foldingsnake263@yahoo.com,2,1,1,2,2,1,0,1,2,2,1,2,0,1,1,2,1,2,2,2,0,2,1,2
retiredcola422@163.com,1,1,2,0,1,2,1,1,1,1,2,2,1,2,2,2,2,2,0,2,1,2,0,2
coldbike895@yahoo.com,1,2,2,2,1,0,1,1,2,2,0,1,2,2,1,1,1,2,2,2,1,1,2,2
lostdrum416@163.com,2,1,2,1,1,1,2,1,2,2,1,1,2,2,1,2,2,2,0,2,1,2,1,0
soiledshoes666@outlook.com,1,1,2,0,1,2,1,2,1,2,2,2,0,2,1,2,1,2,0,2,2,2,0,1
tiredcola21@yahoo.com,2,0,1,0,0,2,1,0,2,2,2,2,2,2,2,1,1,2,0,1,1,2,1,2
coldcola526@163.com,2,2,2,2,2,1,1,1,2,2,0,1,0,1,0,2,2,0,2,2,1,1,2,1
moisttire840@outlook.com,2,1,2,2,1,1,2,1,2,1,0,2,0,1,2,2,1,1,0,2,1,2,2,2
buriedbeans746@yahoo.com,1,0,2,2,2,2,1,2,2,2,0,1,1,2,0,1,2,1,2,2,1,1,1,2
lostrug518@qq.com,2,2,1,0,1,1,1,2,1,2,0,2,1,2,1,2,2,1,0,2,2,2,2,1
mostlyspice127@gmail.com,2,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2,1,2,2,1
foldingsnake99@qq.com,1,1,1,2,2,1,2,2,2,2,2,2,0,2,1,0,1,2,2,1,1,0,1,2
dailycup574@outlook.com,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,0,1,2,1,2,2
coldsub278@yahoo.com,1,2,2,0,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,1,1,2
dailytire90@gmail.com,2,1,1,2,2,1,1,2,1,1,1,2,0,2,1,2,1,2,2,0,2,1,2,2
retiredsub266@yahoo.com,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,0,1,1,1,2,2
acientrug262@gmail.com,2,2,1,1,0,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2
clamyspice948@outlook.com,2,2,1,2,2,2,2,2,2,1,1,1,2,1,0,2,1,1,1,2,1,1,0,2
foldingtide515@qq.com,2,2,1,0,2,2,2,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,2
slimycup494@qq.com,2,0,0,2,2,1,2,1,2,1,2,1,2,1,1,2,1,0,2,2,2,2,1,0
oldrug449@qq.com,2,1,2,0,2,2,2,2,1,2,0,1,0,2,1,1,1,0,2,1,1,2,2,2
extrashoes592@yahoo.com,0,2,1,2,1,0,2,1,1,2,1,2,2,1,1,2,2,2,0,2,2,1,1,2
dailybread940@yahoo.com,1,2,2,2,2,2,2,2,0,2,1,1,0,1,1,1,1,2,0,1,2,1,2,2
slimyjeep386@163.com,1,1,0,0,1,2,2,2,1,2,0,2,1,1,1,2,1,2,0,2,2,2,2,2
buriedtide314@outlook.com,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,2,1,1
milkyshoes260@163.com,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,0,1,0,1,0,2,2,2
acientbike19@outlook.com,1,2,2,2,2,2,1,0,2,1,2,1,0,2,1,2,2,2,1,1,1,1,2,1
foundspice938@yahoo.com,1,1,1,2,1,2,2,2,1,2,1,2,0,2,2,1,1,0,2,2,2,1,2,1
hotwindow473@qq.com,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,0,2,0,2,1,2,1,2
acientbeans987@gmail.com,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2,0,2,1,0,2
lostskates908@163.com,1,1,2,0,2,2,2,2,2,2,1,2,0,2,1,1,1,1,1,1,2,0,2,2
deeptire133@outlook.com,2,0,1,0,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,0,1,2,1,2
acientcup466@gmail.com,2,0,1,0,2,2,1,2,1,2,2,1,2,1,1,1,2,1,2,2,2,2,0,1
freshyshoes711@gmail.com,1,2,2,2,1,2,2,2,2,2,0,1,1,2,1,1,1,0,0,2,2,1,1,2
usedtire882@163.com,2,1,0,1,2,0,2,2,0,2,2,2,1,2,1,2,1,2,0,1,1,1,2,2
clamyshack993@163.com,1,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,0,1,0,2,2,2,2
foundjeep250@qq.com,2,2,1,2,1,2,1,2,1,1,1,1,2,2,1,2,1,2,2,2,1,2,0,1
slightlyjug290@qq.com,1,1,0,2,1,2,2,1,1,1,2,2,2,1,2,2,2,0,2,2,1,1,1,2
dryhat316@outlook.com,2,2,2,1,1,0,2,2,1,2,2,2,0,1,2,1,2,1,2,2,1,1,1,1
dailywindow488@outlook.com,2,1,2,1,0,1,1,2,2,2,1,1,2,1,1,2,2,1,2,1,2,1,2,2
freshycola999@yahoo.com,2,2,2,2,1,2,1,1,1,1,1,0,1,2,2,1,1,2,0,2,2,1,2,2
soiledblanket200@gmail.com,2,2,2,2,0,1,1,1,0,2,2,2,0,2,2,2,1,2,2,0,1,1,1,1
foldingbread553@outlook.com,1,2,2,2,2,1,2,2,2,1,0,1,0,1,1,2,1,1,0,1,2,2,2,2
losthat823@gmail.com,0,2,2,1,1,2,1,0,1,2,0,2,1,2,1,2,1,0,2,2,1,2,2,2
fishybread363@yahoo.com,2,2,1,2,0,2,2,0,2,1,2,1,0,1,1,2,2,2,0,2,1,1,1,2
newsnake821@gmail.com,2,1,0,1,2,2,1,1,0,1,0,1,1,2,2,2,1,2,2,2,2,2,1,2
tiredskates27@163.com,1,2,2,2,2,1,2,1,1,2,0,1,2,1,0,2,1,2,0,2,2,1,0,2
foldingcola121@163.com,2,2,0,1,1,2,2,2,0,2,2,1,0,2,0,2,2,1,0,0,1,2,1,2
slimytire237@gmail.com,2,2,2,2,1,1,0,1,1,2,2,2,0,2,2,1,1,2,2,1,1,2,0,1
moisthat885@gmail.com,2,2,1,1,2,1,1,2,1,1,0,2,2,2,2,1,0,2,2,0,2,1,2,1
dailyhat217@qq.com,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,0,1,2,2,1,2,1,1,1
dryjeep101@qq.com,1,2,2,2,2,1,2,2,1,1,2,1,0,1,2,2,1,1,2,1,1,2,1,2
soiledsnake93@qq.com,1,2,2,1,1,2,0,1,2,2,2,1,1,1,1,0,2,2,2,2,1,1,2,2
foldingskates613@gmail.com,2,1,2,2,1,0,1,2,0,2,2,2,2,1,2,2,1,1,2,0,1,1,2,1
newshirt132@yahoo.com,2,2,2,2,0,1,1,0,1,1,2,1,0,2,2,2,2,0,0,2,1,2,2,1
milkydrum471@163.com,2,0,2,0,2,1,2,0,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1
coldsnake27@gmail.com,2,1,2,2,0,2,1,2,0,2,2,1,0,2,1,2,1,1,2,1,0,2,2,1
lostjug455@outlook.com,1,1,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,0,2,1,2,0,1,1
foldinghat916@yahoo.com,1,1,1,0,1,2,2,2,1,1,2,2,2,2,1,2,1,1,0,2,2,1,2,2
hotchrysler124@outlook.com,2,1,2,2,2,2,1,0,2,1,2,2,2,1,1,2,1,1,1,2,1,2,1,1
lostskates583@163.com,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,0,1,1,0,2
soiledcola253@163.com,2,1,0,2,2,2,1,1,2,1,2,1,0,1,2,0,2,1,0,2,2,1,2,2
usedwindow885@yahoo.com,1,2,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,0,2,2,2,1,1,2
milkyblanket221@qq.com,2,2,0,2,2,2,2,2,2,1,0,1,0,2,2,0,2,1,0,2,0,1,1,1
fishysub695@qq.com,2,1,1,2,1,2,2,1,2,1,1,2,0,2,1,0,2,2,0,2,2,2,1,1
moistcola199@qq.com,2,1,2,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,0,1,1,0,0,0
acientspice189@163.com,2,0,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,2,0,2,1,1,1,1
fishytide407@gmail.com,1,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1
soiledsnake360@yahoo.com,2,1,2,0,2,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,1,1,2,2
foldinghat152@qq.com,2,1,1,1,2,2,2,1,2,1,1,1,2,1,0,2,2,2,2,1,2,1,0,2
lostrug682@163.com,2,2,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,0,1,0,1,2,1
dryshoes626@gmail.com,2,2,2,0,1,0,2,2,2,1,0,1,2,2,0,1,2,2,0,0,2,2,1,0
buriedjug901@qq.com,1,1,1,2,2,1,1,2,0,2,2,1,2,2,2,1,1,2,2,1,1,1,2,2
acientjeep537@163.com,2,1,2,0,2,0,1,1,1,1,2,1,2,2,2,0,2,1,2,0,2,1,2,2
deepbeans875@qq.com,1,1,2,1,1,2,2,2,2,1,0,2,2,1,2,1,2,2,1,2,2,1,1,1
newshoes633@163.com,1,1,1,2,2,2,0,1,2,2,2,1,0,1,2,2,1,2,2,1,1,2,2,1
usedcola500@yahoo.com,2,1,2,0,1,1,1,2,1,2,0,1,2,2,2,1,1,1,2,2,2,1,2,2
founddrum703@qq.com,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,1,0,2,2,1,2,2
foundshoes908@gmail.com,2,1,2,2,1,1,2,0,1,2,0,2,0,2,1,2,1,0,2,1,2,2,2,1
dirtysub781@yahoo.com,1,1,2,2,1,1,2,2,2,2,2,0,0,1,2,2,1,1,0,2,2,1,1,2
milkybread750@gmail.com,2,1,2,2,2,1,1,1,2,2,0,2,0,2,1,2,2,1,0,2,0,1,1,2
tiredshack292@gmail.com,2,2,2,2,0,1,2,0,2,1,2,1,2,2,0,2,1,2,0,1,1,1,1,2
foundchrysler509@yahoo.com,0,1,2,2,2,2,0,2,2,1,0,2,0,1,0,0,1,2,2,2,2,1,1,2
fishybike254@qq.com,2,0,1,2,2,2,1,1,0,2,2,2,2,1,2,1,2,1,2,1,2,1,0,1
newwindow185@outlook.com,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,0,1,1,0,1
fishyshoes979@qq.com,1,1,1,1,1,2,2,1,2,1,2,2,0,2,2,2,2,2,0,2,1,1,2,1
oldcup634@yahoo.com,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,1,0,2,1,1,2
extraspice708@qq.com,2,0,2,0,2,1,2,2,1,2,2,2,0,1,2,0,1,1,2,2,1,1,2,1
hotskates911@qq.com,1,0,2,2,1,2,1,2,0,2,2,1,0,1,2,2,2,1,0,1,2,2,2,1
deepsnake659@163.com,2,2,2,2,2,1,1,1,1,2,0,1,2,1,2,2,2,0,1,1,1,1,2,2
soiledbeans664@outlook.com,2,2,2,1,2,1,1,1,2,2,0,1,0,1,1,2,2,2,0,2,1,2,1,2
slightlyhat58@gmail.com,2,2,2,0,2,1,2,1,2,1,1,1,2,2,1,1,2,1,2,1,2,2,0,1
foldingcola241@outlook.com,2,2,0,1,1,1,0,0,2,2,1,2,2,1,1,2,2,2,0,2,2,1,2,1
acientshoes397@163.com,2,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,1,0,2,1,2,2,1
usedrug746@outlook.com,2,2,2,2,1,2,1,2,1,0,2,1,0,2,2,2,0,1,0,1,1,2,0,2
newchrysler981@gmail.com,1,1,0,1,1,2,2,2,0,2,2,2,1,2,1,2,1,1,2,2,1,0,2,2
acientbread121@qq.com,2,0,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,0,1,0,1,1,2,2
deepsnake772@gmail.com,2,2,0,1,2,1,1,2,2,2,1,2,1,2,1,1,1,2,0,2,2,1,1,2
drydrum859@outlook.com,2,2,2,0,0,1,1,1,2,2,0,1,2,2,1,2,2,2,0,0,1,2,0,2
lostshoes128@163.com,1,2,0,0,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1
coldtide977@gmail.com,2,2,0,2,2,1,1,1,2,1,2,1,2,2,0,1,1,2,1,1,2,1,2,2
buriedbread907@outlook.com,1,1,1,0,2,0,2,1,2,2,2,2,2,1,2,1,2,1,0,1,2,1,2,2
soiledblanket652@gmail.com,2,1,1,0,1,0,2,1,2,2,2,2,2,2,1,1,2,1,0,2,0,2,1,2
retiredshack97@gmail.com,2,1,2,2,0,2,2,0,0,2,1,1,0,1,1,2,2,1,0,0,2,2,2,2
lostdrum631@163.com,1,2,2,0,0,1,0,2,2,2,2,1,2,1,1,2,2,1,2,2,1,0,2,0
retiredspice520@163.com,1,2,2,1,0,2,1,2,1,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2
soiledtide430@outlook.com,2,2,2,1,2,1,2,2,1,1,2,1,2,1,1,2,1,2,0,1,1,2,1,2
usedtide801@yahoo.com,2,0,0,0,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1
replacementsnake840@yahoo.com,2,2,1,0,2,2,2,2,2,1,1,1,0,2,1,1,1,1,2,2,2,1,2,1
moistwindow556@yahoo.com,1,1,1,0,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2
coldblanket498@qq.com,2,1,2,0,1,2,1,1,2,2,1,2,1,2,2,1,1,2,0,0,2,1,2,2
milkyspice620@qq.com,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,2,0,2,2,1,1,1,2
buriedtide794@163.com,1,1,2,2,0,1,2,2,2,2,1,2,2,2,1,0,1,2,0,2,2,1,1,1
mostlyrug653@gmail.com,2,2,1,2,2,1,2,2,1,1,1,2,2,1,2,0,2,1,2,1,1,1,2,1
replacementtide600@outlook.com,1,1,1,1,2,2,1,2,2,2,1,2,2,1,0,2,2,2,1,0,2,1,2,1
deepcola71@qq.com,1,2,2,2,0,2,0,1,1,2,2,1,1,2,1,0,2,2,2,1,1,2,1,2
retiredspice749@gmail.com,2,2,0,1,2,1,1,2,1,2,0,1,2,1,2,1,2,1,2,1,2,1,2,2
soiledrug494@163.com,1,1,2,2,2,2,2,1,2,1,2,2,0,2,1,0,1,1,0,2,1,2,2,1
clamytire651@gmail.com,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,1,1,2,0,2,1,2,2,2
retiredtide337@outlook.com,1,1,2,2,2,1,1,1,1,2,1,1,2,1,2,0,2,2,1,2,2,2,1,2
newjeep577@163.com,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,2,2,1,0,2,2,2,2,1
slimyshack348@163.com,2,2,2,0,1,1,1,0,2,2,2,1,2,2,1,2,1,2,1,0,2,2,1,1
dirtytide740@gmail.com,2,2,2,1,1,1,2,2,0,2,2,2,1,1,2,1,2,2,1,1,1,1,2,1
coldblanket679@outlook.com,1,2,2,2,0,2,1,1,0,2,1,1,0,0,2,2,2,2,2,2,0,2,1,1
tiredsub5@gmail.com,2,2,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,1,1,1,1,2,2
oldshirt546@gmail.com,1,2,0,2,2,2,1,1,1,2,1,2,2,2,1,1,2,1,0,2,2,1,2,1
usedrug645@yahoo.com,1,2,0,0,1,2,2,1,2,2,1,2,2,1,0,0,0,2,0,2,2,2,1,2
hotcup894@163.com,1,0,0,0,2,0,2,1,2,1,2,2,2,1,2,1,1,1,2,2,2,2,1,2
replacementshoes847@qq.com,2,2,2,0,2,1,0,0,0,0,2,1,2,2,2,2,1,2,0,2,2,1,0,0
hotshirt172@qq.com,2,1,0,2,0,2,2,1,2,1,2,1,2,1,1,1,1,2,2,2,0,2,2,1
retiredchrysler146@outlook.com,1,2,2,2,1,2,1,2,2,1,2,1,2,2,1,1,1,2,2,1,1,1,1,2
retiredsub891@163.com,1,0,1,0,1,1,2,2,2,1,2,2,0,1,0,2,1,2,2,2,2,1,2,2
extrawindow359@outlook.com,2,2,0,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,0,2,2,2,2,1
replacementdrum860@gmail.com,1,1,0,0,2,2,2,2,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2
foundshack343@gmail.com,1,0,2,1,2,2,0,2,1,2,2,1,2,1,0,2,1,0,2,1,1,2,2,2
oldcola188@outlook.com,2,1,0,0,2,1,1,1,0,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1
fishycup876@qq.com,2,2,1,1,2,2,2,1,2,1,2,1,2,1,0,0,2,1,2,2,1,2,0,1
replacementhat268@qq.com,2,2,1,0,2,2,1,1,2,1,1,2,1,2,1,2,1,2,1,0,1,2,2,2
deepblanket548@outlook.com,1,1,1,1,1,2,2,2,2,1,2,1,2,2,0,2,1,2,1,2,1,2,1,2
dirtysnake278@outlook.com,1,1,1,2,1,2,2,2,2,2,0,2,2,2,2,1,1,1,2,1,2,1,1,1
fishyrug633@163.com,2,1,0,2,2,0,2,1,1,1,0,2,2,2,1,1,2,2,2,2,0,1,1,2
deepblanket774@outlook.com,2,0,2,0,1,1,1,2,2,1,0,2,1,1,2,1,2,2,0,1,2,2,2,2
freshyjug894@yahoo.com,1,2,2,2,1,1,1,2,1,1,2,1,0,2,2,2,2,2,0,2,1,2,1,1
dryjug552@gmail.com,2,2,2,0,0,2,1,2,0,1,2,2,1,0,1,2,1,0,0,2,2,2,2,1
retiredtire193@yahoo.com,2,1,0,0,1,2,1,0,1,2,2,2,2,1,2,1,2,0,1,2,2,0,2,2
milkyrug604@yahoo.com,2,1,2,0,2,2,1,1,0,2,0,2,2,2,2,1,1,2,0,2,1,0,2,1
hotshoes609@163.com,1,1,1,2,2,0,2,1,0,2,0,1,2,2,2,2,1,1,0,2,1,2,2,2
slightlywindow776@yahoo.com,1,2,1,2,1,2,2,1,2,2,0,2,1,1,2,1,1,0,2,2,2,1,1,2
fishyshack419@163.com,2,2,2,2,0,1,1,1,2,2,1,1,0,2,2,0,2,2,0,2,1,1,2,1
slightlyjug254@yahoo.com,1,1,2,0,2,2,1,1,2,2,0,2,1,2,2,0,2,1,0,1,2,1,2,2
soiledsub30@qq.com,1,0,0,2,0,2,2,1,2,1,2,2,2,1,1,0,1,2,0,2,2,1,2,2
coldcup782@qq.com,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,0,2,1,2,1,0
hotsnake106@qq.com,2,2,0,1,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1
coldchrysler992@163.com,2,1,2,2,1,2,1,1,0,1,2,1,0,2,2,2,2,1,0,1,2,0,2,2
soiledjug360@yahoo.com,2,2,0,2,1,2,1,1,2,1,2,1,2,1,2,0,2,2,0,2,1,2,1,1
tiredbread440@163.com,2,1,0,2,2,1,1,1,2,2,2,2,1,2,1,2,1,1,2,1,2,1,2,1
foldingskates208@gmail.com,2,0,0,2,2,2,0,0,1,2,2,1,0,2,2,0,1,2,0,2,1,2,2,1
acientwindow492@gmail.com,1,2,0,0,2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,1,2,2,2
retiredshoes923@163.com,1,2,2,1,2,1,1,1,0,2,2,1,2,1,1,2,1,2,0,1,2,2,2,2
usedjeep425@outlook.com,2,2,1,0,1,2,2,2,0,1,2,1,2,1,1,0,2,1,2,1,2,2,2,1
extrabread553@qq.com,2,0,0,1,2,2,1,2,0,2,0,2,0,1,1,1,2,2,0,2,2,1,2,2
mostlytire665@163.com,2,2,2,0,2,1,2,1,2,1,2,1,0,2,1,2,1,1,2,0,1,1,2,2
hotblanket968@163.com,2,1,0,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2
foldingrug197@outlook.com,1,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,1,1,0,1,2,2,1,2
drychrysler833@gmail.com,1,2,2,0,1,2,1,2,2,1,0,1,0,2,2,2,2,0,0,2,1,2,1,2
freshybread143@gmail.com,2,2,0,0,1,1,2,1,1,2,0,2,2,1,2,2,2,1,2,2,1,2,0,1
moistcup595@outlook.com,2,1,0,2,2,2,2,1,2,2,0,1,1,2,2,0,2,1,0,1,2,2,1,0
dirtysub288@163.com,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,0,2,1,2,2,2
slightlywindow406@gmail.com,2,1,0,2,2,1,2,1,2,1,2,1,0,2,2,2,2,0,2,1,0,2,1,1
replacementshirt545@gmail.com,1,1,2,1,1,2,2,0,2,1,0,1,2,1,1,2,2,1,2,1,2,2,2,2
coldhat974@gmail.com,1,2,2,0,2,0,0,2,2,2,0,1,2,1,2,1,2,2,2,1,2,1,1,1
dailyshoes209@163.com,1,1,2,0,1,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,2,2,2,1
extrahat650@yahoo.com,1,2,2,1,2,2,2,1,1,1,2,1,2,2,1,2,1,2,0,1,2,2,1,1
milkytire61@yahoo.com,2,2,2,1,2,2,2,2,0,1,2,1,2,1,2,0,1,1,0,1,2,1,2,1
extrachrysler814@outlook.com,2,1,0,0,2,2,2,2,0,1,2,2,0,2,2,0,0,0,2,2,1,1,1,2
extraspice861@outlook.com,2,2,2,2,1,1,0,2,1,1,1,2,1,2,1,0,2,2,2,0,1,2,1,2
dryrug490@yahoo.com,1,0,0,1,2,1,2,2,2,2,2,1,2,1,1,2,1,1,2,2,1,2,1,2
dailybeans446@yahoo.com,1,1,2,2,2,1,1,2,0,2,2,1,2,2,0,2,1,2,0,2,0,2,0,0
fishychrysler416@163.com,2,1,2,1,0,0,2,2,1,1,0,1,0,2,1,2,2,2,2,2,1,1,2,2
oldchrysler191@qq.com,1,1,2,2,1,0,1,2,2,2,0,2,0,1,2,2,2,0,0,0,2,2,1,2
slightlychrysler739@yahoo.com,1,2,2,0,2,0,2,0,1,2,2,2,2,1,2,1,2,1,0,0,2,1,1,2
extrahat856@outlook.com,2,1,2,2,0,1,0,2,1,2,2,0,1,1,2,1,0,2,0,2,2,1,2,2
newspice255@outlook.com,2,2,2,0,1,1,2,1,2,2,2,2,2,2,2,1,1,1,0,1,1,1,2,1
deepdrum298@yahoo.com,2,1,2,2,2,2,1,0,2,1,0,2,0,1,2,2,2,0,0,1,2,0,2,0
dirtyrug889@163.com,2,1,2,2,2,1,1,1,2,2,2,1,0,2,2,1,2,2,1,2,1,1,1,1
replacementsnake366@gmail.com,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2
slimybeans83@yahoo.com,2,1,0,2,2,2,1,1,2,2,0,2,0,2,1,2,2,0,2,2,1,1,1,1
milkywindow853@yahoo.com,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,1,0,1,0,1
milkytire820@gmail.com,1,2,2,2,0,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2
hotspice194@gmail.com,2,2,1,2,1,2,0,0,2,1,2,2,1,1,1,1,1,2,2,0,2,2,1,2
tiredbike897@qq.com,2,2,0,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2
soiledsub246@outlook.com,2,2,1,0,2,1,2,2,2,1,0,2,2,1,2,1,1,1,0,1,2,0,2,2
dailywindow592@163.com,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,0,0,1,0,1,1,2,1,2
lostcola749@yahoo.com,2,0,0,2,2,1,1,2,1,2,2,1,2,2,0,0,2,1,0,2,1,2,1,2
usedshirt865@qq.com,2,1,2,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2
slimybeans511@qq.com,2,1,0,2,1,2,1,2,1,2,0,2,2,2,1,2,2,1,0,0,2,0,1,2
burieddrum15@gmail.com,2,2,2,0,1,2,2,0,2,2,0,1,1,2,1,1,1,1,0,0,2,2,2,2
dirtywindow29@163.com,1,2,1,1,2,1,2,2,0,1,2,1,2,1,1,1,2,2,0,2,1,2,2,2
dirtydrum384@163.com,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,0,0,1,1,1,2
extrachrysler578@outlook.com,1,1,1,2,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,0,2,1,1,2
extrabeans516@gmail.com,1,2,2,0,2,2,2,2,2,2,1,1,0,2,1,2,1,1,0,0,0,2,1,2
newtide937@yahoo.com,2,2,0,1,1,0,1,0,2,2,0,2,2,1,2,2,2,2,1,2,1,2,1,1
hotwindow293@gmail.com,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,0,2,2,2,2
dailytire844@yahoo.com,1,2,1,2,2,2,2,1,2,1,0,1,0,1,2,2,2,0,0,1,1,2,2,2
clamyjeep797@outlook.com,2,2,2,2,0,1,1,0,2,1,0,1,2,2,2,0,1,1,2,2,2,1,0,2
replacementsnake675@outlook.com,2,1,0,1,1,2,2,0,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,2
freshytide794@qq.com,2,1,0,2,2,1,2,2,0,2,2,1,0,1,0,2,1,0,2,2,2,1,2,1
replacementbike875@qq.com,1,2,2,1,2,1,1,1,0,2,1,2,1,2,1,2,2,2,2,1,2,1,2,0
lostbike784@outlook.com,2,2,2,0,2,1,2,2,2,1,2,1,0,1,2,2,1,2,0,1,1,2,1,1
foundtire912@qq.com,2,1,1,2,2,2,1,2,2,2,1,1,0,2,0,2,1,1,2,2,2,0,1,1
lostjug315@yahoo.com,2,2,2,1,0,1,1,1,2,2,1,2,2,1,0,2,2,1,2,1,2,2,1,1
deepshoes823@gmail.com,2,2,1,0,1,2,1,2,0,2,1,1,0,2,1,2,1,2,0,2,2,2,2,1
deepsnake957@qq.com,2,2,1,2,2,2,2,2,0,1,2,1,1,1,1,2,2,2,0,1,1,2,1,1
foldingshoes858@qq.com,0,1,2,2,2,2,1,1,2,2,1,2,0,2,1,1,2,2,2,1,1,1,2,1
