email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
foundskates680@gmail.com,1,1,1,1,1,2,1,2,2,1,0,2,2,2,2,2
extraspice523@gmail.com,2,2,2,2,0,2,0,1,1,1,0,2,0,2,2,0
deeprug933@163.com,2,1,0,2,2,1,2,2,0,1,0,2,0,2,1,2
replacementbike548@163.com,2,2,2,1,0,1,1,1,2,1,2,1,2,1,2,2
clamyspice962@yahoo.com,2,2,0,1,2,1,1,1,1,0,2,2,2,2,2,1
clamyspice605@yahoo.com,2,2,2,2,1,1,1,2,2,2,1,0,0,1,1,2
foundchrysler509@yahoo.com,1,1,2,0,2,1,2,2,2,1,2,2,2,1,1,1
slightlytide309@yahoo.com,2,1,2,0,1,2,2,2,2,2,0,1,2,1,1,0
slimyjeep659@qq.com,2,2,1,1,0,1,1,1,1,2,0,2,2,2,2,2
foldingwindow54@yahoo.com,2,2,1,2,1,1,1,2,1,1,2,2,2,2,1,1
slightlyshack386@163.com,2,1,1,1,2,1,2,2,2,1,1,2,1,2,2,0
newshirt132@yahoo.com,1,2,2,2,1,1,1,2,0,2,2,1,1,1,2,2
dryhat911@yahoo.com,1,1,2,2,1,1,2,2,2,1,2,1,2,2,0,0
slightlychrysler739@yahoo.com,1,2,2,0,1,1,2,1,2,1,2,2,0,1,2,2
mostlycola126@yahoo.com,2,1,0,1,2,1,2,2,1,1,1,2,2,2,1,2
coldskates556@163.com,1,1,2,1,1,1,2,0,2,2,2,1,2,2,1,2
clamyjeep185@163.com,2,2,1,1,2,0,1,2,0,2,2,1,1,1,2,2
lostjeep796@gmail.com,2,2,2,0,1,1,1,1,1,1,2,2,2,2,2,1
extrabread553@qq.com,0,1,2,1,1,2,2,1,1,1,2,2,2,1,2,2
drywindow184@qq.com,2,2,2,0,1,2,2,1,1,2,0,2,1,1,1,2
dryjeep45@163.com,2,2,2,2,2,1,1,1,2,1,2,2,1,1,0,0
fishyspice921@outlook.com,0,1,2,2,2,2,2,1,1,1,2,1,2,1,1,2
foundbread301@163.com,2,2,2,1,1,2,2,2,0,0,0,2,1,1,1,2
foldingsnake99@qq.com,0,1,1,2,2,2,1,2,2,2,1,1,2,1,0,2
hotcup940@outlook.com,0,2,1,2,2,2,1,2,1,2,1,1,1,2,2,1
replacementshirt40@163.com,2,1,2,0,2,2,2,1,1,1,2,0,2,1,1,2
coldcup141@qq.com,0,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2
fishybeans673@163.com,2,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1
usedjeep425@outlook.com,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,2
buriedsnake868@qq.com,1,2,1,0,2,1,2,2,0,1,1,1,2,2,2,2
moistjeep527@outlook.com,0,2,2,2,1,1,1,2,1,1,0,2,2,1,2,2
usedcola410@outlook.com,1,2,0,0,2,1,2,2,1,2,2,1,0,2,2,1
freshytide573@yahoo.com,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,0
deepsub474@yahoo.com,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,2
coldsub442@outlook.com,1,1,1,2,2,2,1,1,0,2,1,2,2,1,2,2
retiredrug998@yahoo.com,2,2,0,0,1,2,2,1,2,1,2,0,2,1,2,0
newtide749@gmail.com,2,2,2,1,1,1,2,2,2,1,0,1,1,1,2,2
slimycup494@qq.com,2,1,0,0,2,2,2,2,0,1,0,2,2,1,2,0
dryshirt414@163.com,2,1,2,0,2,2,1,2,1,1,2,1,2,1,2,0
foldingspice737@gmail.com,2,2,1,1,2,1,1,2,1,0,2,2,2,1,1,2
milkywindow853@yahoo.com,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1
slightlywindow776@yahoo.com,1,2,1,0,1,2,2,1,2,2,1,2,2,1,1,2
acientjeep593@163.com,1,2,2,2,2,0,1,1,2,2,1,2,1,1,2,1
clamyblanket565@outlook.com,2,1,2,1,2,1,2,2,0,2,2,1,2,1,1,0
retiredsnake534@outlook.com,0,2,1,2,2,2,1,2,2,1,1,2,1,2,1,1
hotrug940@gmail.com,2,2,2,2,1,0,2,1,1,2,0,0,1,2,1,2
buriedcup124@yahoo.com,2,1,2,1,1,2,1,1,2,1,2,2,1,2,1,2
tiredsnake664@outlook.com,2,2,1,1,2,2,1,2,1,2,2,1,1,1,0,2
dailycup813@yahoo.com,2,2,0,2,2,2,2,1,1,1,0,1,1,1,2,2
dailybread914@gmail.com,1,1,1,0,2,1,1,2,0,2,2,2,1,2,2,2
coldsub774@yahoo.com,1,2,2,2,1,1,2,1,0,2,2,1,2,1,1,2
mostlysnake491@qq.com,2,2,2,0,2,0,1,2,2,1,0,2,1,1,2,0
slimysnake947@gmail.com,2,2,0,2,1,2,1,1,2,2,1,2,0,1,1,2
soiledbeans664@outlook.com,2,1,0,2,1,1,2,2,2,1,1,1,2,2,1,2
replacementtide600@outlook.com,1,1,2,0,0,1,1,2,2,2,0,2,2,1,2,2
milkysub209@outlook.com,2,1,2,2,1,1,0,2,0,1,0,2,2,1,2,2
hotcup894@163.com,1,1,1,2,2,2,1,1,1,1,0,2,2,2,2,2
dirtyspice235@outlook.com,2,2,1,0,1,0,2,1,2,2,0,1,2,2,1,2
retiredblanket121@163.com,2,1,1,1,2,1,2,1,0,2,2,2,2,1,1,2
tiredtire843@163.com,2,2,2,0,1,1,2,1,2,1,2,2,2,1,1,0
milkychrysler100@gmail.com,1,2,2,0,1,1,1,1,2,2,2,2,1,1,2,2
clamyspice37@gmail.com,2,2,2,2,1,1,0,2,2,1,1,1,2,1,1,2
clamysnake715@gmail.com,0,1,2,0,1,1,2,2,2,2,2,2,1,1,2,1
dirtysub525@gmail.com,1,1,2,2,2,0,2,1,0,2,2,2,2,1,1,0
clamybeans775@outlook.com,2,1,0,2,1,2,1,1,2,1,2,1,2,1,2,2
oldspice866@163.com,2,1,2,2,2,1,1,1,1,2,1,1,2,2,1,2
replacementskates447@outlook.com,1,2,1,2,2,2,1,1,2,1,1,2,2,2,1,0
oldrug449@qq.com,2,1,0,2,1,2,2,1,2,1,2,1,1,2,2,1
mostlyshirt500@163.com,1,1,2,2,2,1,2,2,2,1,0,2,0,1,2,1
foldingsub921@gmail.com,1,2,2,2,2,1,2,1,2,2,1,2,1,1,1,0
soiledjug360@yahoo.com,2,2,1,2,1,2,2,1,2,2,0,1,1,2,1,0
soiledblanket200@gmail.com,2,2,2,2,1,2,1,2,2,1,2,0,1,1,1,1
buriedjug927@qq.com,2,0,2,1,2,1,2,2,0,0,2,2,1,1,2,0
replacementsnake840@yahoo.com,2,2,1,2,2,1,2,1,2,1,2,2,1,1,1,1
foundtire500@gmail.com,1,1,0,1,1,1,1,1,2,2,2,2,2,2,2,2
tiredhat606@qq.com,2,1,2,2,2,1,1,1,2,2,1,0,0,1,2,2
slightlysub732@qq.com,2,1,0,2,1,2,2,1,2,0,1,2,2,1,2,0
hotshoes609@163.com,1,1,2,2,1,2,2,1,2,1,0,2,0,2,0,2
newjeep577@163.com,1,1,2,1,2,2,2,2,0,1,2,1,2,1,2,0
retiredtide337@outlook.com,1,2,1,0,1,1,2,1,2,2,1,2,2,2,2,1
foldingskates420@gmail.com,1,2,2,0,0,2,1,2,0,2,0,0,2,2,2,1
foldingtide607@gmail.com,0,1,1,2,2,2,1,2,2,0,2,0,0,1,2,2
usedbread568@163.com,0,2,0,1,2,1,0,2,2,2,2,1,0,2,0,2
clamytire651@gmail.com,2,1,1,0,1,1,2,2,2,1,1,0,2,2,2,2
foldingwindow359@outlook.com,2,1,1,2,2,1,2,1,0,2,1,2,1,2,2,0
retiredcola606@qq.com,2,2,1,2,1,2,1,2,1,0,1,2,2,1,1,2
replacementsnake366@gmail.com,1,1,2,2,1,1,0,2,2,1,1,2,2,2,1,2
usedtire882@163.com,2,1,1,1,2,2,1,2,2,0,2,0,1,1,2,2
slimyjeep386@163.com,0,1,2,2,1,2,1,1,2,2,1,2,0,2,2,0
fishyspice4@outlook.com,1,2,2,1,2,1,1,1,2,2,0,2,1,1,2,2
slightlybike13@yahoo.com,0,2,2,1,2,2,2,2,0,0,2,1,1,2,1,0
clamyshoes18@163.com,0,2,2,2,1,1,2,2,0,1,2,2,1,1,2,0
soiledcola253@163.com,1,1,1,2,2,2,1,2,2,2,1,2,2,1,0,1
foundshack286@163.com,1,1,1,2,2,1,1,2,2,2,2,0,2,1,2,1
foldingcola28@yahoo.com,2,2,1,2,1,1,0,1,1,2,2,2,1,2,1,2
milkyshoes505@gmail.com,2,1,0,2,2,1,2,1,2,2,2,0,1,2,0,1
oldjug372@gmail.com,1,2,1,2,2,1,1,2,1,1,0,2,2,2,2,0
soiledrug889@gmail.com,1,2,2,1,2,1,2,2,2,2,1,1,0,2,1,1
soiledjeep158@outlook.com,0,2,2,1,2,2,2,1,2,1,0,1,1,2,2,1
slimywindow631@163.com,2,2,2,1,1,1,0,2,2,2,0,1,1,2,2,0
clamyblanket28@outlook.com,2,2,1,0,1,1,2,0,2,2,2,1,2,1,2,0
deepbread26@qq.com,1,1,2,2,2,2,1,1,0,2,0,0,2,2,0,2
replacementskates795@outlook.com,1,1,2,0,2,2,2,1,2,2,0,1,1,0,2,2
extrasnake858@gmail.com,1,1,2,1,2,0,1,1,2,1,1,2,2,2,2,2
dailyspice87@yahoo.com,2,1,2,2,1,2,0,1,2,0,0,1,2,2,2,0
replacementskates478@yahoo.com,1,1,2,2,1,2,2,1,2,2,2,2,1,1,0,1
usedbike748@qq.com,1,1,1,2,2,1,1,2,2,1,1,2,1,2,2,2
lostskates908@163.com,1,2,0,2,2,1,1,2,1,2,0,2,2,1,2,0
acientspice189@163.com,2,1,2,2,1,1,2,1,2,2,2,0,2,1,1,0
usedskates18@gmail.com,2,2,1,2,2,2,1,2,1,1,2,0,2,1,1,0
replacementchrysler5@qq.com,0,1,2,2,1,2,1,2,0,1,2,2,1,2,2,0
foundshack537@qq.com,1,2,1,2,1,2,2,2,1,1,0,2,2,1,0,2
soiledbread354@gmail.com,0,2,1,2,1,2,2,1,2,2,0,1,2,1,1,2
foldinghat824@qq.com,2,2,1,2,1,1,1,1,2,2,2,2,1,1,1,2
retiredsub891@163.com,0,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2
replacementwindow606@outlook.com,1,2,2,1,1,2,1,1,2,1,0,2,2,2,2,1
fishyjeep316@yahoo.com,2,1,1,0,1,2,2,2,1,1,1,1,2,2,2,2
moistshack97@qq.com,2,2,1,2,2,0,1,2,1,1,0,1,1,2,2,2
tiredwindow970@163.com,2,1,1,0,1,2,1,2,2,2,1,2,2,1,1,2
lostskates393@qq.com,1,2,1,0,2,2,2,2,2,1,2,1,1,1,2,0
deepsnake659@163.com,2,2,2,2,2,1,1,1,2,0,2,0,1,1,2,1
deepcola71@qq.com,0,2,2,2,1,1,2,1,2,2,2,1,1,1,1,2
oldchrysler191@qq.com,1,2,2,1,2,1,1,2,1,1,2,1,2,2,1,2
dirtydrum199@163.com,2,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2
deepshoes813@qq.com,0,0,2,1,2,2,2,1,1,2,1,1,2,2,2,0
retiredtide905@qq.com,2,1,2,2,2,2,0,1,0,1,0,2,2,1,2,1
dailyhat217@qq.com,2,2,2,1,2,2,2,1,0,1,1,1,2,1,2,0
extrasnake821@qq.com,0,2,2,1,2,1,1,1,2,1,0,2,2,2,1,2
slightlychrysler353@qq.com,2,1,1,2,2,2,1,1,1,0,1,2,2,2,2,0
moistwindow556@yahoo.com,0,1,1,0,1,2,2,2,1,1,0,2,2,2,2,2
acientrug266@gmail.com,1,2,2,2,0,1,2,1,1,2,2,0,1,2,2,0
slightlyjug290@qq.com,0,1,0,2,2,2,2,2,1,2,0,2,0,1,1,2
dryjeep101@qq.com,0,2,2,2,2,1,2,2,0,1,2,0,0,2,0,0
deeptide738@gmail.com,0,2,0,0,2,1,1,2,2,2,2,2,2,1,1,1
dirtydrum384@163.com,2,1,2,2,2,1,2,2,1,2,1,1,1,1,0,2
dirtybeans14@163.com,2,2,1,2,1,1,2,1,1,2,1,2,1,2,2,1
slightlycup436@yahoo.com,2,1,1,2,2,0,1,1,2,2,1,2,0,2,1,2
freshybread731@163.com,2,1,1,0,1,2,2,2,1,2,2,2,1,1,0,2
hotwindow293@gmail.com,1,1,2,2,1,1,2,2,2,2,1,1,0,2,1,2
newwindow655@qq.com,1,1,2,1,2,1,2,1,2,1,1,0,2,2,2,2
replacementsnake137@gmail.com,1,0,2,2,2,2,1,1,1,2,0,2,1,1,2,2
foundbike537@163.com,2,1,2,1,0,2,2,1,0,2,2,1,1,1,2,2
soiledsnake360@yahoo.com,2,1,2,2,1,1,0,1,2,1,0,2,0,2,2,2
newdrum817@outlook.com,1,2,0,1,1,2,1,2,2,1,2,2,2,1,0,2
replacementshack840@outlook.com,2,2,2,1,2,1,2,1,1,1,2,1,2,2,0,1
soiledsnake79@yahoo.com,0,2,1,0,2,2,2,1,1,2,2,2,1,1,1,2
extraskates390@qq.com,1,2,0,1,1,2,2,2,2,2,1,1,2,1,1,2
mostlywindow259@qq.com,2,1,1,0,2,0,2,2,2,1,0,2,2,1,1,2
deepshoes878@outlook.com,0,1,2,0,2,1,1,2,1,2,0,2,2,2,1,2
extrahat650@yahoo.com,2,2,1,2,2,1,1,1,0,2,1,0,1,2,2,2
foldinghat165@qq.com,2,1,1,0,2,2,2,0,2,1,2,1,0,2,2,0
dryspice412@gmail.com,2,1,1,0,1,1,2,2,2,2,0,1,2,2,2,1
moistsnake909@outlook.com,1,1,2,2,2,1,2,0,2,1,1,2,2,1,1,2
clamyjug899@yahoo.com,2,1,2,1,1,1,1,2,2,1,2,1,1,2,2,2
soiledhat544@outlook.com,2,2,1,0,1,2,0,2,1,2,1,1,2,2,2,1
buriedtide794@163.com,1,2,2,2,1,1,1,2,2,2,1,2,1,1,2,1
newbread855@163.com,1,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1
tiredtire369@yahoo.com,1,1,2,0,2,1,2,1,2,2,0,1,2,1,2,2
dailytire90@gmail.com,2,1,2,2,0,1,1,1,2,2,0,2,1,1,2,2
extrahat856@outlook.com,0,1,2,1,2,2,2,1,0,1,1,2,2,1,2,2
usedblanket979@163.com,2,2,1,1,1,1,2,2,0,1,2,2,2,1,1,2
drycola993@163.com,1,1,1,0,1,2,2,1,2,2,1,2,2,1,2,2
moistcola824@gmail.com,1,1,2,1,1,1,2,2,0,2,0,0,2,2,2,2
usedshirt865@qq.com,2,1,2,1,2,1,1,2,2,1,2,2,1,1,1,2
soiledskates814@163.com,0,2,0,0,2,2,1,1,2,2,0,2,0,2,1,2
dirtyrug889@163.com,2,2,2,1,2,1,2,1,0,1,2,1,2,1,2,0
slightlywindow230@qq.com,0,1,1,2,0,2,1,2,2,2,0,2,2,1,1,2
moistbike306@yahoo.com,2,0,1,2,2,2,2,2,0,1,2,1,1,1,1,2
newwindow185@outlook.com,2,1,2,2,2,2,1,1,2,2,2,0,1,1,1,1
coldtire810@yahoo.com,0,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2
mostlyshoes535@gmail.com,0,1,1,2,2,2,2,1,2,2,1,1,1,1,2,2
lostsub509@yahoo.com,2,1,2,2,1,2,2,2,2,1,0,1,1,1,2,1
replacementcup675@qq.com,2,1,2,2,2,2,1,1,1,0,2,2,2,1,1,0
extradrum718@gmail.com,0,1,2,2,1,0,2,0,0,2,0,2,2,0,2,2
dirtywindow48@qq.com,0,2,0,2,1,1,2,1,2,2,2,1,1,2,2,1
retiredcup377@gmail.com,2,1,1,2,2,1,2,2,2,1,2,1,0,1,1,2
slightlychrysler47@gmail.com,2,1,1,2,1,2,1,2,2,2,1,2,1,2,1,1
coldblanket968@gmail.com,2,2,1,2,2,2,1,1,0,1,2,1,1,2,2,1
coldshirt926@163.com,2,1,1,2,1,0,2,1,1,2,2,2,2,2,1,0
foundshack343@gmail.com,0,1,2,2,1,2,1,2,1,1,2,0,0,2,2,2
foundtire912@qq.com,2,2,2,2,2,2,2,1,2,0,1,1,1,1,0,1
newshoes633@163.com,0,2,1,1,1,2,2,2,1,2,1,1,2,2,2,0
moistsnake997@163.com,2,2,1,0,1,2,2,2,2,2,1,2,0,1,0,1
coldrug976@yahoo.com,2,1,0,0,2,2,2,1,0,2,2,0,0,1,2,2
extrasub180@qq.com,0,2,1,1,2,1,2,2,2,2,1,2,1,1,1,2
slimyjeep502@163.com,2,0,1,1,2,2,2,2,1,2,2,2,1,1,1,0
dailyjug835@163.com,1,1,1,2,2,0,1,2,1,2,0,2,2,2,2,0
dailychrysler726@outlook.com,0,1,2,0,1,1,2,2,1,2,2,2,2,1,1,2
soiledtire703@163.com,2,2,2,0,2,2,2,1,2,1,2,1,0,1,1,1
foldinghat486@outlook.com,1,1,2,2,2,1,2,1,1,1,2,1,2,2,1,2
clamyshirt749@163.com,1,2,2,1,2,2,2,2,1,1,1,2,1,2,1,0
foundhat456@outlook.com,2,2,2,0,0,2,0,1,2,0,2,2,2,1,0,0
hotwindow664@163.com,0,1,2,0,2,2,2,1,1,2,0,1,2,2,1,2
newcola758@qq.com,2,1,1,2,1,2,1,2,2,1,2,2,0,1,1,2
soiledwindow985@yahoo.com,0,2,1,0,1,2,2,1,0,1,2,2,2,1,2,2
soiledbike200@qq.com,2,1,1,2,1,1,2,2,2,1,2,2,1,2,1,1
newbike169@gmail.com,2,2,1,2,1,1,2,1,0,2,1,1,2,1,2,2
buriedbread569@outlook.com,0,2,2,0,2,2,2,2,1,2,2,1,1,1,1,0
foundsnake177@163.com,1,1,0,2,1,2,2,1,1,2,2,0,2,2,1,2
freshyjug19@outlook.com,2,2,2,2,2,2,1,1,1,1,1,0,2,1,1,2
drysnake204@gmail.com,2,2,0,2,1,2,2,1,0,0,1,0,2,1,2,2
dailybread940@yahoo.com,0,1,2,1,1,2,2,2,1,1,2,1,0,2,2,2
foundbeans7@163.com,2,2,1,2,1,2,2,2,0,1,1,1,2,1,2,0
slimyshirt299@163.com,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1
mostlywindow744@qq.com,2,2,1,2,1,1,2,2,0,2,2,2,0,1,1,0
lostrug518@qq.com,2,2,1,0,1,0,1,2,2,1,0,2,2,2,2,0
soiledshack25@qq.com,2,1,2,2,2,1,1,1,2,1,1,1,2,2,0,2
tiredbeans817@gmail.com,2,2,2,1,1,2,2,1,2,2,2,0,0,1,0,1
retiredblanket962@yahoo.com,2,2,2,0,2,1,2,1,0,2,0,2,1,1,2,0
replacementhat268@qq.com,1,2,0,0,1,2,2,2,2,2,1,0,1,2,1,2
dirtysnake957@gmail.com,2,0,1,1,1,2,1,1,2,1,2,2,0,2,2,2
newtide512@gmail.com,2,2,2,1,1,2,1,1,2,1,0,2,1,2,2,0
foundbread558@outlook.com,2,2,2,2,1,2,2,1,2,1,2,0,1,1,1,1
fishydrum599@163.com,1,1,0,2,1,2,2,2,0,1,2,2,1,1,2,2
colddrum318@gmail.com,2,1,2,0,1,2,1,1,2,1,1,2,2,1,2,2
moisthat885@gmail.com,2,2,2,0,2,1,1,2,1,1,2,1,2,1,2,0
clamyblanket825@qq.com,2,1,1,2,1,2,1,2,1,1,2,2,2,1,2,1
milkyshoes757@yahoo.com,2,2,2,0,2,1,2,1,0,1,2,2,2,1,1,0
hotsnake274@yahoo.com,2,2,2,2,2,1,1,2,0,1,1,1,0,1,2,2
lostbike893@outlook.com,0,1,1,2,1,2,1,2,1,2,2,2,1,2,2,1
usedwindow885@yahoo.com,1,1,1,2,2,1,2,2,0,2,0,2,1,2,1,2
usedcup447@yahoo.com,1,1,2,1,2,1,1,1,2,2,2,1,0,2,2,2
foldingchrysler304@outlook.com,2,2,0,0,1,2,2,2,2,0,0,0,2,2,1,0
hotcup999@163.com,2,2,1,2,0,1,2,1,1,0,0,2,0,2,2,2
deeptire624@163.com,1,1,2,2,2,1,0,2,1,0,2,1,1,2,2,2
lostjug455@outlook.com,2,1,2,0,2,1,2,2,2,0,0,1,2,1,2,0
freshyspice185@qq.com,2,2,1,0,2,1,1,2,1,1,1,2,2,2,0,2
newspice843@gmail.com,2,1,2,2,2,2,1,1,2,2,1,2,1,1,1,1
acientbread947@163.com,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1
freshycola108@qq.com,2,2,2,0,1,2,1,1,1,1,2,1,2,2,1,2
usedrug181@yahoo.com,2,1,1,1,2,2,2,1,2,1,1,1,2,1,2,2
replacementchrysler733@163.com,2,1,2,2,2,0,2,1,1,1,0,2,1,2,2,0
drysub137@outlook.com,2,2,1,2,2,1,2,2,1,1,0,2,1,2,1,1
hotskates911@qq.com,0,1,1,0,2,2,2,1,2,2,2,1,0,1,2,2
slimyjeep670@gmail.com,1,1,2,1,1,1,2,2,0,2,1,2,2,2,2,1
buriedtire367@163.com,2,1,2,2,2,1,1,2,0,1,0,1,2,1,2,2
deepbeans875@qq.com,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,1
coldspice23@qq.com,0,2,1,1,1,1,2,1,2,2,2,2,2,2,0,1
mostlytire131@gmail.com,2,1,2,2,1,1,1,1,1,2,2,2,0,2,1,2
foundsub934@gmail.com,0,2,2,2,1,1,2,2,0,1,0,1,1,2,2,2
usedrug746@outlook.com,2,2,2,2,1,2,1,2,1,0,1,2,1,1,1,2
slimychrysler684@yahoo.com,2,1,1,0,0,2,1,2,1,2,2,1,2,2,1,2
foldingsnake953@outlook.com,2,0,2,2,1,1,1,2,2,1,2,1,1,2,2,0
clamybike977@163.com,2,2,2,2,1,1,2,1,2,2,0,1,1,1,1,2
usedcola992@yahoo.com,2,2,1,2,1,1,1,2,2,1,0,1,2,2,2,1
milkydrum371@163.com,2,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2
moisttire840@outlook.com,2,1,2,0,1,2,1,1,1,1,2,1,2,2,2,2
buriedhat948@gmail.com,0,1,2,1,2,1,2,1,2,2,2,1,1,1,2,2
replacementbeans194@yahoo.com,1,1,2,0,2,1,1,2,2,2,1,2,0,1,2,2
oldwindow820@qq.com,1,1,2,0,1,2,1,1,1,2,2,2,2,2,1,2
slightlychrysler303@163.com,2,1,1,0,2,2,1,1,2,0,2,1,2,2,2,0
newshack421@163.com,2,2,1,1,2,1,1,2,0,2,1,2,2,2,1,1
dryshoes626@gmail.com,2,2,2,1,1,2,2,1,2,1,1,0,2,2,0,0
buriedwindow794@yahoo.com,2,2,2,0,1,1,1,2,0,2,2,0,2,1,2,0
fishytire276@gmail.com,1,1,2,2,1,2,0,1,1,2,2,2,2,1,1,2
foldingcup778@outlook.com,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2
lostjug315@yahoo.com,0,1,2,1,1,2,1,2,1,2,2,0,2,1,2,2
extrashirt316@yahoo.com,0,1,1,2,1,2,1,1,2,2,0,2,1,2,2,2
coldsnake814@gmail.com,2,1,2,2,0,0,1,2,2,2,0,2,0,1,2,1
dailyshoes843@qq.com,2,1,0,1,2,2,0,2,1,2,1,2,1,2,1,2
foldingskates613@gmail.com,2,1,2,0,2,1,0,1,2,2,2,2,1,2,1,1
dryhat316@outlook.com,0,2,2,0,1,2,2,2,2,1,0,1,2,1,2,0
dirtyspice38@163.com,0,1,2,2,1,0,2,1,1,2,0,1,2,2,2,2
mostlychrysler381@qq.com,0,1,2,2,1,0,1,2,0,2,2,0,2,2,2,1
dailywindow783@qq.com,2,1,2,1,1,2,2,2,2,1,1,2,1,2,1,0
slimydrum148@outlook.com,2,2,2,2,1,0,2,1,1,1,0,1,1,2,2,2
hotspice715@163.com,2,2,1,0,1,1,2,1,0,2,0,2,2,2,2,1
foundshirt542@yahoo.com,2,2,1,2,2,1,1,2,1,1,1,1,2,2,2,1
moistbike54@163.com,1,2,2,1,2,1,0,1,1,1,0,2,2,2,2,2
replacementtide904@outlook.com,2,1,2,2,1,1,2,2,2,1,2,1,1,1,2,1
acientspice952@gmail.com,2,2,1,2,1,1,2,1,2,2,1,0,2,2,1,0
usedspice992@gmail.com,2,1,0,2,1,2,1,1,2,2,2,1,2,1,1,2
newspice777@163.com,1,1,1,2,1,2,1,2,0,2,1,2,2,1,2,2
dirtydrum825@gmail.com,1,1,1,1,2,2,2,2,1,1,2,0,2,2,2,1
foldingtide644@gmail.com,2,1,1,1,2,2,1,2,0,2,1,2,2,2,1,1
clamyrug518@163.com,2,2,1,2,2,2,1,1,2,1,1,0,2,2,1,0
foundchrysler353@gmail.com,2,2,2,1,1,2,2,1,1,2,1,2,1,2,1,1
dailyspice943@163.com,0,1,2,0,2,1,1,1,0,2,2,0,2,2,2,2
oldsub951@163.com,2,1,2,0,2,2,1,1,2,2,0,1,0,1,2,2
moistshirt918@163.com,2,1,1,1,2,1,0,2,1,1,2,2,2,2,2,0
foundjeep250@qq.com,2,2,1,2,0,0,1,2,2,1,2,0,2,2,0,1
dailycup358@yahoo.com,1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2
deepsnake396@163.com,2,1,0,2,2,2,2,1,0,0,0,2,2,1,2,0
buriedtire207@gmail.com,2,1,1,2,2,2,1,2,1,2,1,2,1,2,1,1
foundjug643@yahoo.com,2,2,1,1,1,2,2,1,1,1,2,2,2,2,0,0
oldchrysler400@163.com,1,2,1,2,0,1,2,2,1,1,2,2,2,2,1,1
freshyspice871@qq.com,2,1,2,2,2,1,2,1,0,2,0,1,2,2,1,1
replacementdrum717@163.com,2,2,1,1,2,2,0,2,2,0,2,1,0,2,1,0
replacementshoes99@outlook.com,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,1
acientskates970@gmail.com,2,2,1,0,1,1,2,2,1,2,2,1,0,2,2,0
foundbread552@outlook.com,2,1,1,2,2,2,1,1,2,1,2,1,2,1,2,1
newtire220@outlook.com,2,1,0,2,1,2,1,1,2,2,2,2,2,1,1,0
slimyrug453@gmail.com,1,2,1,0,2,1,1,0,2,1,2,2,2,2,2,1
clamywindow198@outlook.com,2,2,1,1,2,2,2,2,0,2,2,0,0,1,1,0
mostlybread482@qq.com,1,1,2,0,1,1,2,2,2,2,2,1,1,2,1,2
retiredshoes923@163.com,2,2,2,0,1,1,0,1,1,2,2,1,2,2,1,2
lostwindow390@gmail.com,1,1,2,0,2,1,2,1,2,2,1,1,2,2,2,0
retiredshack97@gmail.com,2,1,2,0,2,2,1,0,1,2,1,1,1,2,2,2
buriedbread907@outlook.com,1,1,2,0,2,2,2,1,1,1,2,1,2,1,2,2
extrawindow760@gmail.com,0,1,2,2,1,2,1,2,0,2,1,2,0,2,0,2
freshywindow29@163.com,2,1,1,0,0,2,2,2,1,1,2,2,2,2,1,0
dailybike96@outlook.com,1,2,2,2,1,1,1,1,2,1,0,2,1,2,2,2
burieddrum15@gmail.com,2,2,2,0,1,2,0,1,0,1,1,0,2,2,2,2
milkybeans665@163.com,0,1,2,2,2,1,1,1,2,1,2,1,1,2,2,2
retiredskates875@outlook.com,2,1,2,0,1,2,2,2,1,1,0,1,0,2,2,2
freshytide12@gmail.com,1,1,2,2,2,2,1,2,1,1,2,2,2,1,1,0
slimycola683@outlook.com,1,2,1,2,1,1,2,1,2,1,2,2,1,2,1,2
oldjeep399@outlook.com,0,1,2,0,1,1,1,2,2,2,2,0,2,2,0,2
foldingbread553@outlook.com,1,2,2,2,1,2,2,1,2,0,1,1,2,1,2,1
slightlytire36@qq.com,1,1,1,2,2,1,2,2,2,2,0,0,1,1,2,2
lostchrysler403@outlook.com,2,2,2,1,1,1,2,2,1,2,0,1,1,1,2,2
oldcola533@yahoo.com,0,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2
fishywindow737@yahoo.com,2,1,2,1,1,2,2,2,2,1,2,0,0,1,1,2
replacementbike38@yahoo.com,2,2,0,0,0,1,1,2,1,2,2,2,1,2,1,2
