email,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
newspice843@gmail.com,2,1,2,2,2,2,1,1,2,2,1,2,1,1,1,0
clamytire323@outlook.com,2,2,1,0,2,1,2,1,2,1,2,2,1,1,1,2
deepsnake600@yahoo.com,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,1
newbeans217@yahoo.com,1,2,2,1,1,2,1,2,2,2,1,1,2,2,0,0
usedrug746@outlook.com,2,2,2,2,1,2,1,2,0,1,1,2,1,1,0,2
tiredhat748@yahoo.com,2,2,0,1,1,1,2,1,2,1,2,1,2,2,2,1
dailybike96@outlook.com,1,2,2,2,1,1,1,1,2,1,1,2,1,2,2,2
dirtysnake278@outlook.com,1,2,1,2,1,2,2,0,2,2,2,2,1,1,0,1
fishyspice176@qq.com,2,1,1,1,2,2,2,1,1,2,0,1,2,1,2,2
foldingshack252@yahoo.com,2,1,2,2,1,1,1,2,2,2,1,0,1,2,0,2
deepshoes878@outlook.com,1,1,2,1,2,1,1,2,0,2,0,2,2,2,1,2
newbread855@163.com,1,0,1,2,1,2,2,2,2,1,2,2,2,1,1,1
oldspice340@163.com,1,1,1,2,2,1,2,2,0,2,0,2,1,2,1,2
foundhat579@gmail.com,2,1,2,2,2,1,1,2,0,1,2,2,0,1,1,2
slimybread561@yahoo.com,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1
fishybike986@qq.com,2,2,1,2,2,1,2,1,1,1,2,0,1,2,1,2
dirtyspice235@outlook.com,2,2,1,0,1,1,2,1,2,2,1,0,2,2,0,2
slightlyshack386@163.com,2,0,1,1,2,1,2,2,2,0,1,2,1,2,2,0
foldingwindow502@yahoo.com,1,2,2,1,1,2,2,2,0,2,1,2,1,1,0,2
foundsub311@yahoo.com,2,0,0,1,2,1,2,1,0,2,2,2,2,1,1,2
founddrum703@qq.com,1,1,0,2,2,2,1,1,2,2,0,1,1,2,2,2
oldchrysler964@163.com,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,2
freshybread731@163.com,2,0,0,1,1,2,2,2,0,2,2,2,1,1,0,2
usedblanket979@163.com,2,2,1,1,1,1,2,2,0,1,2,2,2,1,0,2
foldingwindow359@outlook.com,2,1,1,2,2,1,2,1,1,2,0,2,1,2,2,1
dailyjug835@163.com,1,1,0,2,2,1,1,2,0,2,0,2,2,2,2,1
moistshoes107@qq.com,2,2,1,1,1,1,2,2,2,2,2,2,0,1,1,1
slimyspice540@163.com,2,1,1,2,2,1,1,0,2,1,2,1,2,2,1,2
slightlywindow137@qq.com,2,0,1,2,2,1,2,1,1,2,1,2,1,2,2,0
replacementbeans665@yahoo.com,1,1,2,0,2,2,1,2,1,1,2,1,2,0,2,2
dryskates413@yahoo.com,1,1,2,2,1,2,1,2,0,2,1,1,1,2,2,2
foldingcup786@163.com,1,0,2,2,1,1,1,2,2,2,2,1,1,1,2,2
foldingtire722@163.com,2,1,2,2,1,2,1,2,2,2,1,0,1,2,1,1
clamyshack71@qq.com,2,2,2,1,2,2,2,2,0,1,0,1,1,1,1,2
coldblanket968@gmail.com,2,2,1,2,2,2,1,1,1,1,2,1,1,2,2,1
replacementtide600@outlook.com,0,1,2,0,1,1,1,2,2,2,1,2,2,1,2,2
moistshack97@qq.com,2,2,1,2,2,0,1,2,1,1,0,1,1,2,2,2
soiledtide430@outlook.com,1,1,2,0,2,2,1,2,2,1,1,1,2,1,2,2
tiredbread440@163.com,2,0,2,1,2,2,1,2,0,0,2,1,1,2,2,1
moistwindow556@yahoo.com,1,1,0,1,1,2,2,2,1,1,1,2,2,2,2,2
usedspice345@gmail.com,2,1,1,2,2,2,2,2,2,1,1,0,2,1,0,1
replacementbike38@yahoo.com,2,2,1,1,1,1,1,2,0,2,2,2,1,2,1,2
extradrum718@gmail.com,1,1,2,2,1,1,2,1,0,2,1,2,2,1,2,2
buriedshoes758@outlook.com,2,1,0,2,2,2,0,1,0,2,1,2,1,2,0,2
lostrug937@outlook.com,2,1,1,2,1,2,1,1,2,1,1,2,2,2,0,2
clamybread980@163.com,2,2,1,2,2,0,2,1,1,1,2,2,1,1,2,0
oldbeans441@qq.com,1,1,0,2,1,2,1,1,0,2,2,1,2,2,2,2
usedcola992@yahoo.com,2,2,1,2,1,0,1,2,2,1,1,1,2,2,2,1
coldtide977@gmail.com,2,2,1,2,1,1,1,2,0,2,1,2,0,2,2,1
dailywindow488@outlook.com,1,0,2,1,0,0,1,2,1,1,2,2,2,2,2,2
milkydrum700@yahoo.com,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,2
colddrum262@163.com,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,0
slimyskates788@outlook.com,2,2,2,2,1,1,1,1,2,1,1,0,0,2,2,2
acientbread121@qq.com,2,1,0,2,2,2,2,1,0,2,2,1,1,1,2,1
drysnake580@gmail.com,1,1,2,1,2,2,2,0,2,1,2,2,1,1,1,2
slimytire345@gmail.com,1,2,1,2,1,2,2,2,2,0,1,2,1,2,0,0
freshyrug186@163.com,2,2,2,2,2,1,2,1,2,1,1,1,1,1,2,0
freshyjug894@yahoo.com,1,2,2,2,2,0,1,1,2,2,2,1,1,1,0,2
deepsnake957@qq.com,2,2,0,2,2,2,1,2,0,1,1,0,2,1,0,2
mostlyshack538@gmail.com,1,2,1,2,1,2,2,1,2,2,2,1,1,1,1,2
retiredcup377@gmail.com,2,1,1,2,2,1,2,2,2,1,2,1,1,1,1,2
soiledspice290@163.com,1,2,1,2,1,1,1,2,1,2,2,2,2,1,1,2
lostblanket503@163.com,2,0,1,2,2,2,1,1,2,1,1,0,2,1,2,2
coldsnake85@qq.com,1,1,2,1,0,2,2,1,2,2,2,1,2,2,1,0
deeptire133@outlook.com,2,1,1,1,2,1,1,2,2,2,1,2,1,2,0,2
usedrug645@yahoo.com,0,0,2,0,2,2,1,2,0,1,1,2,0,2,2,2
newhat584@gmail.com,1,2,1,1,2,2,2,1,2,2,1,1,2,1,0,2
clamyjeep185@163.com,2,2,1,0,2,1,1,2,1,2,2,0,1,1,2,2
retiredshoes923@163.com,2,2,2,1,1,1,1,0,0,2,2,1,2,2,1,2
newdrum817@outlook.com,1,2,1,1,1,2,0,2,2,1,2,2,2,1,0,2
buriedshirt115@yahoo.com,1,2,1,2,1,2,1,0,0,0,2,2,2,2,0,2
oldshack980@gmail.com,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2
deepblanket548@outlook.com,1,0,1,1,1,2,2,2,2,2,1,2,1,1,2,2
dailysnake442@outlook.com,1,2,1,2,1,1,2,2,2,0,1,1,1,2,2,2
tiredspice581@qq.com,2,2,1,1,1,2,2,2,0,1,2,1,1,1,2,2
retiredrug998@yahoo.com,2,2,0,1,1,2,2,0,2,1,2,0,2,1,2,0
coldskates31@gmail.com,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,2
dailyhat533@outlook.com,1,1,2,2,1,1,2,2,2,0,1,2,1,2,1,2
lostskates393@qq.com,1,2,0,1,2,2,2,2,2,1,2,0,1,1,2,1
coldshoes621@gmail.com,1,1,2,1,2,1,2,2,2,2,1,1,1,1,2,2
extrabread562@outlook.com,2,1,1,2,1,1,2,0,0,2,2,2,2,1,1,2
colddrum537@yahoo.com,2,2,1,1,2,1,1,2,0,2,2,2,2,1,1,0
dailyspice943@163.com,1,0,2,1,2,1,1,1,0,2,2,0,2,2,2,2
dailytire844@yahoo.com,1,2,0,2,2,1,2,1,2,2,1,1,1,2,2,0
soiledhat176@outlook.com,2,1,1,0,1,0,2,2,2,2,2,1,2,2,1,1
moistbeans966@163.com,2,2,1,1,1,2,2,2,2,1,2,1,1,2,0,1
milkybread911@163.com,2,2,2,2,1,2,2,1,0,1,1,2,1,0,2,1
foldingspice737@gmail.com,2,2,1,1,2,1,1,2,0,1,2,2,2,1,1,2
mostlycup475@outlook.com,2,2,1,1,2,1,2,2,0,2,2,0,2,1,1,0
coldhat974@gmail.com,1,2,2,1,1,2,2,1,1,2,0,2,2,1,0,2
buriedblanket280@gmail.com,1,0,1,1,2,2,2,1,1,1,2,2,1,2,2,2
mostlycola126@yahoo.com,2,1,1,1,2,1,2,2,1,1,1,2,2,2,1,2
soiledsnake93@qq.com,1,1,2,2,1,1,2,2,0,1,2,2,0,1,2,2
newbike501@163.com,1,1,0,2,2,1,2,2,1,1,2,2,1,2,2,1
tiredbeans825@163.com,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,1
lostskates470@gmail.com,1,2,2,1,2,2,1,0,2,2,1,2,1,2,0,0
dirtywindow48@qq.com,1,2,1,2,1,1,2,1,2,2,2,0,1,2,2,0
deepdrum298@yahoo.com,2,0,2,2,2,1,2,1,0,1,0,2,2,1,1,2
foldingcola566@outlook.com,2,2,1,2,2,2,1,1,1,2,0,0,0,2,2,1
newsnake379@163.com,1,1,2,2,2,1,2,1,2,2,1,1,2,1,1,2
dailyshoes233@gmail.com,1,1,2,2,2,1,2,2,2,0,2,1,2,1,1,0
usedcup447@yahoo.com,1,1,2,1,2,1,1,0,2,2,2,1,1,2,2,2
buriedbeans746@yahoo.com,1,1,2,2,1,0,2,0,1,2,2,2,2,1,1,2
milkyhat906@gmail.com,2,1,2,2,1,2,1,2,0,2,1,0,1,2,2,1
buriedjug927@qq.com,2,1,2,1,2,1,2,2,0,1,2,2,1,1,2,1
foundskates539@outlook.com,1,2,0,2,1,2,2,1,2,2,1,2,2,1,1,0
newchrysler620@yahoo.com,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,2
dailytire690@qq.com,1,0,1,1,1,1,2,2,2,2,2,2,1,2,2,0
milkychrysler100@gmail.com,1,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2
milkytide461@outlook.com,1,1,2,2,1,2,1,1,2,2,2,1,1,1,2,2
foundsub934@gmail.com,1,2,2,2,1,1,2,2,0,1,1,1,1,2,2,2
slightlyrug271@yahoo.com,2,1,1,1,2,2,2,1,0,2,1,2,1,2,2,0
clamyblanket985@qq.com,1,0,1,2,2,2,1,1,0,1,1,2,2,2,2,2
dirtydrum825@gmail.com,1,0,1,1,2,2,2,2,0,1,2,1,2,2,2,1
fishytire276@gmail.com,1,1,2,2,1,2,1,1,0,2,2,2,2,1,0,2
foundcup206@qq.com,1,1,2,0,1,2,1,2,2,2,1,1,1,2,2,2
deepbread546@qq.com,0,2,0,2,1,1,2,1,2,1,2,1,2,1,2,2
slimyrug81@yahoo.com,1,2,2,2,1,1,1,2,1,1,1,2,2,2,2,1
newskates26@outlook.com,2,0,2,2,1,1,1,0,2,2,1,2,1,2,0,2
soiledshoes971@163.com,2,1,1,2,2,2,1,2,2,1,2,0,1,1,1,2
hotwindow831@outlook.com,2,1,2,2,1,1,1,2,1,0,2,1,1,2,2,2
freshyjug19@outlook.com,2,2,2,2,2,2,1,0,1,1,1,1,2,1,1,2
slimyjeep659@qq.com,2,2,1,0,1,1,1,1,0,2,1,2,2,2,2,2
newtire220@outlook.com,2,1,1,2,1,2,0,0,2,2,2,2,2,1,1,1
mostlyshack522@163.com,1,2,2,1,1,1,2,1,0,1,2,2,1,2,2,2
usedjeep425@outlook.com,2,2,0,1,2,2,2,2,0,1,2,1,1,1,1,2
freshytide168@qq.com,2,0,2,2,1,1,2,1,0,2,2,1,2,2,1,0
buriedtide314@outlook.com,2,2,0,0,2,1,2,1,0,2,2,2,2,1,1,1
usedspice200@qq.com,1,0,2,2,1,2,2,1,1,2,1,1,2,2,2,1
dirtydrum384@163.com,2,1,2,2,2,1,2,2,0,2,1,1,1,1,0,2
slightlytire383@qq.com,1,2,1,2,1,2,2,1,0,2,1,2,1,1,2,2
freshydrum128@qq.com,1,2,2,2,2,2,2,1,0,2,1,0,1,1,2,1
clamysnake715@gmail.com,1,1,2,1,0,1,2,2,2,2,2,2,1,1,2,0
fishybread363@yahoo.com,2,1,0,2,2,1,1,2,2,1,2,2,1,1,1,2
foundbread552@outlook.com,2,0,1,2,2,2,0,1,2,0,2,0,2,1,2,1
oldtide873@gmail.com,2,2,2,2,1,1,2,1,0,1,1,1,2,1,2,2
olddrum912@yahoo.com,2,0,1,2,1,2,2,0,2,1,0,2,1,2,2,0
slightlytide309@yahoo.com,2,1,2,1,1,2,2,2,2,2,1,1,2,1,0,0
dailyrug68@gmail.com,2,1,0,2,2,1,2,1,2,1,1,1,1,2,2,2
fishyjug479@qq.com,1,1,2,2,1,2,1,1,1,2,1,2,2,2,1,2
usedspice635@gmail.com,2,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2
dirtybread769@gmail.com,2,2,2,0,1,1,2,1,1,2,1,1,2,1,2,2
deepshack71@outlook.com,2,2,2,2,1,2,1,2,2,0,1,0,1,1,0,2
buriedtire207@gmail.com,2,1,0,2,2,2,1,2,0,2,1,2,1,2,1,0
lostbread363@gmail.com,2,0,2,2,1,2,1,2,2,1,1,2,2,1,1,1
extracola545@yahoo.com,1,2,1,0,2,1,0,2,2,1,2,2,1,1,2,2
clamyblanket28@outlook.com,2,2,1,1,1,1,2,1,2,2,2,0,2,1,2,1
usedtide37@163.com,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,1
dryrug490@yahoo.com,1,2,1,2,1,2,0,2,0,2,1,2,1,2,1,2
foundtire923@qq.com,0,2,1,2,1,2,2,2,0,2,1,2,2,1,1,1
clamyblanket565@outlook.com,2,0,2,1,2,1,2,2,1,2,2,0,2,1,0,0
lostsub509@yahoo.com,2,0,2,2,1,2,2,2,2,1,1,1,1,1,2,1
mostlyjeep956@outlook.com,2,2,1,1,2,2,2,1,0,1,1,0,1,2,2,2
buriedbeans162@outlook.com,2,2,2,1,2,1,1,1,0,1,2,2,2,2,1,0
mostlyrug473@gmail.com,1,2,0,2,2,2,1,1,2,2,2,2,1,1,1,1
newsnake440@gmail.com,1,0,1,1,1,2,1,2,2,1,2,2,1,2,2,2
fishyspice4@outlook.com,1,2,2,1,2,0,1,1,2,2,1,2,1,1,2,2
coldspice23@qq.com,1,2,1,1,1,1,2,0,2,2,2,2,2,2,1,0
newsnake821@gmail.com,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,0
dirtyspice29@outlook.com,2,0,2,2,1,2,1,2,0,1,2,2,1,1,2,1
foundbread558@outlook.com,2,2,2,2,1,2,2,1,2,1,2,0,1,1,1,0
replacementsnake137@gmail.com,1,1,2,2,2,2,1,1,1,2,0,2,1,1,2,2
foldingshoes858@qq.com,2,1,2,2,1,2,2,2,2,0,1,1,2,1,0,1
newtide512@gmail.com,2,2,2,0,1,2,1,0,2,1,1,2,1,2,2,0
acientjeep537@163.com,2,1,2,1,1,1,2,0,2,1,2,2,1,1,2,2
deepshirt742@gmail.com,2,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2
oldwindow820@qq.com,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,2
oldchrysler227@outlook.com,1,2,1,1,2,1,1,2,1,2,2,1,2,1,2,2
oldwindow763@yahoo.com,1,0,2,1,1,2,1,2,2,2,1,2,1,1,2,2
soiledsnake360@yahoo.com,2,1,2,2,1,1,1,1,2,1,1,2,1,2,2,2
deepshirt307@yahoo.com,1,1,1,2,2,2,2,2,0,2,1,1,2,2,1,1
newshack421@163.com,2,2,1,1,2,1,1,2,0,2,1,2,2,2,1,1
oldjug810@qq.com,2,0,2,2,2,1,1,2,0,1,2,0,1,2,0,2
acientbike144@yahoo.com,2,1,0,0,2,2,2,2,1,2,2,2,1,1,1,1
slimywindow631@163.com,2,2,2,0,1,1,1,2,2,2,1,0,1,2,2,0
slimybeans326@gmail.com,2,2,1,1,2,1,2,2,1,2,1,1,2,1,2,0
drywindow943@qq.com,1,2,2,2,1,2,1,0,2,1,2,1,2,1,1,2
foldingskates420@gmail.com,1,2,2,1,1,2,1,2,0,2,1,0,2,2,2,1
hothat842@outlook.com,2,1,1,1,1,2,1,1,0,2,2,2,2,2,0,2
dirtysub525@gmail.com,1,1,2,2,2,1,2,0,0,2,2,2,2,1,1,0
dirtyshack540@gmail.com,1,2,1,1,1,0,2,0,2,1,2,2,1,2,2,2
dirtysnake957@gmail.com,2,1,1,0,1,2,1,1,2,1,2,2,1,2,2,2
newtide937@yahoo.com,2,2,1,1,1,0,2,2,1,2,1,2,2,2,1,0
freshyjug808@gmail.com,1,0,2,1,2,1,2,1,2,2,1,2,2,2,1,1
moistspice183@outlook.com,2,2,1,1,2,1,2,1,2,0,1,2,2,1,2,1
freshytide794@qq.com,2,0,1,2,2,1,2,0,2,0,1,0,2,2,2,0
moistshirt918@163.com,2,1,1,0,2,1,1,2,1,1,2,2,2,2,2,1
coldchrysler992@163.com,1,2,2,2,1,2,1,1,2,2,1,0,1,1,2,2
fishycup117@163.com,1,1,1,2,2,2,2,1,1,2,0,2,1,2,2,1
moisthat761@outlook.com,2,0,2,2,1,2,1,2,2,1,2,1,1,1,2,0
oldjeep399@outlook.com,1,1,2,1,1,1,1,2,2,2,2,0,2,2,1,2
fishyjug865@163.com,1,1,2,1,1,2,1,0,2,2,2,1,2,2,1,2
lostblanket371@outlook.com,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,0
lostjug315@yahoo.com,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,2
soiledcup851@outlook.com,1,0,1,1,2,1,2,0,2,2,2,2,1,1,2,2
foldingcola28@yahoo.com,2,2,0,2,1,1,1,0,1,2,2,2,1,2,0,2
usedskates18@gmail.com,2,2,1,2,2,2,1,2,0,1,2,1,2,1,1,0
slightlycup436@yahoo.com,2,0,1,2,2,1,1,1,2,2,1,2,1,2,1,2
foldingshack729@gmail.com,1,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2
acientwindow492@gmail.com,1,1,1,2,2,2,2,2,0,2,1,1,1,1,2,2
freshycola351@qq.com,1,2,2,1,1,1,1,2,0,2,2,1,2,1,2,2
freshyhat343@gmail.com,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1
foldingshack148@gmail.com,0,2,1,2,1,2,0,1,1,2,1,2,2,2,1,2
replacementdrum860@gmail.com,1,1,1,2,2,1,1,0,2,2,2,2,1,1,2,2
foldingsnake113@yahoo.com,2,2,1,0,2,1,2,2,1,2,2,2,1,1,1,1
fishyshack946@163.com,2,1,1,2,0,1,1,2,0,2,2,2,1,2,1,2
buriedcup948@163.com,2,2,2,1,2,1,2,1,1,2,1,0,2,2,1,0
foundtide258@yahoo.com,2,0,1,2,1,2,2,1,0,1,1,2,2,2,1,2
foldinghat152@qq.com,2,0,1,2,0,2,1,2,0,1,2,2,2,1,2,1
freshydrum27@qq.com,2,2,2,1,1,1,2,0,2,1,0,2,2,2,1,0
dailybike787@163.com,2,2,2,2,2,1,1,2,1,2,1,0,1,2,0,1
usedcola410@outlook.com,1,2,1,1,2,1,2,2,0,2,2,1,1,2,2,1
hotspice715@163.com,2,2,0,1,1,1,2,0,1,2,1,2,2,2,2,1
coldskates556@163.com,1,0,2,1,1,1,2,1,2,2,2,0,2,2,0,2
hotbike959@outlook.com,1,0,1,2,1,2,1,1,1,2,2,1,2,2,2,2
fishybeans629@qq.com,1,1,1,2,2,2,2,2,2,1,2,1,2,1,1,0
dailytide471@outlook.com,1,2,0,1,2,2,2,2,0,2,2,1,2,1,1,0
retiredtide337@outlook.com,1,2,1,1,1,1,2,1,2,2,1,2,2,2,2,0
retiredblanket413@163.com,2,2,1,1,1,2,1,2,1,1,2,0,2,2,1,2
dirtyskates685@yahoo.com,2,1,0,2,2,2,2,1,2,1,1,0,0,1,2,2
mostlyblanket933@yahoo.com,2,1,2,2,2,2,2,1,1,1,1,2,1,1,0,2
buriedwindow794@yahoo.com,2,2,2,1,1,1,1,2,0,2,2,0,2,1,2,0
deepshoes912@163.com,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,1
foldinghat916@yahoo.com,1,1,2,2,1,2,1,2,1,2,1,2,1,1,2,2
dryjeep934@gmail.com,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1
foldinghat824@qq.com,2,2,0,2,1,1,0,1,2,2,2,2,1,1,1,2
freshybread765@outlook.com,1,0,1,0,1,2,1,2,0,2,2,2,2,1,2,2
moisttide843@qq.com,0,2,2,1,1,2,2,2,2,1,1,1,1,2,2,0
foundtide219@qq.com,2,1,0,2,1,2,1,1,0,2,2,2,2,2,1,1
acientspice952@gmail.com,2,2,1,2,1,1,2,1,2,2,1,1,2,2,1,0
deeprug165@outlook.com,2,1,1,1,1,2,2,0,2,2,2,0,1,2,1,2
clamyspice37@gmail.com,2,2,2,2,1,1,1,2,2,0,1,0,2,1,1,2
replacementsnake675@outlook.com,2,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1
foldingtire631@163.com,2,2,1,2,1,0,1,2,2,0,2,2,2,1,1,0
slimydrum148@outlook.com,2,2,2,2,1,0,2,1,1,1,1,1,1,2,2,2
moistcola120@gmail.com,2,1,1,2,2,2,1,2,0,2,1,2,1,2,1,0
deepshack879@outlook.com,2,2,2,2,2,1,1,1,2,0,1,0,2,1,0,2
deepshoes813@qq.com,1,0,2,1,2,2,2,1,0,2,0,1,2,2,2,0
acientspice814@outlook.com,1,2,0,1,1,2,2,2,1,2,2,2,1,1,1,2
usedshirt122@163.com,2,2,1,0,1,2,1,2,1,2,1,0,2,2,1,2
foldingtide607@gmail.com,1,1,1,2,2,2,1,2,2,1,2,1,1,1,2,2
tireddrum663@163.com,1,2,1,2,2,1,2,2,1,2,0,2,1,2,1,1
replacementhat268@qq.com,1,2,1,1,1,2,2,2,2,2,1,1,1,2,1,2
fishydrum493@yahoo.com,1,2,1,2,1,2,1,2,2,2,2,0,1,1,1,2
hotshack271@qq.com,2,2,0,1,1,1,2,0,1,2,2,0,2,2,1,2
newshoes633@163.com,1,2,1,1,1,2,2,2,1,2,1,1,2,2,2,1
moisttire840@outlook.com,2,1,2,1,1,2,1,1,1,0,2,1,2,2,2,2
dryspice412@gmail.com,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,0
drybeans185@163.com,1,2,2,1,2,2,2,1,2,1,2,1,2,1,1,0
usedjeep501@outlook.com,1,0,1,2,2,2,1,2,0,1,2,2,1,2,1,2
slightlychrysler47@gmail.com,2,1,0,2,1,2,1,2,2,2,1,2,1,2,1,1
buriedjeep923@yahoo.com,1,0,2,1,2,2,2,2,0,2,1,1,1,1,2,2
slightlycup6@qq.com,2,1,2,0,2,2,1,1,2,0,2,1,2,2,0,0
soiledsub246@outlook.com,2,2,0,2,1,2,1,0,2,1,2,1,1,1,2,2
dryshirt414@163.com,2,0,2,1,2,2,1,2,0,1,2,1,2,1,2,1
oldjug372@gmail.com,1,2,1,2,2,1,1,2,1,1,0,2,2,2,2,1
lostcola749@yahoo.com,2,0,2,1,1,0,2,2,0,2,2,0,2,2,1,0
foldingrug539@yahoo.com,2,2,1,1,1,1,1,2,0,2,2,1,2,2,2,1
tiredbike897@qq.com,2,1,1,1,2,1,1,1,0,2,2,2,1,2,2,2
losthat840@qq.com,1,1,2,0,2,2,2,1,2,1,1,2,1,2,1,2
dailywindow783@qq.com,2,1,2,1,1,2,2,2,2,1,1,2,1,2,1,1
replacementshirt214@163.com,2,1,1,1,2,2,1,0,2,2,1,1,2,2,1,2
deepshoes823@gmail.com,2,2,1,1,1,2,2,0,2,1,2,1,1,2,2,0
clamyspice389@163.com,2,2,1,2,2,1,1,2,1,2,1,0,2,2,0,1
mostlyspice339@gmail.com,2,1,2,2,2,2,2,1,2,1,1,0,1,1,2,1
hotrug940@gmail.com,2,2,2,2,1,1,2,0,0,2,0,1,1,2,1,2
acientspice799@yahoo.com,0,1,2,1,2,2,2,1,0,2,2,2,1,2,1,0
mostlyjug153@163.com,1,2,1,2,2,2,0,1,1,0,1,2,2,1,2,2
dryspice502@gmail.com,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1
slimytire42@gmail.com,2,1,2,0,1,1,1,2,2,1,1,2,2,2,1,2
slightlytide674@outlook.com,1,2,2,1,2,1,1,0,2,1,2,2,2,1,1,2
deepshoes686@163.com,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,0
retiredjeep648@163.com,1,2,1,1,2,2,2,0,2,1,2,1,1,2,2,1
fishytide407@gmail.com,1,0,2,2,2,2,1,2,1,1,2,1,0,2,2,1
deepsnake772@gmail.com,2,2,1,2,1,2,2,2,0,1,1,2,1,2,1,1
moistsnake175@yahoo.com,2,2,2,1,2,1,1,2,0,1,1,0,2,2,2,0
slightlytire158@163.com,1,0,1,2,1,2,2,2,2,1,2,2,2,1,1,0
slimyrug911@163.com,2,1,2,1,2,1,0,2,2,2,1,2,1,2,1,1
soiledbread354@gmail.com,0,2,0,2,1,2,2,1,2,2,0,0,2,1,1,2
acientjeep593@163.com,1,2,2,2,2,1,1,1,2,2,0,2,1,1,2,1
useddrum754@163.com,1,0,1,2,0,2,0,2,2,2,1,2,1,2,2,1
acienthat377@qq.com,1,2,2,2,1,2,1,2,1,2,1,1,1,1,2,2
mostlyblanket918@163.com,2,0,1,2,1,1,1,1,0,2,2,2,2,2,1,2
replacementshirt358@yahoo.com,2,2,0,1,2,2,1,2,2,1,1,2,2,1,1,1
deephat767@qq.com,1,2,2,1,1,1,2,1,0,2,2,2,1,2,1,2
extrasub515@yahoo.com,2,0,2,2,1,2,1,2,2,1,0,2,1,2,1,0
foundbeans91@163.com,1,2,2,2,1,2,2,1,0,1,2,1,2,2,1,0
newsnake550@yahoo.com,1,2,2,1,1,2,2,2,1,0,1,1,1,2,2,2
foldinghat486@outlook.com,1,1,2,2,2,0,2,0,1,1,2,1,2,2,1,2
clamyjeep169@163.com,1,2,2,0,1,0,2,0,2,2,1,2,1,2,2,0
replacementsnake840@yahoo.com,2,2,1,2,2,1,2,1,2,1,2,2,1,1,1,1
buriedtide794@163.com,1,2,2,2,1,1,1,2,2,2,1,2,1,1,2,0
replacementbike548@163.com,2,2,2,1,1,1,1,0,2,1,2,0,2,0,2,2
clamysnake136@163.com,1,0,1,2,1,2,2,2,0,2,2,0,2,1,0,2
losthat457@163.com,2,1,2,1,2,1,1,2,0,2,1,1,2,2,2,0
soiledrug174@yahoo.com,1,2,2,1,1,1,0,1,2,2,2,2,1,1,2,2
slightlyspice55@gmail.com,2,1,1,1,2,1,1,2,0,2,2,2,1,2,0,2
foldingjeep939@qq.com,2,0,2,2,1,2,2,2,0,2,1,1,2,1,1,0
coldcup403@outlook.com,2,1,1,2,2,2,1,0,2,1,2,1,1,1,2,2
deepsub474@yahoo.com,1,1,2,0,2,1,2,0,2,2,2,0,1,1,2,2
oldrug306@yahoo.com,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,1
extrashack431@yahoo.com,2,1,2,2,1,2,2,0,0,2,2,0,1,1,0,2
extrasnake821@qq.com,1,2,2,1,2,1,1,1,2,1,1,2,2,2,1,2
freshyspice871@qq.com,2,1,2,2,2,1,2,1,0,2,1,1,2,2,1,0
soiledjug360@yahoo.com,2,2,1,2,1,2,2,0,2,2,1,0,1,2,1,1
clamyjeep797@outlook.com,2,2,2,2,1,1,1,0,2,2,2,1,1,2,0,0
replacementspice799@qq.com,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,0
foldingbread553@outlook.com,1,2,2,2,1,2,2,1,2,1,1,1,2,1,2,0
foundtire500@gmail.com,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
hotwindow425@yahoo.com,1,2,2,1,1,1,0,1,2,2,2,1,2,1,2,2
fishyshack419@163.com,2,2,2,2,1,1,1,2,0,2,1,1,2,2,1,0
slightlycup586@163.com,0,2,2,2,2,1,1,2,2,2,1,0,1,1,2,0
newspice777@163.com,1,0,0,2,1,2,1,2,0,2,0,2,2,1,2,2
acientsnake134@outlook.com,2,2,1,1,1,2,2,2,0,1,2,0,2,1,1,2
